Date,2018-12-31,2017-12-31,2017-09-30,2016-12-31,2016-09-24,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,83000000.0,61000000.0,348607000.0,1787000000.0,437913000.0,911000000.0,237000000.0,153000000.0,366000000.0,701000000.0,315000000.0,280000000.0
Short-term investments,9000000.0,32000000.0,0.0,19000000.0,0.0,9000000.0,11000000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,92000000.0,93000000.0,348607000.0,1806000000.0,437913000.0,920000000.0,248000000.0,153000000.0,366000000.0,701000000.0,315000000.0,280000000.0
Receivables,1150000000.0,668000000.0,523991000.0,595000000.0,509398000.0,570000000.0,556000000.0,564000000.0,552000000.0,585000000.0,536000000.0,540000000.0
Inventories,626000000.0,229000000.0,473677000.0,202000000.0,579032000.0,209000000.0,204000000.0,200000000.0,197000000.0,212000000.0,244000000.0,262000000.0
Total current assets,2159000000.0,1117000000.0,1389309000.0,2736000000.0,1560907000.0,1817000000.0,1211000000.0,1119000000.0,1335000000.0,1757000000.0,1309000000.0,1279000000.0
Property Plant & Equipment Net,2310000000.0,1198000000.0,799667000.0,1138000000.0,960927000.0,1156000000.0,1141000000.0,1173000000.0,1202000000.0,1152000000.0,1168000000.0,1109000000.0
Goodwill and Intangible Assets,43978000000.0,7342000000.0,3861944000.0,5649000000.0,4048139000.0,5651000000.0,5674000000.0,5682000000.0,5667000000.0,5657000000.0,5675000000.0,5685000000.0
Long-term investments,17000000.0,48000000.0,101284000.0,35000000.0,368000.0,25000000.0,25000000.0,21000000.0,14000000.0,13000000.0,11000000.0,9000000.0
Tax assets,26000000.0,62000000.0,62000000.0,62000000.0,141000000.0,64000000.0,74000000.0,85000000.0,130000000.0,131000000.0,144000000.0,
Total non-current assets,46759000000.0,8905000000.0,7055000000.0,7055000000.0,7054000000.0,7052000000.0,7062000000.0,7082000000.0,7593000000.0,7526000000.0,7550000000.0,
Total assets,48918000000.0,10022000000.0,16105623000.0,9791000000.0,16609473000.0,8869000000.0,8273000000.0,8201000000.0,8928000000.0,9283000000.0,8859000000.0,8776000000.0
Payables,2300000000.0,365000000.0,1433797000.0,303000000.0,513596000.0,277000000.0,289000000.0,271000000.0,283000000.0,265000000.0,851000000.0,850000000.0
Short-term debt,26000000.0,79000000.0,219076000.0,10000000.0,186247000.0,507000000.0,3000000.0,66000000.0,250000000.0,452000000.0,404000000.0,0.0
Total current liabilities,5702000000.0,1238000000.0,1913894000.0,1051000000.0,1008367000.0,1583000000.0,1038000000.0,1030000000.0,1232000000.0,1915000000.0,1338000000.0,854000000.0
Long-term debt,305000000.0,4400000000.0,5474957000.0,4468000000.0,7328395000.0,2875000000.0,2588000000.0,2508000000.0,2554000000.0,2256000000.0,1687000000.0,2960000000.0
Total debt,331000000.0,4479000000.0,4478000000.0,4478000000.0,2583000000.0,3382000000.0,2591000000.0,2574000000.0,2804000000.0,2708000000.0,2091000000.0,
Deferred revenue,0.0,64000000.0,1181000000.0,64000000.0,1314000000.0,64000000.0,64000000.0,65000000.0,65000000.0,65000000.0,65000000.0,
Tax Liabilities,50000000.0,11000000.0,816000000.0,4000000.0,811000000.0,27000000.0,10000000.0,33000000.0,45000000.0,530000000.0,18000000.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total non-current liabilities,6482000000.0,6333000000.0,6606000000.0,6606000000.0,4933000000.0,5103000000.0,4941000000.0,4894000000.0,5416000000.0,5105000000.0,5062000000.0,
Total liabilities,26385000000.0,7571000000.0,9058950000.0,7657000000.0,10033635000.0,6686000000.0,5979000000.0,5924000000.0,6648000000.0,7020000000.0,6400000000.0,5589000000.0
Other comprehensive income,21471000000,0.0,-229000000.0,95000000,-137000000.0,211000000,658000000,970000000,1308000000,1631000000,2085000000,
Retained earnings (deficit),1178000000.0,2651000000.0,336798000.0,2266000000.0,99334000.0,2165000000.0,1771000000.0,1393000000.0,1080000000.0,740000000.0,400000000.0,87000000.0
Total shareholders equity,22533000000.0,2451000000.0,6827881000.0,2134000000.0,6509836000.0,2183000000.0,2294000000.0,2277000000.0,2280000000.0,2263000000.0,2459000000.0,3187000000.0
Investments,26000000.0,80000000.0,250000000.0,54000000.0,250000000.0,34000000.0,36000000.0,21000000.0,14000000.0,13000000.0,11000000.0,9000000.0
Net Debt,248000000.0,4418000000.0,5345426000.0,2691000000.0,2471000000.0,2471000000.0,2354000000.0,2421000000.0,2438000000.0,2007000000.0,1776000000.0,
Other Assets,0.0,0.0,-80275000.0,0.0,127000000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,14201000000.0,0.0,261021000.0,0.0,308524000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0
