Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,60771000.0,122359000.0,101395000.0,25026000.0,40199000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,60771000.0,122359000.0,101395000.0,25026000.0,40199000.0
Receivables,68549000.0,70267000.0,15473000.0,15320000.0,10850000.0
Inventories,15496000.0,8228000.0,6246000.0,4814000.0,4405000.0
Total current assets,108361000.0,156663000.0,123620000.0,45013000.0,54898000.0
Property, Plant & Equipment Net,165491000.0,123208000.0,125490000.0,125493000.0,116515000.0
Goodwill and Intangible Assets,396442000.0,221664000.0,149353000.0,154150000.0,184228000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,4191000.0,38000.0,515000.0,985000.0,2980000.0
Total non-current assets,617102000.0,397282000.0,413076000.0,380643000.0,319768000.0
Total assets,725463000.0,553945000.0,536696000.0,425656000.0,374666000.0
Payables,8235000.0,3508000.0,3880000.0,5608000.0,4276000.0
Short-term debt,6494000.0,6483000.0,27963000.0,19347000.0,8265000.0
Total current liabilities,43735000.0,25282000.0,47738000.0,39394000.0,23952000.0
Long-term debt,313215000.0,167772000.0,115753000.0,118013000.0,76102000.0
Total debt,319709000.0,174255000.0,143716000.0,137360000.0,84367000.0
Deferred revenue,3890000.0,2454000.0,2820000.0,2718000.0,3348000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,345130000.0,184467000.0,121452000.0,121102000.0,78745000.0
Total liabilities,388865000.0,209749000.0,169190000.0,160496000.0,102697000.0
Other comprehensive income,-421000.0,-17000.0,0.0,0.0,0.0
Retained earnings (deficit),-245108000.0,-224380000.0,-190635000.0,-170163000.0,-128374000.0
Total shareholders equity,336598000.0,344196000.0,367506000.0,265160000.0,271969000.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,258938000.0,51896000.0,42321000.0,112334000.0,44168000.0
Other Assets,-36455000.0,-44191000.0,506000.0,-147000.0,-556000.0
Other Liabilities,29006000.0,15291000.0,15895000.0,14439000.0,11411000.0
