date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY,2000-08-31_FY,1999-08-31_FY,1998-08-31_FY,1997-08-31_FY,1996-08-31_FY,1995-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,78109000.0,73191000.0,74328000.0,90724000.0,88723000.0,89124000.0,92886000.0,84265000.0,67621000.0,61750000.0,49315000.0,42319000.0,38106000.0,12926000.0,11858000.0,-42337000.0,-29982000.0,-30226000.0,11779000.0,3384000.0,-5444000.0,-3900000.0,3000000.0,-24800000.0,-11400000.0,-12500000.0
,depreciationAndAmortization,61225000.0,54958000.0,52640000.0,46292000.0,39794000.0,34445000.0,28475000.0,24444000.0,23739000.0,21154000.0,15260000.0,13898000.0,11370000.0,9449000.0,9618000.0,9487000.0,14435000.0,14957000.0,12480000.0,10412000.0,4833000.0,1600000.0,1400000.0,1400000.0,2300000.0,2300000.0
,deferredIncomeTax,-3405000.0,-4401000.0,6962000.0,-2845000.0,2875000.0,2972000.0,2362000.0,3049000.0,2128000.0,642000.0,3562000.0,-1805000.0,-1898000.0,-1063000.0,1661000.0,-5885000.0,1085000.0,-640000.0,-12203000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0
,stockBasedCompensation,13817000.0,15061000.0,10218000.0,9689000.0,9121000.0,5969000.0,6451000.0,6302000.0,5469000.0,4037000.0,3778000.0,3298000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,46285000.0,-54046000.0,-8498000.0,2336000.0,17393000.0,26957000.0,-403000.0,-1170000.0,27323000.0,15192000.0,16504000.0,-3053000.0,22382000.0,-13288000.0,11626000.0,40637000.0,-3437000.0,-26857000.0,10632000.0,-15009000.0,-18279000.0,-32900000.0,-5500000.0,47200000.0,0.0,-3200000.0
,accountsReceivables,-3040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3422000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,21764000.0,-10248000.0,-10079000.0,-28039000.0,-15732000.0,-40792000.0,-8970000.0,-16370000.0,-23811000.0,-46043000.0,-15349000.0,-1947000.0,-17915000.0,-18547000.0,-11713000.0,-9362000.0,10848000.0,5429000.0,-8271000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,90185000.0,25325000.0,-16489000.0,3344000.0,23202000.0,16423000.0,27800000.0,23080000.0,9766000.0,39030000.0,22989000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,130727000.0,84442000.0,138488000.0,146986000.0,144650000.0,127257000.0,100300000.0,100703000.0,101873000.0,74550000.0,59358000.0,42854000.0,45907000.0,23525000.0,36813000.0,25187000.0,-15450000.0,-12013000.0,14844000.0,4212000.0,19221000.0,37500000.0,70400000.0,75900000.0,28700000.0,28700000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86000.0,-11000.0,-2845000.0,3665000.0,8629000.0,3768000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-3300000.0,-5500000.0
,netCashProvidedByOperatingActivites,259268000.0,170332000.0,119454000.0,122856000.0,139862000.0,110503000.0,137275000.0,130633000.0,89889000.0,75599000.0,83029000.0,55358000.0,43718000.0,31818000.0,24649000.0,-6585000.0,13954000.0,2524000.0,4089000.0,-2668000.0,-13736000.0,-8000000.0,-1600000.0,9100000.0,-7900000.0,-18900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-100320000.0,-140061000.0,-98109000.0,-135294000.0,-77700000.0,-89185000.0,-118101000.0,-69927000.0,-52705000.0,-47033000.0,-50207000.0,-49347000.0,-23571000.0,-30913000.0,-32631000.0,-10755000.0,-4053000.0,-22223000.0,-34387000.0,-45421000.0,-79101000.0,-37200000.0,-5100000.0,-8100000.0,-2600000.0,-3500000.0
,acquisitionsNet,0.0,0.0,-24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-51114000.0,-15244000.0,-77997000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-433000.0,-50000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000000.0,0.0,0.0,-44600000.0,-86400000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,20182000.0,30527000.0,45693000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,2800000.0,0.0,0.0,3000000.0,0.0,5482000.0,12145000.0,82400000.0,30800000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-100000.0,-300000.0,-442000.0,1095000.0,-850000.0,-1599000.0,0.0,7406000.0,0.0,2104000.0,-660000.0,0.0,-2702000.0,0.0,0.0,-10000000.0,-11000000.0,3768000.0,-2597000.0,2100000.0,1800000.0,8600000.0,0.0,0.0
,netCashUsedForInvestingActivites,-131212000.0,-124704000.0,-153779000.0,-135217000.0,-78175000.0,-89082000.0,-119559000.0,-71812000.0,-52567000.0,-39445000.0,-54158000.0,-54742000.0,-41573000.0,-30853000.0,-32087000.0,-10755000.0,947000.0,-29223000.0,-49216000.0,-42407000.0,-45079000.0,2700000.0,-58900000.0,600000.0,-600000.0,-500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
