Date,2017-08,2016-08,2015-08,2014-08,2013-08
Revenue,2461000000.0,2496000000.0,2392000000.0,2447000000.0,2133000000.0
Revenue Growth,,,,,
Cost of Revenue,2081000000.0,2095000000.0,2031000000.0,2117000000.0,1856000000.0
Gross Profit,380000000.0,401000000.0,361000000.0,330000000.0,277000000.0
R&D Expenses,,,,,
SG&A Expense,277000000.0,297000000.0,276000000.0,242000000.0,201000000.0
Operating Expenses,277000000.0,297000000.0,276000000.0,242000000.0,201000000.0
Operating Income,102000000.0,104000000.0,85000000.0,88000000.0,76000000.0
Interest Expense,53000000.0,55000000.0,23000000.0,9000000.0,8000000.0
Earnings before Tax,32000000.0,-367000000.0,28000000.0,72000000.0,54000000.0
Income Tax Expense,-2000000.0,-9000000.0,0000000.0,19000000.0,20000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,33000000.0,-357000000.0,27000000.0,56000000.0,26000000.0
Preferred Dividends,,,,,
Net Income Com,33000000.0,-357000000.0,27000000.0,56000000.0,26000000.0
EPS,0.87,-12.44,0.83,1.93,0.89
EPS Diluted,0.86,-12.44,0.82,1.91,0.89
Weighted Average Shs Out,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0
Weighted Average Shs Out (Dil),30000000.0,29000000.0,29000000.0,29000000.0,29000000.0
Dividend per Share,,,,,
Gross Margin,0.15440877691995,0.16065705128205,0.15091973244147,0.13485901103392,0.12986404125645
EBITDA Margin,0.066639577407558,-0.089342948717949,0.045986622073579,0.052717613404168,0.048288795124238
EBIT Margin,0.034132466477042,-0.12459935897436,0.020903010033445,0.034327748263179,0.025316455696203
Profit Margin,0.013409183258838,-0.14302884615385,0.01128762541806,0.022885165508786,0.012189404594468
Free Cash Flow margin,,,,,
EBITDA,164000000.0,-223000000.0,110000000.0,129000000.0,103000000.0
EBIT,84000000,-311000000,50000000,84000000,54000000
Consolidated Income,33000000.0,-357000000.0,27000000.0,56000000.0,26000000.0
Earnings Before Tax Margin,0.013002844372206,-0.14703525641026,0.011705685618729,0.029423784225582,0.025316455696203
Net Profit Margin,0.013409183258838,-0.14302884615385,0.01128762541806,0.022885165508786,0.012189404594468
