date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,254400000.0,184400000.0,168000000.0,139100000.0,167200000.0,169200000.0,111600000.0,109100000.0,82200000.0,67900000.0,38100000.0,13400000.0,-338000000.0,50955000.0,60749000.0,61081000.0,50073000.0,15187000.0,38085000.0,43829000.0
,depreciationAndAmortization,60300000.0,59800000.0,56200000.0,54500000.0,52200000.0,48500000.0,40400000.0,34400000.0,31900000.0,30900000.0,21100000.0,30900000.0,31900000.0,28483000.0,22568000.0,23366000.0,22430000.0,26870000.0,28476000.0,30768000.0
,deferredIncomeTax,9500000.0,5400000.0,5300000.0,2800000.0,6100000.0,9500000.0,17300000.0,15500000.0,12600000.0,17200000.0,24500000.0,18200000.0,-155800000.0,6864000.0,8721000.0,-916000.0,13530000.0,-6927000.0,15682000.0,0.0
,stockBasedCompensation,12600000.0,12500000.0,10500000.0,13600000.0,12000000.0,10000000.0,8600000.0,9000000.0,7100000.0,8800000.0,5100000.0,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,311600000.0,68100000.0,-236700000.0,46900000.0,-57200000.0,-46500000.0,-126100000.0,-118800000.0,-158000000.0,-273700000.0,-108100000.0,31100000.0,462700000.0,-50675000.0,22422000.0,-129280000.0,-102772000.0,19575000.0,-15264000.0,19055000.0
,accountsReceivables,-19100000.0,-6000000.0,-1500000.0,10200000.0,-19500000.0,-11200000.0,-14000000.0,-14900000.0,-33300000.0,23000000.0,-23500000.0,3300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,428000000.0,212100000.0,-24400000.0,251500000.0,105300000.0,50100000.0,10600000.0,-46100000.0,-76400000.0,56300000.0,-24700000.0,206800000.0,189700000.0,59770000.0,-47010000.0,56541000.0,-81983000.0,-3553000.0,-79898000.0,106414000.0
,accountsPayables,121000000.0,10700000.0,-16200000.0,-2600000.0,31400000.0,37700000.0,-2600000.0,6000000.0,29500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,17200000.0,2900000.0,1400000.0,-200000.0,1900000.0,4200000.0,200000.0,3100000.0,2300000.0,-3800000.0,2300000.0,4100000.0,1200000.0,-1467000.0,2939000.0,-795000.0,4345000.0,-5054000.0,-5876000.0,0.0
,otherNonCashItems,600000.0,2200000.0,2200000.0,2200000.0,3700000.0,3000000.0,1900000.0,8500000.0,8700000.0,72600000.0,3400000.0,9100000.0,560900000.0,5942000.0,4387000.0,0.0,0.0,0.0,0.0,-7000000.0
,netCashProvidedByOperatingActivites,652500000.0,349800000.0,10100000.0,266300000.0,142300000.0,155400000.0,84200000.0,50700000.0,-20700000.0,-181100000.0,9900000.0,110900000.0,529200000.0,69336000.0,128581000.0,-40457000.0,-10418000.0,96610000.0,68006000.0,96525000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-4900000.0,-4400000.0,-5400000.0,-19600000.0,0.0,-5000000.0,-35700000.0,-17500000.0,-48300000.0,0.0,0.0,-277200000.0,-57134000.0,-45276000.0,-78063000.0,-69472000.0,-54633000.0,-57477000.0,-50032000.0
,acquisitionsNet,-776200000.0,-170900000.0,-91300000.0,-80100000.0,114300000.0,36500000.0,-152200000.0,-61800000.0,-34700000.0,0.0,-60500000.0,0.0,-41900000.0,-117123000.0,0.0,-24613000.0,-75861000.0,-79866000.0,-20459000.0,-50150000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1279000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,1781000.0,1826000.0,1826000.0,885000.0
,otherInvestingActivites,-44600000.0,-51800000.0,-53900000.0,-42300000.0,-89800000.0,-98400000.0,-73600000.0,-28000000.0,-61300000.0,82600000.0,-12400000.0,16100000.0,26700000.0,19361000.0,54103000.0,71526000.0,13331000.0,-18000.0,-422000.0,1004000.0
,netCashUsedForInvestingActivites,-820800000.0,-227600000.0,-149600000.0,-127800000.0,4900000.0,-61900000.0,-230800000.0,-125500000.0,-113500000.0,34300000.0,-68900000.0,16100000.0,-292400000.0,-154896000.0,8827000.0,-31150000.0,-131500000.0,-132691000.0,-76532000.0,-98293000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-6150200000.0,-4575800000.0,-4410300000.0,-3973000000.0,-3794700000.0,-4224100000.0,-3923300000.0,-3320000000.0,-2908900000.0,-1028800000.0,-644500000.0,-465700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,3256000.0,8078000.0,3581000.0,1862000.0,295000.0,65415000.0,0.0
,commonStockRepurchased,-5000000.0,-20500000.0,-110200000.0,-39600000.0,-215600000.0,-312200000.0,-167700000.0,-34600000.0,-25300000.0,-49100000.0,-400000.0,-100000.0,-1200000.0,-57056000.0,0.0,0.0,0.0,-9700000.0,-5364000.0,-3710000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21500000.0,-27663000.0,-13342000.0,0.0,0.0,-3010000.0,-11580000.0,-22606000.0
,otherFinancingActivites,6321400000.0,4469300000.0,4663600000.0,3875400000.0,3863700000.0,4442700000.0,4235100000.0,3428600000.0,3063200000.0,1214800000.0,640500000.0,331900000.0,-176100000.0,91207000.0,-60168000.0,97127000.0,44679000.0,124749000.0,-83011000.0,41349000.0
