date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,dividendsPaid,-172460000.0,-367317000.0,-342315000.0,-311721000.0,-265662000.0,-233073000.0,-207637000.0,-197924000.0,-162775000.0,-157844000.0,-146324000.0,-127116000.0,-124930000.0,-97815000.0,-82007000.0,-71088000.0,-55897000.0,-42595000.0,-33780000.0,-26393000.0,-25891000.0,-24000000.0,-19100000.0
,otherFinancingActivites,-7962000.0,-46304000.0,-37292000.0,-14325000.0,-14867000.0,-7047000.0,-839000.0,-13923000.0,-5800000.0,-3731000.0,-14673000.0,-5017000.0,-2936000.0,-3424000.0,-3740000.0,-2931000.0,-5133000.0,-7550000.0,-1702000.0,-6495000.0,0.0,-100000.0,-100000.0
,netCashUsedProvidedByFinancingActivities,297169000.0,-23223000.0,-427553000.0,333466000.0,371134000.0,292022000.0,121587000.0,100171000.0,44420000.0,-282315000.0,127955000.0,15658000.0,381196000.0,294339000.0,58580000.0,120671000.0,148000000.0,113173000.0,94987000.0,20080000.0,-24478000.0,27700000.0,186900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,142000.0,121000.0,-442000.0,229000.0,-137000.0,-996000.0,-278000.0,-539000.0,147000.0,-317000.0,610000.0,583000.0,-588000.0,475000.0,-122000.0,3000.0,102000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,496570000.0,512933000.0,-40479000.0,22582000.0,15052000.0,947000.0,-4622000.0,-2706000.0,-3961000.0,2849000.0,-11362000.0,-26944000.0,34912000.0,5756000.0,2868000.0,-4709000.0,-19272000.0,20436000.0,-14499000.0,18642000.0,-16317000.0,20000000.0,0.0
,cashAtEndOfPeriod,1028010000.0,531440000.0,18507000.0,41917000.0,19335000.0,4283000.0,3336000.0,7958000.0,10664000.0,14625000.0,11776000.0,23138000.0,50082000.0,15170000.0,9414000.0,6546000.0,11255000.0,30527000.0,10091000.0,24590000.0,5948000.0,22300000.0,0.0
,cashAtBeginningOfPeriod,531440000.0,18507000.0,58986000.0,19335000.0,4283000.0,3336000.0,7958000.0,10664000.0,14625000.0,11776000.0,23138000.0,50082000.0,15170000.0,9414000.0,6546000.0,11255000.0,30527000.0,10091000.0,24590000.0,5948000.0,22265000.0,2300000.0,45200000.0
,operatingCashFlow,65273000.0,439530000.0,484328000.0,391100000.0,306202000.0,278460000.0,250295000.0,234120000.0,207255000.0,195799000.0,180391000.0,148817000.0,146256000.0,131590000.0,105562000.0,94531000.0,84416000.0,51002000.0,45855000.0,32829000.0,30682000.0,33400000.0,19400000.0
,capitalExpenditure,0.0,-419195000.0,-440282000.0,-590577000.0,-609157000.0,-541538000.0,-407785000.0,-319971000.0,-186787000.0,-56226000.0,-247117000.0,-154784000.0,-177899000.0,-112786000.0,-134829000.0,-183758000.0,0.0,-125675000.0,-163674000.0,-22376000.0,-37816000.0,-41200000.0,-249200000.0
,freeCashFlow,65273000.0,439530000.0,484328000.0,391100000.0,306202000.0,278460000.0,250295000.0,234120000.0,207255000.0,142624000.0,-66726000.0,-5967000.0,-31643000.0,18804000.0,-29267000.0,-89227000.0,84416000.0,-74673000.0,-117819000.0,10453000.0,-7134000.0,-7800000.0,-229800000.0
