Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,2198000000.0,0.0,1122000000.0,1106000000.0
Stock-based compensation,62000000.0,0.0,39000000.0,
Operating Cash Flow,3654000000.0,0.0,2789000000.0,2682000000.0
Capital Expenditure,1883000000.0,0.0,-1465000000.0,-1541000000.0
Acquisitions and disposals,-0.0,-0.0,-305000000.0,-82000000.0
Investment purchases and sales,-599000000.0,0.0,0.0,
Investing Cash flow,5363000000.0,84862.0,-1770000000.0,-1303000000.0
Issuance (repayment) of debt,-3124000000.0,-0.0,357000000.0,
Issuance (buybacks) of shares,-522000000.0,-84862.0,-89000000.0,
Dividend payments,-1166000000.0,-0.0,-856000000.0,
Financing Cash Flow,-4998000000.0,0.0,-659000000.0,-1297000000.0
Effect of forex changes on cash,-60000000.0,0.0,17000000.0,-61000000.0
Net cash flow / Change in cash,3986000000.0,84862.0,377000000.0,21000000.0
Free Cash Flow,1771000000.0,0.0,1324000000.0,
Net Cash/Marketcap,0.0,0.0,-0.1259,-0.1259
