Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,1037000.0,1708000.0,22246000.0,4789000.0,2673000.0,225000.0,215000.0,327000.0,986000.0
Short-term investments,1063000.0,1110000.0,3274000.0,5195000.0,85000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,2100000.0,2818000.0,25520000.0,9984000.0,2758000.0,225000.0,215000.0,327000.0,986000.0
Receivables,15154000.0,12810000.0,16321000.0,12818000.0,6461000.0,1909000.0,1647000.0,1140000.0,1172000.0
Inventories,4876000.0,5492000.0,3602000.0,1614000.0,707000.0,280000.0,269000.0,197000.0,82000.0
Total current assets,27413000.0,21120000.0,48082000.0,28374000.0,12109000.0,2930000.0,2131000.0,1664000.0,4236000.0
Property, Plant & Equipment Net,1218000.0,1638000.0,888000.0,616000.0,176000.0,93000.0,96000.0,110000.0,157000.0
Goodwill and Intangible Assets,24219000.0,26210000.0,15323000.0,13258000.0,14770000.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,203000.0,228000.0,234000.0,283000.0
Tax assets,4505000.0,4223000.0,4072000.0,4259000.0,6113000.0,1033000.0,0.0,0.0,0.0
Total non-current assets,26785000.0,32353000.0,17860000.0,14500000.0,19170000.0,813000.0,324000.0,344000.0,446000.0
Total assets,54198000.0,53473000.0,65942000.0,42874000.0,31279000.0,3743000.0,2455000.0,2008000.0,4682000.0
Payables,5838000.0,3958000.0,3705000.0,2892000.0,1689000.0,1780000.0,2439000.0,973000.0,982000.0
Short-term debt,738000.0,0.0,0.0,0.0,1000.0,101000.0,3087000.0,122000.0,430000.0
Total current liabilities,17960000.0,12771000.0,10238000.0,12666000.0,8129000.0,2796000.0,7829000.0,4500000.0,6332000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866000.0,2624000.0
Total debt,738000.0,0.0,0.0,0.0,1000.0,101000.0,3087000.0,2988000.0,3054000.0
Deferred revenue,2179000.0,2056000.0,0.0,2864000.0,0.0,0.0,0.0,1010000.0,37000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3531000.0,1978000.0,1272000.0,1902000.0,3758000.0,236000.0,227000.0,5379000.0,4621000.0
Total liabilities,21491000.0,14749000.0,11510000.0,14568000.0,11887000.0,3032000.0,8056000.0,9879000.0,10953000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-50476000.0,-43815000.0,-29822000.0,-30841000.0,-37042000.0,-43508000.0,-48325000.0,-49344000.0,-47379000.0
Total shareholders equity,32707000.0,38724000.0,54432000.0,28306000.0,19392000.0,711000.0,-5601000.0,-7871000.0,-6271000.0
Investments,1063000.0,1110000.0,3274000.0,5195000.0,85000.0,203000.0,228000.0,234000.0,283000.0
Net Debt,-299000.0,,,,,,,,
Other Assets,4870000.0,,,,,,,,
Other Liabilities,11384000.0,8813000.0,6533000.0,9774000.0,6439000.0,915000.0,2303000.0,3405000.0,4920000.0
