date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,6427000000.0,6732000000.0,8014000000.0,-3864000000.0,9427000000.0,9687000000.0,3949000000.0,5346000000.0,6188000000.0,9190000000.0,6172000000.0
,depreciationAndAmortization,12815000000.0,14118000000.0,13669000000.0,12261000000.0,10408000000.0,8017000000.0,7238000000.0,8041000000.0,38762000000.0,7344000000.0,6923000000.0
,deferredIncomeTax,925000000.0,-133000000.0,-112000000.0,10880000000.0,1886000000.0,-2757000000.0,-574000000.0,1561000000.0,-35561000000.0,-311000000.0,242000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-399000000.0,-2969000000.0,1202000000.0,832000000.0,-15519000000.0,-11428000000.0,-1120000000.0,3085000000.0,4689000000.0,5419000000.0,-966000000.0
,accountsReceivables,-1341000000.0,-563000000.0,492000000.0,1402000000.0,-1285000000.0,-254000000.0,-1248000000.0,8000000.0,-460000000.0,-1572000000.0,-641000000.0
,inventory,-104000000.0,-761000000.0,399000000.0,440000000.0,-320000000.0,-1350000000.0,-309000000.0,59000000.0,-326000000.0,-2760000000.0,-2229000000.0
,accountsPayables,42000000.0,-492000000.0,-537000000.0,-362000000.0,3469000000.0,1953000000.0,19000000.0,-485000000.0,162000000.0,2095000000.0,2259000000.0
,otherWorkingCapital,53000000.0,-9913000000.0,-6944000000.0,-8146000000.0,-8978000000.0,6541000000.0,17969000000.0,19089000000.0,16004000000.0,11315000000.0,5896000000.0
,otherNonCashItems,-2954000000.0,-1858000000.0,-3747000000.0,-2104000000.0,-4369000000.0,-1697000000.0,-1241000000.0,-2085000000.0,-2782000000.0,476000000.0,-34000000.0
,netCashProvidedByOperatingActivites,16670000000.0,15021000000.0,15256000000.0,17328000000.0,16545000000.0,11978000000.0,10058000000.0,12630000000.0,10605000000.0,8166000000.0,6780000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20533000000.0,-23996000000.0,-25497000000.0,-27633000000.0,-29166000000.0,-23032000000.0,-11867000000.0,-9819000000.0,-9118000000.0,-837000000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-804000000.0,-927000000.0,-53000000.0,-2623000000.0,-44000000.0,-53000000.0,-3042000000.0
,purchasesOfInvestments,-16204000000.0,-4075000000.0,-2820000000.0,-5503000000.0,-15444000000.0,-9363000000.0,-9154000000.0,-9968000000.0,-10884000000.0,-16176000000.0,-12317000000.0
,salesMaturitiesOfInvestments,11941000000.0,6265000000.0,5108000000.0,9007000000.0,11743000000.0,10221000000.0,8755000000.0,10104000000.0,17786000000.0,5613000000.0,6871000000.0
,otherInvestingActivites,-10429000000.0,-2395000000.0,-8501000000.0,-6569000000.0,-4524000000.0,-6029000000.0,-3912000000.0,-3169000000.0,-1322000000.0,133000000.0,13954000000.0
,netCashUsedForInvestingActivites,-21826000000.0,-10899000000.0,-20929000000.0,-24072000000.0,-35643000000.0,-28035000000.0,-15698000000.0,-14362000000.0,-3505000000.0,-12740000000.0,1233000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-72663000000.0,-39156000000.0,-33323000000.0,-33592000000.0,-23815000000.0,-17256000000.0,-19524000000.0,-20191000000.0,-7377000000.0,-8468000000.0,-13052000000.0
,commonStockIssued,0.0,0.0,2862000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,11000000.0,4857000000.0
,commonStockRepurchased,0.0,0.0,-190000000.0,-4492000000.0,-2500000000.0,-3520000000.0,-3277000000.0,-2438000000.0,-5098000000.0,-100000000.0,-1462000000.0
,dividendsPaid,-669000000.0,-2350000000.0,-2242000000.0,-2233000000.0,-2368000000.0,-2242000000.0,-3165000000.0,-1687000000.0,-939000000.0,-916000000.0,-1572000000.0
,otherFinancingActivites,-412000000.0,-253000000.0,-640000000.0,-305000000.0,-117000000.0,-103000000.0,-123000000.0,-150000000.0,-120000000.0,-50000000.0,41000000.0
,netCashUsedProvidedByFinancingActivities,5552000000.0,-4677000000.0,11454000000.0,12584000000.0,17139000000.0,13686000000.0,5675000000.0,3731000000.0,-4741000000.0,-358000000.0,-9770000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,203000000.0,-85000000.0,168000000.0,52000000.0,358000000.0,829000000.0,437000000.0,350000000.0,117000000.0,56000000.0,209000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,174000000.0,-553000000.0,5648000000.0,2688000000.0,-2172000000.0,-3716000000.0,-1067000000.0,1599000000.0,2351000000.0,-5185000000.0,-1814000000.0
,cashAtEndOfPeriod,23117000000.0,22943000000.0,23496000000.0,17848000000.0,15160000000.0,15238000000.0,18954000000.0,20021000000.0,18422000000.0,16071000000.0,21256000000.0
,cashAtBeginningOfPeriod,22943000000.0,23496000000.0,17848000000.0,15160000000.0,17332000000.0,18954000000.0,20021000000.0,18422000000.0,16071000000.0,21256000000.0,23070000000.0
,operatingCashFlow,16670000000.0,15021000000.0,15256000000.0,17328000000.0,16545000000.0,11978000000.0,10058000000.0,12630000000.0,10605000000.0,8166000000.0,6780000000.0
