date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-02-26_FY,2008-12-31_FY,2008-02-26_FY,2007-12-31_FY,2006-12-31_FY,2006-02-28_FY,2005-12-31_FY,2005-03-03_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1556100000.0,823800000.0,883700000.0,1268200000.0,732100000.0,436900000.0,511200000.0,573800000.0,583100000.0,519700000.0,558200000.0,543300000.0,478000000.0,464500000.0,477000000.0,476800000.0,431600000.0,386000000.0,386200000.0,363000000.0,363000000.0,321000000.0,254600000.0,179500000.0,112100000.0,65400000.0,68800000.0,-106900000.0,-153500000.0,-12300000.0,30100000.0
,depreciationAndAmortization,624700000.0,577200000.0,552100000.0,533200000.0,499200000.0,457800000.0,245500000.0,230100000.0,229800000.0,231400000.0,203600000.0,195100000.0,179000000.0,179700000.0,162000000.0,162800000.0,155000000.0,149000000.0,149800000.0,138000000.0,138800000.0,135600000.0,101800000.0,104000000.0,89600000.0,84500000.0,84200000.0,86800000.0,84500000.0,72400000.0,44400000.0
,deferredIncomeTax,-47000000.0,29200000.0,22200000.0,-525800000.0,54700000.0,-33400000.0,27700000.0,56200000.0,53300000.0,2200000.0,12900000.0,9600000.0,69000000.0,69600000.0,26000000.0,26500000.0,36700000.0,18000000.0,18500000.0,38000000.0,38900000.0,86300000.0,28900000.0,1600000.0,-3200000.0,37000000.0,30600000.0,-43000000.0,30300000.0,-21600000.0,11000000.0
,stockBasedCompensation,111700000.0,107000000.0,91600000.0,109700000.0,109600000.0,102100000.0,45700000.0,37300000.0,40700000.0,48900000.0,40000000.0,36400000.0,36000000.0,36200000.0,35000000.0,0.0,0.0,13000000.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-856900000.0,-631100000.0,320000000.0,-14600000.0,-310400000.0,245100000.0,20000000.0,333100000.0,75900000.0,264100000.0,106100000.0,-568800000.0,100000.0,515900000.0,400000.0,13500000.0,142100000.0,-200000.0,-625800000.0,800000.0,538900000.0,-467600000.0,-55400000.0,223500000.0,-54100000.0,-13800000.0,-63300000.0,-137700000.0,219300000.0,159200000.0,-95900000.0
,accountsReceivables,-913400000.0,-64100000.0,50200000.0,-2100000.0,-85500000.0,-71800000.0,-31100000.0,-67500000.0,600000.0,-37100000.0,-25300000.0,74000000.0,28000000.0,28000000.0,-78000000.0,0.0,0.0,-15000000.0,0.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-196600000.0,-21900000.0,-18900000.0,-16400000.0,-9600000.0,-200000.0,-300000.0,-15300000.0,-6300000.0,-6100000.0,-5800000.0,-4300000.0,-8000000.0,-8600000.0,4000000.0,4800000.0,-18800000.0,0.0,100000.0,-13000000.0,-13700000.0,-100000.0,-1500000.0,-3600000.0,-2100000.0,1600000.0,5200000.0,8300000.0,8000000.0,5100000.0,-900000.0
,accountsPayables,-5300000.0,-12800000.0,43300000.0,85600000.0,-8700000.0,30700000.0,-21200000.0,60800000.0,-30000000.0,-8700000.0,50100000.0,22800000.0,15000000.0,15900000.0,33000000.0,0.0,0.0,24000000.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,48400000.0,325400000.0,956500000.0,636500000.0,651100000.0,961500000.0,716400000.0,696400000.0,363300000.0,287400000.0,23300000.0,-82800000.0,486000000.0,485900000.0,-30000000.0,-30400000.0,-43900000.0,-186000000.0,-185800000.0,440000000.0,439200000.0,-99700000.0,367900000.0,423300000.0,199800000.0,253900000.0,267700000.0,331000000.0,468700000.0,249400000.0,90200000.0
,otherNonCashItems,283700000.0,187600000.0,200000.0,300000.0,1600000.0,2000000.0,2000000.0,2300000.0,2700000.0,5300000.0,5800000.0,8300000.0,0.0,13300000.0,0.0,46500000.0,63600000.0,0.0,6200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7400000.0,0.0,-7500000.0,-5400000.0,5500000.0
,netCashProvidedByOperatingActivites,2135300000.0,1444700000.0,1305400000.0,1459400000.0,1175900000.0,982400000.0,739000000.0,818700000.0,841400000.0,855600000.0,883600000.0,862400000.0,780000000.0,780900000.0,709000000.0,709700000.0,632300000.0,574000000.0,574200000.0,538000000.0,538100000.0,564300000.0,444900000.0,316000000.0,246700000.0,180500000.0,125100000.0,144400000.0,-186800000.0,47000000.0,14700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143300000.0,-116500000.0,-115000000.0,-93600000.0,0.0,-95000000.0,-83600000.0,-74300000.0,-88100000.0,-55500000.0,-69400000.0,-82400000.0,-34500000.0,-54100000.0,-75400000.0,-48900000.0
,acquisitionsNet,-268000000.0,-876000000.0,540000000.0,-1883000000.0,-549000000.0,-3736000000.0,-159000000.0,-160000000.0,-335000000.0,-138000000.0,-1186000000.0,-216000000.0,-216000000.0,-349000000.0,-349000000.0,-225000000.0,0.0,-335000000.0,-343000000.0,-343000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-40100000.0,-27500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000000.0,-4300000.0,-72000000.0,-72800000.0,-1777000000.0,-1777900000.0,-1589700000.0,-987000000.0,-987800000.0,-35000000.0,-35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,4100000.0,12900000.0,18300000.0,0.0,13500000.0,8000000.0,31600000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,182700000.0,0.0,1803400000.0,1472000000.0,0.0,1129300000.0,0.0,35000000.0,50400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
