date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-02-26_FY,2008-12-31_FY,2008-02-26_FY,2007-12-31_FY,2006-12-31_FY,2006-02-28_FY,2005-12-31_FY,2005-03-03_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,otherInvestingActivites,42100000.0,7700000.0,704600000.0,5500000.0,30800000.0,600000.0,1400000.0,1100000.0,3200000.0,3700000.0,4800000.0,900000.0,0.0,500000.0,0.0,0.0,0.0,0.0,-5400000.0,0.0,-6700000.0,-30800000.0,-34500000.0,-5200000.0,-1000000.0,-8700000.0,8000000.0,0.0,-5000000.0,-39600000.0,-254800000.0
,netCashUsedForInvestingActivites,-643200000.0,-1283100000.0,206700000.0,-2228700000.0,-795700000.0,-3994900000.0,-350100000.0,-359600000.0,-534200000.0,-280300000.0,-1317500000.0,-334000000.0,-396000000.0,-396000000.0,-341000000.0,-341500000.0,-273300000.0,-298000000.0,-298600000.0,-139000000.0,-139900000.0,-710500000.0,-368900000.0,-230000000.0,-150000000.0,-77000000.0,-61800000.0,-32900000.0,-59100000.0,-115000000.0,-293600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-563900000.0,-2184900000.0,-1171800000.0,-2426900000.0,-806300000.0,-1250600000.0,-20300000.0,-783900000.0,-873200000.0,-851000000.0,-296500000.0,-344500000.0,0.0,-101700000.0,-5000000.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118400000.0,83400000.0,24800000.0,0.0,64400000.0,0.0,77600000.0,82000000.0,0.0,62100000.0,0.0,56300000.0,21000000.0,18200000.0,14900000.0,17800000.0,3800000.0,2900000.0,488700000.0,0.0,186900000.0,100000.0
,commonStockRepurchased,-100000000.0,-450000000.0,-700000000.0,-338100000.0,-43900000.0,0.0,-269000000.0,-1015600000.0,-516500000.0,-643900000.0,-338100000.0,-273000000.0,0.0,-333600000.0,0.0,-921200000.0,-476500000.0,0.0,-583700000.0,0.0,-368100000.0,-154900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9500000.0,-18500000.0,-18500000.0,-9700000.0,0.0,-474700000.0,-13600000.0
,otherFinancingActivites,-61100000.0,-77500000.0,-54400000.0,-18900000.0,-9700000.0,-23700000.0,-26100000.0,-4800000.0,-1900000.0,-148500000.0,-18500000.0,-12400000.0,0.0,2200000.0,0.0,14900000.0,9100000.0,0.0,-2400000.0,0.0,0.0,-2000000.0,16400000.0,-20100000.0,0.0,0.0,-6800000.0,-9800000.0,-10400000.0,-12900000.0,-8100000.0
,netCashUsedProvidedByFinancingActivities,-517400000.0,-252700000.0,-1389900000.0,631900000.0,-649800000.0,3184600000.0,-200600000.0,-518300000.0,-800000.0,-645000000.0,515300000.0,-600900000.0,-218000000.0,-218500000.0,-363000000.0,-363700000.0,-353500000.0,-277000000.0,-277200000.0,0.0,-313700000.0,212300000.0,-171100000.0,15000000.0,-87900000.0,-85800000.0,-63900000.0,-117500000.0,258800000.0,57600000.0,293400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,8600000.0,1800000.0,-12000000.0,20500000.0,-13200000.0,-35700000.0,-12300000.0,-3600000.0,1100000.0,-1700000.0,800000.0,1300000.0,0.0,-3100000.0,0.0,400000.0,600000.0,0.0,-600000.0,0.0,-700000.0,500000.0,2300000.0,-600000.0,-300000.0,-100000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,983300000.0,-89300000.0,110200000.0,-116900000.0,-282800000.0,136400000.0,176000000.0,-62800000.0,307500000.0,-71400000.0,82200000.0,-71200000.0,163000000.0,163300000.0,4000000.0,4900000.0,6100000.0,-2000000.0,-2200000.0,0.0,83800000.0,66600000.0,-92800000.0,100400000.0,8500000.0,17600000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1320800000.0,337500000.0,426800000.0,316700000.0,433600000.0,716400000.0,580000000.0,404000000.0,466800000.0,159300000.0,230700000.0,148500000.0,219000000.0,219700000.0,56000000.0,56400000.0,51500000.0,45000000.0,45400000.0,0.0,186800000.0,123000000.0,56400000.0,149200000.0,48800000.0,40300000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,337500000.0,426800000.0,316600000.0,433600000.0,716400000.0,580000000.0,404000000.0,466800000.0,159300000.0,230700000.0,148500000.0,219700000.0,56000000.0,56400000.0,51000000.0,51500000.0,45400000.0,47000000.0,47600000.0,0.0,103000000.0,56400000.0,149200000.0,48800000.0,40300000.0,22700000.0,23300000.0,29300000.0,16400000.0,26800000.0,12300000.0
,operatingCashFlow,2135300000.0,1444700000.0,1305400000.0,1459400000.0,1175900000.0,982400000.0,739000000.0,818700000.0,841400000.0,855600000.0,883600000.0,862400000.0,780000000.0,780900000.0,709000000.0,709700000.0,632300000.0,574000000.0,574200000.0,538000000.0,538100000.0,564300000.0,444900000.0,316000000.0,246700000.0,180500000.0,125100000.0,144400000.0,-186800000.0,47000000.0,14700000.0
,capitalExpenditure,-381700000.0,-400200000.0,-379800000.0,-315400000.0,-278900000.0,-255800000.0,-203500000.0,-202200000.0,-176300000.0,-145700000.0,-126500000.0,-114700000.0,0.0,-157500000.0,0.0,-143300000.0,-116500000.0,0.0,-93600000.0,0.0,-95000000.0,-83600000.0,-74300000.0,-88100000.0,-55500000.0,-69400000.0,-82400000.0,-34500000.0,-54100000.0,-75400000.0,-48900000.0
,freeCashFlow,1753600000.0,1044500000.0,925600000.0,1144000000.0,897000000.0,726600000.0,535500000.0,616500000.0,665100000.0,709900000.0,757100000.0,747700000.0,780000000.0,623400000.0,709000000.0,566400000.0,515800000.0,574000000.0,480600000.0,538000000.0,443100000.0,480700000.0,370600000.0,227900000.0,191200000.0,111100000.0,42700000.0,109900000.0,-240900000.0,-28400000.0,-34200000.0
