Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,338000000.0,320000000.0,304000000.0,296000000.0,266000000.0
Stock-based compensation,,,,,
Operating Cash Flow,1610000000.0,1462000000.0,1522000000.0,1333000000.0,1029000000.0
Capital Expenditure,-1928000000.0,-2414000000.0,-1883000000.0,-1081000000.0,-1019000000.0
Acquisitions and disposals,-40000000.0,-80000000.0,000000.0,000000.0,000000.0
Investment purchases and sales,-330000000,-250000000,-135000000,-160000000,-135000000
Investing Cash flow,-2289000000.0,-2754000000.0,-1830000000.0,-1077000000.0,-3689000000.0
Issuance (repayment) of debt,-822000000.0,-280000000.0,-32000000.0,-441000000.0,-46000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,570000000.0,1340000000.0,336000000.0,-237000000.0,2733000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-109000000.0,48000000.0,28000000.0,19000000.0,73000000.0
Free Cash Flow,-318000000.0,-952000000.0,-361000000.0,252000000.0,10000000.0
Net Cash/Marketcap,,,,,
