Date,2018-08,2017-08,2016-08,2015-08,2014-08
Depreciation & Amortization,478000000.0,480000000.0,447000000.0,355000000.0,267000000.0
Stock-based compensation,,,,,
Operating Cash Flow,1072000000.0,933000000.0,1263000000.0,570000000.0,1427000000.0
Capital Expenditure,-355000000.0,-444000000.0,-693000000.0,-1187000000.0,-944000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,0,73000000,20000000,138000000
Investing Cash flow,-80000000.0,-405000000.0,-3747000000.0,-1909000000.0,-1342000000.0
Issuance (repayment) of debt,-36525000000.0,-37581000000.0,-29233000000.0,-210000000.0,-158000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-732000000.0,-621000000.0,1814000000.0,154000000.0,241000000.0
Effect of forex changes on cash,9000000.0,-5000000.0,-5000000.0,5000000.0,-2000000.0
Net cash flow / Change in cash,269000000.0,-98000000.0,-674000000.0,-1179000000.0,325000000.0
Free Cash Flow,717000000.0,489000000.0,571000000.0,-617000000.0,483000000.0
Net Cash/Marketcap,,,,,
