date,,2020-11-27_FY,2019-11-29_FY,2018-11-30_FY,2017-12-01_FY,2016-12-02_FY,2015-11-27_FY,2014-11-28_FY,2013-11-29_FY,2012-11-30_FY,2011-12-02_FY,2010-12-03_FY,2009-11-27_FY,2008-11-28_FY,2007-11-30_FY,2006-12-01_FY,2005-12-02_FY,2004-12-03_FY,2003-11-28_FY,2002-11-29_FY,2001-11-30_FY,2000-12-01_FY,1999-12-03_FY,1998-11-27_FY,1997-11-28_FY,1996-11-29_FY,1995-12-01_FY,1994-11-30_FY,1993-11-30_FY,1992-11-30_FY,1991-11-30_FY,1990-11-30_FY,1989-11-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5260000000.0,2951458000.0,2590774000.0,1693954000.0,1168782000.0,629551000.0,268000000.0,290000000.0,832775000.0,833000000.0,775000000.0,387000000.0,872000000.0,723807000.0,506000000.0,603000000.0,450000000.0,266000000.0,191000000.0,205644000.0,288000000.0,238000000.0,105000000.0,187000000.0,153000000.0,93000000.0,6300000.0,57000000.0,43600000.0,51600000.0,40100000.0,33700000.0
,depreciationAndAmortization,757000000.0,736669000.0,346492000.0,325997000.0,331535000.0,339473000.0,313600000.0,321200000.0,299766000.0,270200000.0,292700000.0,282400000.0,270300000.0,315464000.0,307800000.0,64300000.0,60800000.0,49000000.0,63500000.0,56645000.0,43300000.0,50800000.0,56300000.0,59400000.0,55600000.0,60400000.0,53200000.0,26000000.0,19000000.0,15200000.0,11100000.0,5600000.0
,deferredIncomeTax,-1501000000.0,2707000.0,-468936000.0,51605000.0,24222000.0,-69657000.0,-26100000.0,29700000.0,89212000.0,51400000.0,-172300000.0,49600000.0,46600000.0,58385000.0,-4300000.0,-7100000.0,46300000.0,36500000.0,-5500000.0,-17600000.0,1400000.0,700000.0,-6800000.0,-4200000.0,-9400000.0,-6800000.0,-12500000.0,-1000000.0,-10000000.0,1700000.0,900000.0,-2100000.0
,stockBasedCompensation,909000000.0,787705000.0,609562000.0,451451000.0,349912000.0,335859000.0,333701000.0,328987000.0,298502000.0,286103000.0,231086000.0,167581000.0,172474000000.0,0.0,170534000.0,391000.0,340000.0,2826000.0,6787000.0,0.0,16499000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,186000000.0,-2251926000.0,-3165087000.0,693000000.0,419664000.0,500443000.0,-412107000.0,-539608000.0,539608000.0,372000000.0,519000000.0,-343000000.0,251433000.0,-486433000.0,678000000.0,429000000.0,208000000.0,455000000.0,-16713000.0,-109287000.0,208000000.0,150000000.0,-249000000.0,-52000000.0,-1000000.0,143300000.0,133100000.0,63000000.0,42900000.0,52600000.0,28900000.0,6000000.0
,accountsReceivables,106000000.0,-187826000.0,-1983000.0,-187173000.0,-160416000.0,-79502000.0,7928000.0,33649000.0,45166000.0,-81065000.0,-134276000.0,172287000.0,-153386000000.0,0.0,1107000.0,394000.0,-443000.0,2038000.0,1527000.0,0.0,7140000.0,73000000.0,-10000000.0,-4000000.0,6000000.0,-36000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,3000000.0,1000000.0,600000.0,-800000.0,100000.0,-2500000.0,-400000.0
,accountsPayables,96000000.0,23129000.0,54920000.0,-45186000.0,-6281000.0,22870000.0,6211000.0,7132000.0,-62874000.0,32203000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,9000000.0,-15000000.0,-17000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,258000000.0,-1696013000.0,555913000.0,3721000000.0,3028000000.0,2608336000.0,2107893000.0,2520000000.0,3059608000.0,2520000000.0,2148000000.0,1629000000.0,1972000000.0,1720567000.0,2207000000.0,1529000000.0,1100000000.0,892000000.0,437000000.0,453713000.0,563000000.0,355000000.0,205000000.0,454000000.0,506000000.0,507000000.0,363700000.0,230600000.0,167600000.0,124700000.0,72100000.0,43200000.0
,otherNonCashItems,127000000.0,753914000.0,7193000.0,450582000.0,355076000.0,306430000.0,335500000.0,345400000.0,-13658000.0,296400000.0,240500000.0,216000000.0,218300000.0,275405000.0,171700000.0,86100000.0,96000000.0,54600000.0,60900000.0,0.0,128900000.0,-20900000.0,12200000.0,2600000.0,-34800000.0,58600000.0,0.0,200000.0,6000000.0,200000.0,0.0,100000.0
,netCashProvidedByOperatingActivites,5727000000.0,4421813000.0,4029304000.0,2912853000.0,2199728000.0,1469502000.0,1287500000.0,1151700000.0,1499580000.0,1543300000.0,1113000000.0,1117800000.0,1280700000.0,1439303000.0,927200000.0,730400000.0,683700000.0,433100000.0,329300000.0,418702000.0,444600000.0,334200000.0,203500000.0,208600000.0,198100000.0,177000000.0,142500000.0,107700000.0,80400000.0,79100000.0,49100000.0,43800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-419000000.0,-394479000.0,-266579000.0,-178122000.0,-203805000.0,-184936000.0,-148332000.0,-188358000.0,-271076000.0,-210294000.0,-169642000.0,-119592000.0,-111792000000.0,-132075000.0,767000.0,1093000.0,804000.0,-39454000.0,13175000.0,-46556000.0,-29836000.0,-42200000.0,-59700000.0,-33900000.0,-45900000.0,-36200000.0,-28500000.0,-14400000.0,-11900000.0,-12200000.0,-7400000.0,-5200000.0
,acquisitionsNet,0.0,-100704000.0,-6314000000.0,-459626000.0,-48427000.0,-826004000.0,-29802000.0,-704589000.0,-353000000.0,-259046000.0,-193281000.0,-1582669000.0,-4000000.0,-76000000.0,439120000.0,-10000000.0,0.0,0.0,7345000.0,0.0,-24448000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1086000000.0,-2750000000.0,-584597000.0,-1100000000.0,-1075000000.0,-625000000.0,-600000000.0,-1100000000.0,-1806186000.0,-695015000.0,-2600787000.0,-1307366000.0,-2381533000000.0,-2693775000.0,-1596442000.0,-1851962000.0,-1179203000.0,-907231000.0,-579154000.0,-849129000.0,-443875000.0,0.0,0.0,0.0,0.0,0.0,-1734400000.0,-672700000.0,-26600000.0,-35800000.0,-13600000.0,-14800000.0
