date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1298400000.0,2387900000.0,2195100000.0,1675200000.0,521700000.0,1604000000.0,1358800000.0,1171300000.0,1111600000.0,1042300000.0,457600000.0,111900000.0,1017900000.0,1227300000.0,1496000000.0,1133200000.0,906800000.0,526500000.0,372000000.0,173600000.0,441800000.0,583600000.0,416800000.0,344600000.0,201000000.0,252800000.0,204500000.0
,depreciationAndAmortization,1049000000.0,1077300000.0,1054100000.0,1107500000.0,993100000.0,907100000.0,917700000.0,810700000.0,700900000.0,673800000.0,623200000.0,638100000.0,649400000.0,526400000.0,434600000.0,370100000.0,315000000.0,267500000.0,218200000.0,179900000.0,155500000.0,146900000.0,123900000.0,112000000.0,81100000.0,72400000.0,63200000.0
,deferredIncomeTax,-500000.0,70800000.0,17500000.0,-173900000.0,30900000.0,-55200000.0,-98000000.0,97300000.0,151700000.0,224100000.0,46300000.0,159700000.0,131000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,-4600000.0,-24300000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,776000000.0,1195500000.0,950000000.0,880500000.0,-320100000.0,374300000.0,84700000.0,1711900000.0,1427700000.0,-273800000.0,183400000.0,-442000000.0,-115700000.0,612100000.0,-2909200000.0,3822500000.0,926300000.0,343900000.0,238900000.0,9500000.0,339200000.0,419400000.0,111600000.0,-585400000.0,766800000.0,181700000.0,72200000.0
,accountsReceivables,993000000.0,-592500000.0,-781300000.0,-407300000.0,455900000.0,-174700000.0,-437200000.0,-299400000.0,-117900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-48200000.0,24600000.0,-332700000.0,-149900000.0,64100000.0,64300000.0,-189500000.0,-39600000.0,-61500000.0,-187100000.0,96600000.0,53400000.0,-85200000.0,114400000.0,-168500000.0,-30100000.0,-142100000.0,23600000.0,-15900000.0,23800000.0,65900000.0,7500000.0,-88000000.0,-44900000.0,33900000.0,26000000.0,-68200000.0
,accountsPayables,-53600000.0,-27600000.0,528900000.0,333600000.0,-8600000.0,-162600000.0,252300000.0,240800000.0,-303600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-127800000.0,11853600000.0,10658100000.0,9708100000.0,8827600000.0,9147700000.0,8773400000.0,8688700000.0,6976800000.0,5549100000.0,5822900000.0,5639500000.0,6081500000.0,6197200000.0,5585100000.0,8494300000.0,4671800000.0,3745500000.0,3401600000.0,3162700000.0,3153200000.0,2814000000.0,2394600000.0,2283000000.0,2868400000.0,2101600000.0,1919900000.0
,otherNonCashItems,-164500000.0,26600000.0,35100000.0,43600000.0,30300000.0,46600000.0,40400000.0,36600000.0,34000000.0,28400000.0,11600000.0,37200000.0,101800000.0,41000000.0,33800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1800000.0,14900000.0
,netCashProvidedByOperatingActivites,2987200000.0,2860300000.0,2992300000.0,2715800000.0,2300800000.0,2556000000.0,2123600000.0,2375700000.0,1519000000.0,1592600000.0,1551400000.0,1373300000.0,1304900000.0,2055400000.0,1852700000.0,986800000.0,891000000.0,818700000.0,795400000.0,625700000.0,519600000.0,840200000.0,653800000.0,438400000.0,358300000.0,298300000.0,334500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1638400000.0,-1970800000.0,-1952300000.0,-1846600000.0,-1964900000.0,-1725200000.0,-1537300000.0,-1872800000.0,-1803400000.0,-1647300000.0,-883800000.0,-971000000.0,-1550000000.0,-1267400000.0,-954300000.0,-848500000.0,-633500000.0,-369300000.0,-340200000.0,-309300000.0,-220100000.0,-306400000.0,-298000000.0,-133000000.0,-588400000.0,-93700000.0,-80600000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-1239000000.0,0.0,0.0,0.0,-715000000.0,-843000000.0,-1087000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-842400000.0,-850600000.0,-615900000.0,-970300000.0,-1031900000.0,-1329800000.0,-1122500000.0,-990100000.0,-1048900000.0,-1614200000.0,-757500000.0,-288300000.0,-667300000.0,-1282900000.0,-1458200000.0,-1172400000.0,-876300000.0,-945600000.0,-659300000.0,-636800000.0,-268600000.0,-907400000.0,-1286300000.0,-2307900000.0,-2036500000.0,-2357100000.0,-1518000000.0
,salesMaturitiesOfInvestments,597800000.0,715500000.0,931500000.0,779500000.0,1304800000.0,1035500000.0,997900000.0,888900000.0,768300000.0,1142400000.0,523800000.0,245500000.0,1239400000.0,1345500000.0,1225400000.0,1135100000.0,710500000.0,1097900000.0,537100000.0,628600000.0,408500000.0,773300000.0,1265300000.0,2256500000.0,2183300000.0,2167000000.0,1523700000.0
,otherInvestingActivites,-594700000.0,-739600000.0,-947700000.0,-397900000.0,-306100000.0,-404200000.0,-265500000.0,-517100000.0,-834200000.0,-299900000.0,650400000.0,1324400000.0,486700000.0,-332100000.0,-801200000.0,-712900000.0,-510000000.0,-53200000.0,-159100000.0,373800000.0,-533500000.0,-935500000.0,-685300000.0,-221600000.0,-90600000.0,-472700000.0,-369300000.0
