date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY,2000-08-31_FY,1999-08-31_FY,1998-08-31_FY,1997-08-31_FY,1996-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,372938000.0,352790000.0,267085000.0,258259000.0,338815000.0,241051000.0,211543000.0,198637000.0,188809000.0,171046000.0,150211000.0,144950000.0,125017000.0,109567000.0,82916000.0,71765000.0,58017000.0,51438000.0,40848000.0,33401000.0,25279000.0,18600000.0,12800000.0,8900000.0,6500000.0
,depreciationAndAmortization,100799000.0,60463000.0,57285000.0,48294000.0,38052000.0,31349000.0,34435000.0,35779000.0,33779000.0,36847000.0,37343000.0,34337000.0,30654000.0,28560000.0,24256000.0,18318000.0,14658000.0,17541000.0,18276000.0,16524000.0,11865000.0,9800000.0,6600000.0,4700000.0,3000000.0
,deferredIncomeTax,10626000.0,-2278000.0,-1910000.0,4879000.0,4528000.0,-969000.0,-1028000.0,3175000.0,-3760000.0,-1806000.0,-5827000.0,-4318000.0,-4828000.0,-7189000.0,505000.0,3029000.0,-693000.0,1458000.0,-2070000.0,1249000.0,-2098000.0,-2900000.0,-1200000.0,-1200000.0,-900000.0
,stockBasedCompensation,36579000.0,32400000.0,31516000.0,34183000.0,29793000.0,26371000.0,22891000.0,39951000.0,21982000.0,25773000.0,14065000.0,13623000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,200748000.0,155107000.0,1545000.0,-2829000.0,46672000.0,41910000.0,-77297000.0,13832000.0,22202000.0,7878000.0,-44178000.0,58150000.0,-19785000.0,34003000.0,52216000.0,-21498000.0,-72012000.0,36808000.0,45611000.0,18626000.0,14828000.0,18000000.0,8000000.0,8100000.0,1900000.0
,accountsReceivables,-8608000.0,10205000.0,-8417000.0,-29503000.0,-3541000.0,-4300000.0,-13299000.0,859000.0,2083000.0,-15311000.0,3883000.0,12005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,12427000.0,-2290000.0,12077000.0,-2226000.0,5525000.0,8123000.0,-2903000.0,3355000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,565637000.0,364889000.0,209782000.0,208237000.0,211066000.0,164394000.0,122484000.0,199781000.0,185949000.0,163747000.0,155869000.0,200047000.0,141897000.0,161682000.0,127679000.0,75463000.0,96961000.0,168973000.0,132165000.0,86554000.0,67928000.0,53100000.0,35100000.0,27100000.0,19000000.0
,otherNonCashItems,-46000.0,0.0,1000.0,2000.0,0.0,0.0,0.0,0.0,188809000.0,171046000.0,-1000.0,0.0,4079000.0,9123000.0,8391000.0,6987000.0,1317000.0,2112000.0,1659000.0,1224000.0,0.0,0.0,0.0,-100000.0,0.0
,netCashProvidedByOperatingActivites,505840000.0,427136000.0,385668000.0,320527000.0,331140000.0,306442000.0,265023000.0,269809000.0,231965000.0,207136000.0,211080000.0,207770000.0,143124000.0,155908000.0,120822000.0,94346000.0,76370000.0,74711000.0,66695000.0,49607000.0,30562000.0,25600000.0,21300000.0,17000000.0,10400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-77642000.0,-59370000.0,-33520000.0,-36862000.0,-47740000.0,-25682000.0,-17743000.0,-18517000.0,-22520000.0,-29343000.0,-20768000.0,-24040000.0,-35780000.0,-39251000.0,-23689000.0,-21935000.0,-37838000.0,-8457000.0,-10021000.0,-30143000.0,-11303000.0,-16500000.0,-12000000.0,-5800000.0,-6400000.0
,acquisitionsNet,0.0,0.0,-15000000.0,-303000000.0,-110000000.0,-35000000.0,-47000000.0,-1000000.0,-21000000.0,0.0,-55000000.0,0.0,-76000000.0,0.0,-28000000.0,-92000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2736000.0,-11135000.0,-12470000.0,-30757000.0,-18137000.0,-24264000.0,-20415000.0,-15613000.0,-15000000.0,0.0,0.0,0.0,-52011000.0,-17955000.0,-62000.0,0.0,0.0,-32411000.0,-45291000.0,-17800000.0,0.0,-22900000.0,0.0,0.0,-200000.0
,salesMaturitiesOfInvestments,6746000.0,14405000.0,12459000.0,23399000.0,17241000.0,19827000.0,14323000.0,14423000.0,0.0,0.0,0.0,25260000.0,44392000.0,17213000.0,0.0,3033000.0,98716000.0,0.0,0.0,0.0,227000.0,0.0,1400000.0,0.0,300000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-73632000.0,-56100000.0,-48531000.0,-347306000.0,-158408000.0,-64877000.0,-70708000.0,-20412000.0,-58849000.0,-29343000.0,-75948000.0,1220000.0,-119268000.0,-39993000.0,-49121000.0,-111126000.0,60492000.0,-48570000.0,-55212000.0,-50204000.0,-20854000.0,-39400000.0,-10600000.0,-5800000.0,-6000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-24224000.0,-575000000.0,0.0,-365000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
