date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY,2002-11-30_FY,2001-11-30_FY,2000-11-30_FY,1999-11-30_FY,1998-11-30_FY,1997-11-30_FY,1996-11-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-50484000000.0,-40548000000.0,-34781000000.0,-35825000000.0,-30390000000.0,-27289000000.0,-33103000000.0,-38742000000.0,-43092000000.0,-39232000000.0,-28201000000.0,-40899000000.0,0.0,-56120000000.0,-33120000000.0,-20643000000.0,-16735000000.0,-11915000000.0,-13041000000.0,-6472000000.0,-11201000000.0,-9351000000.0,-6618000000.0,-7069000000.0,-3964000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5581000000.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-1890000000.0,-5954000000.0,-5566000000.0,-4292000000.0,-3933000000.0,-2773000000.0,-1458000000.0,-691000000.0,-227000000.0,-317000000.0,-317000000.0,-11000000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-575000000.0
,dividendsPaid,-2739000000.0,-2627000000.0,-2375000000.0,-2085000000.0,-1746000000.0,-1455000000.0,-904000000.0,-475000000.0,-469000000.0,-834000000.0,-1156000000.0,-1732000000.0,0.0,-1227000000.0,-1219000000.0,-1167000000.0,-1180000000.0,-1096000000.0,-994000000.0,-1000000000.0,-1040000000.0,-924000000.0,-575000000.0,-519000000.0,-416000000.0,-313000000.0
,otherFinancingActivites,2754000000.0,3548000000.0,-1516000000.0,-1520000000.0,1244000000.0,-2195000000.0,-2198000000.0,-16211000000.0,-8654000000.0,1073000000.0,-5991000000.0,1792000000.0,0.0,1009000000.0,-5928000000.0,22712000000.0,355000000.0,0.0,0.0,-8518000000.0,21640000000.0,12154000000.0,21327000000.0,-14007000000.0,3214000000.0,0.0
,netCashUsedProvidedByFinancingActivities,83784000000.0,-11966000000.0,24205000000.0,16261000000.0,7424000000.0,24365000000.0,23143000000.0,2633000000.0,-11897000000.0,-5148000000.0,4163000000.0,3024000000.0,12774000000.0,-18544000000.0,38523000000.0,54340000000.0,32076000000.0,30721000000.0,-3638000000.0,13325000000.0,32755000000.0,11563000000.0,31369000000.0,-9939000000.0,5985000000.0,22096000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,23483000000.0,-5025000000.0,6801000000.0,3035000000.0,-10702000000.0,7099000000.0,-12899000000.0,12979000000.0,-408000000.0,-303000000.0,15624000000.0,-46679000000.0,16000000.0,53056000000.0,4992000000.0,-8808000000.0,-3397000000.0,3119000000.0,480000000.0,2616000000.0,7777000000.0,6494000000.0,-4553000000.0,0.0,0.0,2608000000.0
,cashAtEndOfPeriod,105654000000.0,82171000000.0,87196000000.0,80395000000.0,43381000000.0,54083000000.0,46984000000.0,59883000000.0,46904000000.0,47312000000.0,47615000000.0,31991000000.0,11292000000.0,78654000000.0,25598000000.0,20606000000.0,29414000000.0,32811000000.0,29692000000.0,29212000000.0,26596000000.0,18819000000.0,12325000000.0,0.0,0.0,2608000000.0
,cashAtBeginningOfPeriod,82171000000.0,87196000000.0,80395000000.0,77360000000.0,54083000000.0,46984000000.0,59883000000.0,46904000000.0,47312000000.0,47615000000.0,31991000000.0,78670000000.0,11276000000.0,25598000000.0,20606000000.0,29414000000.0,32811000000.0,29692000000.0,29212000000.0,26596000000.0,18819000000.0,12325000000.0,16878000000.0,8255000000.0,5386000000.0,0.0
,operatingCashFlow,-25231000000.0,40773000000.0,7305000000.0,-4505000000.0,2447000000.0,3674000000.0,1131000000.0,35553000000.0,24548000000.0,6684000000.0,40307000000.0,-45951000000.0,-14165000000.0,73417000000.0,-22093000000.0,-60803000000.0,-31352000000.0,-24506000000.0,2355000000.0,-5054000000.0,-24091000000.0,-2384000000.0,-29271000000.0,15369000000.0,-588000000.0,-15351000000.0
,capitalExpenditure,-1444000000.0,-1826000000.0,-1865000000.0,-1629000000.0,-1276000000.0,-1373000000.0,-992000000.0,-1316000000.0,-1312000000.0,-1304000000.0,-1201000000.0,-2877000000.0,-107000000.0,-1400000000.0,-1469000000.0,0.0,-540000000.0,-569000000.0,-603000000.0,-1124000000.0,-1998000000.0,-836000000.0,-656000000.0,0.0,-301000000.0,-152000000.0
,freeCashFlow,-26675000000.0,38947000000.0,5440000000.0,-6134000000.0,1171000000.0,2301000000.0,139000000.0,34237000000.0,23236000000.0,5380000000.0,39106000000.0,-48828000000.0,-14272000000.0,72017000000.0,-23562000000.0,-60803000000.0,-31892000000.0,-25075000000.0,1752000000.0,-6178000000.0,-26089000000.0,-3220000000.0,-29927000000.0,15369000000.0,-889000000.0,-15503000000.0
