date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-11-01_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,361291000.0,253434000.0,-344690000.0,1261953000.0,72584000.0,11667000.0,-40637000.0,-40637000.0,-85431000.0,-144021000.0,-195521000.0,-333514000.0,-581154000.0,38894000.0,82788000.0,595000.0,-435699000.0,-789464000.0,-386517000.0,-1597499000.0,-1794062000.0,81387000.0,-3900000.0,53200000.0,112900000.0
,depreciationAndAmortization,132527000.0,122712000.0,110020000.0,122902000.0,141692000.0,135767000.0,112767000.0,112767000.0,127007000.0,133596000.0,156081000.0,169807000.0,53362000.0,56555000.0,27862000.0,44628000.0,113943000.0,133845000.0,146388000.0,711658000.0,2049622000.0,64620000.0,52200000.0,33800000.0,10200000.0
,deferredIncomeTax,64339000.0,19865000.0,463631000.0,-1126732000.0,0.0,0.0,0.0,0.0,0.0,0.0,183000.0,700000.0,-883000.0,1640000.0,0.0,0.0,0.0,0.0,0.0,186861000.0,-6631000.0,-117644000.0,0.0,-6200000.0,0.0
,stockBasedCompensation,67758000.0,59736000.0,52972000.0,48360000.0,51993000.0,55340000.0,42930000.0,42930000.0,37720000.0,32394000.0,37930000.0,35560000.0,34438000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,314596000.0,356263000.0,211031000.0,-152762000.0,-75846000.0,285122000.0,0.0,131307000.0,50027000.0,-148625000.0,-92278000.0,-135310000.0,101486000.0,-232920000.0,301784000.0,13125000.0,2765000.0,-122511000.0,-370635000.0,-522868000.0,1297032000.0,212175000.0,61400000.0,41100000.0,-63600000.0
,accountsReceivables,-17299000.0,65712000.0,-168357000.0,-66123000.0,-26074000.0,-37297000.0,-33164000.0,-33164000.0,-145421000.0,70366000.0,-75623000.0,-218196000.0,20097000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-25044000.0,-112941000.0,-27445000.0,-91567000.0,-53000000.0,46898000.0,-37889000.0,-37889000.0,-8943000.0,-53460000.0,14209000.0,-40957000.0,-10353000.0,3713000.0,-8713000.0,-65764000.0,9216000.0,962000.0,9216000.0,-27807000.0,-177482000.0,-76693000.0,-15200000.0,-39400000.0,-35500000.0
,accountsPayables,-117931000.0,0.0,0.0,0.0,0.0,0.0,-59837000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1850458000.0,1535862000.0,1179599000.0,968568000.0,1121330000.0,1197176000.0,912054000.0,912054000.0,780747000.0,730720000.0,879345000.0,971623000.0,1106933000.0,1005447000.0,1238367000.0,936583000.0,923458000.0,920693000.0,1043204000.0,1413839000.0,1936707000.0,639675000.0,427500000.0,366100000.0,325000000.0
,otherNonCashItems,11628000.0,-910000.0,21685000.0,22417000.0,25514000.0,27373000.0,0.0,25668000.0,9023000.0,7122000.0,-174512000.0,15028000.0,-559824000.0,61279000.0,57508000.0,31257000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,493654000.0,413140000.0,229261000.0,234882000.0,289520000.0,262112000.0,89816000.0,89816000.0,44678000.0,107089000.0,-90485000.0,-229010000.0,7421000.0,117619000.0,108742000.0,-79393000.0,-230270000.0,-245435000.0,-241158000.0,-25504000.0,156990000.0,59038000.0,17700000.0,35500000.0,80100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-82667000.0,-62579000.0,-67616000.0,-94600000.0,-107185000.0,-62109000.0,-48216000.0,-48216000.0,-43814000.0,-48098000.0,-52367000.0,-51207000.0,-24114000.0,-29998000.0,-32105000.0,-17760000.0,-29544000.0,-32999000.0,-29544000.0,-66330000.0,-238544000.0,-123947000.0,-46800000.0,-86400000.0,-66600000.0
,acquisitionsNet,-28300000.0,0.0,-83000000.0,0.0,-32000000.0,37000000.0,0.0,0.0,0.0,0.0,0.0,-693000000.0,0.0,-210000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-223196000.0,-159425000.0,-288591000.0,-301848000.0,-387697000.0,-223190000.0,-245196000.0,-255237000.0,-184864000.0,0.0,-49892000.0,-88112000.0,-1214218000.0,-571511000.0,-864193000.0,-1089461000.0,-1049993000.0,-696344000.0,-1064993000.0,-1521479000.0,-1714077000.0,-269149000.0,-274900000.0,-93900000.0,0.0
,salesMaturitiesOfInvestments,113921000.0,248748000.0,419494000.0,335075000.0,230612000.0,205000000.0,195000000.0,195000000.0,95479000.0,524000.0,6544000.0,633672000.0,1168256000.0,901433000.0,989705000.0,851084000.0,1414808000.0,897738000.0,1426756000.0,1547516000.0,420885000.0,289927000.0,171900000.0,77900000.0,0.0
,otherInvestingActivites,0.0,0.0,117000.0,-54000.0,11000.0,-40000.0,-7981000.0,2060000.0,2338000.0,35597000.0,27145000.0,0.0,-4116000.0,1340000.0,-13277000.0,4552000.0,-44668000.0,457000.0,0.0,-10000000.0,-13005000.0,0.0,100000.0,-2100000.0,0.0
,netCashUsedForInvestingActivites,-220242000.0,24077000.0,-19266000.0,-61427000.0,-296259000.0,-43127000.0,-106393000.0,-106393000.0,-130861000.0,-11977000.0,-68570000.0,-198894000.0,-74192000.0,91248000.0,80130000.0,-251585000.0,291663000.0,170709000.0,302551000.0,236606000.0,-1490640000.0,-103169000.0,-149700000.0,-104500000.0,-66600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
