date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY
,salesMaturitiesOfInvestments,886000000.0,3000000.0,65000000.0,305000000.0,186000000.0,243000000.0,47000000.0,71000000.0,92000000.0,715400000.0,270700000.0,0.0,132000000.0,366500000.0,0.0,0.0,0.0,0.0,0.0,0.0,56000000.0,0.0,0.0,57700000.0,218000000.0,124100000.0,187200000.0,294100000.0,120000000.0,52700000.0,2200000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154100000.0,0.0,0.0,0.0,0.0,47400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36200000.0,-16600000.0,1100000.0,0.0,-16300000.0,-27300000.0,0.0
,netCashUsedForInvestingActivites,493000000.0,338000000.0,-5608000000.0,-405000000.0,-4080000000.0,-849000000.0,-850000000.0,-2375000000.0,-377000000.0,-2028000000.0,137000000.0,-525200000.0,-726400000.0,-1611500000.0,-1186400000.0,-877400000.0,-2480400000.0,-392300000.0,-650900000.0,-633400000.0,-287300000.0,-409600000.0,-112200000.0,-17900000.0,-54200000.0,-82000000.0,61800000.0,-41500000.0,-5600000.0,-53900000.0,-4400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1399000000.0,-1102000000.0,-954000000.0,-310000000.0,-6000000.0,-1221000000.0,-2000000.0,-305000000.0,-251000000.0,-228600000.0,-1551900000.0,-304600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,72000000.0,227000000.0,121000000.0,42000000.0,63000000.0,40000000.0,39300000.0,227900000.0,552600000.0,240800000.0,110500000.0,216700000.0,197300000.0,140000000.0,252100000.0,87200000.0,62000000.0,50900000.0,41200000.0,28600000.0,18100000.0,5300000.0,2300000.0,500000.0,51600000.0,1200000.0
,commonStockRepurchased,-350000000.0,-600000000.0,-550000000.0,-600000000.0,-651000000.0,-1036000000.0,-673000000.0,-450000000.0,-450000000.0,-269800000.0,-230200000.0,0.0,-1181600000.0,-3662000000.0,-1499900000.0,-500300000.0,-1500000000.0,-1191700000.0,-308300000.0,-139400000.0,-334200000.0,-40100000.0,-3100000.0,-2000000.0,-1100000.0,-600000.0,-20700000.0,-700000.0,-200000.0,0.0,-1000000.0
,dividendsPaid,-569000000.0,-577000000.0,-581000000.0,-577000000.0,-512000000.0,-460000000.0,-415000000.0,-353000000.0,-300000000.0,-274200000.0,-253100000.0,-200400000.0,-173100000.0,-144400000.0,-101800000.0,-51700000.0,-52300000.0,-44800000.0,-45000000.0,-36600000.0,-28000000.0,-56700000.0,-11500000.0,-9100000.0,-7600000.0,-4900000.0,-4000000.0,-1600000.0,-1400000.0,-1000000.0,0.0
,otherFinancingActivites,120000000.0,-14000000.0,-144000000.0,59000000.0,4000000.0,45000000.0,39000000.0,-23000000.0,-4000000.0,-23900000.0,-16100000.0,-2900000.0,42100000.0,29900000.0,48600000.0,0.0,0.0,0.0,-4800000.0,0.0,0.0,-4800000.0,0.0,18600000.0,-100000.0,100000.0,0.0,2000000.0,-45200000.0,0.0,-700000.0
,netCashUsedProvidedByFinancingActivities,-2200000000.0,-2293000000.0,-2276000000.0,3746000000.0,-1139000000.0,60000000.0,-710000000.0,275000000.0,-454000000.0,-192600000.0,-727500000.0,-468200000.0,-803200000.0,-2638800000.0,-1032200000.0,-1657100000.0,-815700000.0,-712300000.0,114900000.0,108700000.0,-31700000.0,-141800000.0,31000000.0,-82500000.0,155200000.0,57200000.0,6800000.0,-2100000.0,45200000.0,127700000.0,-12000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-13000000.0,1000000.0,4000000.0,-2000000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,240000000.0,768000000.0,-5116000000.0,4523000000.0,-2260000000.0,1751000000.0,964000000.0,-373000000.0,345000000.0,-826000000.0,1533700000.0,556200000.0,-17500000.0,121500000.0,-79100000.0,315700000.0,-628000000.0,342000000.0,447900000.0,347000000.0,319200000.0,-208100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,2771000000.0,2531000000.0,1763000000.0,6879000000.0,2356000000.0,4616000000.0,2865000000.0,1901000000.0,2274000000.0,1929300000.0,2755300000.0,1847500000.0,1291300000.0,1308800000.0,1320900000.0,1411700000.0,1096000000.0,1724000000.0,1382000000.0,934100000.0,504600000.0,165200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,2531000000.0,1763000000.0,6879000000.0,2356000000.0,4616000000.0,2865000000.0,1901000000.0,2274000000.0,1929000000.0,2755300000.0,1221600000.0,1291300000.0,1308800000.0,1187300000.0,1400000000.0,1096000000.0,1724000000.0,1382000000.0,934100000.0,587100000.0,185400000.0,373300000.0,243100000.0,304300000.0,64600000.0,54900000.0,61200000.0,3700000.0,57900000.0,7500000.0,6200000.0
,operatingCashFlow,1960000000.0,2722000000.0,2768000000.0,1184000000.0,2971000000.0,2540000000.0,2524000000.0,1727000000.0,1176000000.0,1394600000.0,2134100000.0,1567300000.0,1512100000.0,1223100000.0,2140300000.0,2850200000.0,2624700000.0,1398000000.0,983900000.0,871700000.0,638200000.0,345700000.0,143100000.0,39200000.0,122200000.0,10500000.0,-74900000.0,106500000.0,-93800000.0,-23400000.0,17700000.0
,capitalExpenditure,-375000000.0,-328000000.0,-384000000.0,-387000000.0,-465000000.0,-300000000.0,-249000000.0,-195000000.0,-263000000.0,-291300000.0,-255800000.0,-533400000.0,-376100000.0,-357400000.0,-443200000.0,-571700000.0,-410200000.0,-423200000.0,-285400000.0,-341200000.0,-307800000.0,-467400000.0,-114700000.0,-75200000.0,-73100000.0,-43000000.0,-11300000.0,-5300000.0,-8900000.0,-10900000.0,-3800000.0
,freeCashFlow,1585000000.0,2394000000.0,2384000000.0,797000000.0,2506000000.0,2240000000.0,2275000000.0,1532000000.0,913000000.0,1103300000.0,1878300000.0,1033900000.0,1136000000.0,865700000.0,1697100000.0,2278500000.0,2214500000.0,974800000.0,698500000.0,530500000.0,330400000.0,-121700000.0,28400000.0,-36000000.0,49100000.0,-32500000.0,-86200000.0,101200000.0,-102700000.0,-34300000.0,13900000.0
