date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,744036000.0,1018956000.0,956965000.0,826047000.0,764262000.0,700731000.0
,costOfRevenue,250226000.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,308359000.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.414440967910155,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,279901000.0,292270000.0,294130000.0,281571000.0,303740000.0,257522000.0
,SellingAndMarketingExpenses,44552000.0,53398000.0,68333000.0,52058000.0,43921000.0,65664000.0
,otherExpenses,228016000.0,0.0,0.0,0.0,845000.0,0.0
,operatingExpenses,228016000.0,295000000.0,298000000.0,276000000.0,277000000.0,577000000.0
,costAndExpenses,478242000.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,72709000.0,69763000.0,84356000.0,82684000.0,64334000.0,65020000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,17498000.0,18630000.0,18838000.0,18837000.0,18905000.0,19112000.0
,EBITDA,91946000.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.108504170423273,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,74448000.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.100059674531877,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,80343000.0,142455000.0,-20564000.0,91729000.0,108021000.0,35874000.0
,incomeBeforeTaxRatio,0.107982678257504,0.13980485909107,-0.021488769181736,0.111045739528138,0.141340273361753,0.0511951091074892
,incomeTaxExpense,5895000.0,38557000.0,1489000.0,42576000.0,42577000.0,18105000.0
,netIncome,75733000.0,111488000.0,-22053000.0,49153000.0,65444000.0,17769000.0
,netIncomeRatio,0.101786741501755,0.109413949179356,-0.0230447299535511,0.0595038781086306,0.0856303204921872,0.0253578049208612
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.84013479953846,2.708898,-0.481348903197643,1.103039,9.817,2.66535
,EPSDiluted,1.84013479953846,2.26,-0.459772750964245,1.103039,9.817,2.66535
,weightedAverageShsOut,40886000.0,41156224.0,45815000.0,44561419.0,6666667.0,6666667.0
,weightedAverageShsOutDil,42091000.0,45974000.0,47965000.0,44561419.0,6666667.0,6666667.0
