Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,43254000.0,29913000.0,46005000.0,58530000.0,87173000.0,92657000.0,82455000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,10485000.0
Cash and short-term investments,43254000.0,29913000.0,46005000.0,58530000.0,87173000.0,92657000.0,92940000.0
Receivables,35920000.0,44629000.0,36858000.0,27222000.0,31427000.0,42926000.0,40932000.0
Inventories,9893000.0,3986000.0,5989000.0,11440000.0,11166000.0,3822000.0,2644000.0
Total current assets,97904000.0,90162000.0,97810000.0,114624000.0,140909000.0,146092000.0,141201000.0
Property, Plant & Equipment Net,4301000.0,4020000.0,1617000.0,28225000.0,1902000.0,561000.0,409000.0
Goodwill and Intangible Assets,17403000.0,14857000.0,13005000.0,3813000.0,3663000.0,7349000.0,3663000.0
Long-term investments,3151000.0,4946000.0,1047000.0,1802000.0,1023000.0,1127000.0,2000.0
Tax assets,15625000.0,2141000.0,1781000.0,1642000.0,1463000.0,840000.0,599000.0
Total non-current assets,48960000.0,35616000.0,24003000.0,41191000.0,12019000.0,12751000.0,9105000.0
Total assets,146864000.0,125778000.0,121813000.0,155815000.0,152928000.0,158843000.0,150306000.0
Payables,18742000.0,21296000.0,17415000.0,13080000.0,15423000.0,25843000.0,21241000.0
Short-term debt,923000.0,0.0,711000.0,0.0,0.0,0.0,0.0
Total current liabilities,50786000.0,54741000.0,41145000.0,37552000.0,32082000.0,40334000.0,32209000.0
Long-term debt,2516000.0,2513000.0,0.0,2000000.0,0.0,0.0,0.0
Total debt,3439000.0,2513000.0,711000.0,2000000.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,1055000.0,403000.0,1103000.0,1472000.0
Tax Liabilities,1463000.0,2204000.0,2426000.0,923000.0,543000.0,2075000.0,1244000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3416000.0,3909000.0,803000.0,3566000.0,1503000.0,2169000.0,0.0
Total liabilities,54202000.0,58650000.0,41948000.0,41118000.0,33585000.0,42503000.0,32209000.0
Other comprehensive income,2591000.0,3045000.0,1465000.0,154000.0,10000.0,745000.0,270000.0
Retained earnings (deficit),-53939000.0,-67469000.0,-51567000.0,-19647000.0,-7759000.0,21552000.0,28375000.0
Total shareholders equity,103671000.0,84013000.0,96534000.0,123377000.0,125021000.0,121132000.0,122490000.0
Investments,3151000.0,4946000.0,1047000.0,1802000.0,1023000.0,1127000.0,10487000.0
Net Debt,-39815000.0,-27400000.0,-45294000.0,-56530000.0,-87173000.0,-92657000.0,-92940000.0
Other Assets,8837000.0,11634000.0,8958000.0,17432000.0,11143000.0,6687000.0,4685000.0
Other Liabilities,31121000.0,33445000.0,23019000.0,24472000.0,16659000.0,14491000.0,10968000.0
