date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,455873000.0,337302000.0,295665000.0,405031000.0,419247000.0,414543000.0,353544000.0,254134000.0,266866000.0,263557000.0,195526000.0,229628000.0,247128000.0,226500000.0,193066000.0,196071000.0,172597000.0,175944000.0,116002000.0,123005000.0,162000000.0,203800000.0,218200000.0,189900000.0,248800000.0,226000000.0
,depreciationAndAmortization,323330000.0,173792000.0,117967000.0,102469000.0,89597000.0,89354000.0,83227000.0,76667000.0,75327000.0,79242000.0,78525000.0,75986000.0,82788000.0,89733000.0,91928000.0,90996000.0,86721000.0,84458000.0,123493000.0,69344000.0,56400000.0,49000000.0,50300000.0,47800000.0,40700000.0,36400000.0
,deferredIncomeTax,-59279000.0,19402000.0,58889000.0,14350000.0,13043000.0,23350000.0,-484000.0,56484000.0,25357000.0,-13301000.0,-17354000.0,7261000.0,-6343000.0,-12423000.0,-32882000.0,-6464000.0,-11565000.0,-6381000.0,-18113000.0,-30496000.0,-4200000.0,15900000.0,8200000.0,-2300000.0,6400000.0,-3800000.0
,stockBasedCompensation,34482000.0,29401000.0,26567000.0,24587000.0,23160000.0,22648000.0,23736000.0,19716000.0,20547000.0,22001000.0,19652000.0,17246000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-38489000.0,-127731000.0,-633000.0,46152000.0,-42950000.0,-27737000.0,-34835000.0,25885000.0,-199306000.0,-32682000.0,17612000.0,-107348000.0,-19831000.0,-36258000.0,-72844000.0,35018000.0,21843000.0,-10677000.0,-39877000.0,107257000.0,-18500000.0,-52300000.0,-41900000.0,23000000.0,-51700000.0,-19000000.0
,accountsReceivables,0.0,-49958000.0,-68851000.0,-21544000.0,-91712000.0,-2635000.0,-53156000.0,-33056000.0,-35697000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-62129000.0,-117641000.0,-18911000.0,15452000.0,-37628000.0,-40042000.0,4822000.0,4571000.0,-25199000.0,-86250000.0,47090000.0,-19736000.0,-12406000.0,9492000.0,-117000.0,363000.0,7690000.0,17259000.0,-1207000.0,64591000.0,-34000000.0,-31400000.0,-20500000.0,30200000.0,-43500000.0,-46000000.0
,accountsPayables,55464000.0,55136000.0,29114000.0,-7642000.0,89273000.0,7753000.0,10074000.0,-740000.0,12252000.0,116817000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-89007000.0,-21508000.0,15278000.0,9691000.0,-32007000.0,26519000.0,36491000.0,24663000.0,-37096000.0,-51106000.0,-58774000.0,-17148000.0,3251000.0,-56684000.0,0.0,0.0,10449000.0,-15765000.0,-27519000.0,0.0,10200000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-23714000.0,235000.0,-56000000.0,-46347000.0,-67897000.0,0.0,215000.0,-105503000.0,266866000.0,0.0,0.0,-2160000.0,24111000.0,18185000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,4300000.0,-100000.0,100000.0,-100000.0
,netCashProvidedByOperatingActivites,698965000.0,437575000.0,390756000.0,535406000.0,433578000.0,518390000.0,407562000.0,323796000.0,189190000.0,315136000.0,291637000.0,220613000.0,314062000.0,262901000.0,177160000.0,295847000.0,269596000.0,243344000.0,181505000.0,269110000.0,195800000.0,216400000.0,239100000.0,308000000.0,244300000.0,239500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-242048000.0,-173420000.0,-128973000.0,-126412000.0,-101030000.0,-143182000.0,-134157000.0,-126140000.0,-127457000.0,-106301000.0,-66819000.0,-85395000.0,-65614000.0,-58282000.0,-93433000.0,-70607000.0,-65955000.0,-81815000.0,-52016000.0,-60696000.0,-101900000.0,-89700000.0,-58200000.0,-79400000.0,-94500000.0,-101100000.0
,acquisitionsNet,-49000000.0,-4857000000.0,-192000000.0,-237000000.0,-493000000.0,-103000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3858000.0,-15853000.0,-7198000.0,-13170000.0,-240000.0,0.0,0.0,-161000.0,-176000.0,-19786000.0,-1111000.0,-1000000.0,0.0,-9900000.0,-57300000.0,-130800000.0,-111800000.0
,salesMaturitiesOfInvestments,25900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719000.0,0.0,0.0,10471000.0,0.0,35000.0,132000.0,33000.0,257000.0,8250000.0,1566000.0,1100000.0,41800000.0,23100000.0,44600000.0,160100000.0,165400000.0
,otherInvestingActivites,39347000.0,10013000.0,19937000.0,7148000.0,5170000.0,21045000.0,28105000.0,9919000.0,-1231000.0,1657000.0,1784000.0,2848000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11301000.0,0.0,-100000.0,0.0,0.0,100000.0,0.0
,netCashUsedForInvestingActivites,-225866000.0,-5013235000.0,-299930000.0,-355463000.0,-577156000.0,-221333000.0,-105406000.0,-114261000.0,-131163000.0,-106783000.0,-80888000.0,-89745000.0,-51354000.0,-31287000.0,-90611000.0,-31478000.0,25192000.0,-28891000.0,-48652000.0,-1002235000.0,-101800000.0,-48000000.0,-45000000.0,-92100000.0,-65100000.0,-47500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
