date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,debtRepayment,-156282000.0,-377552000.0,-254499000.0,-259344000.0,0.0,0.0,-383225000.0,0.0,-123708000.0,0.0,-238394000.0,-139364000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14656000.0,26224000.0,7010000.0,7353000.0,50116000.0,110867000.0,23015000.0,76452000.0,26278000.0,29579000.0,6842000.0,1387000.0,4300000.0,4600000.0,15400000.0,9600000.0,8600000.0,5600000.0
,commonStockRepurchased,0.0,-15475000.0,-58069000.0,-127443000.0,-122193000.0,-88203000.0,-51363000.0,0.0,0.0,0.0,-1967000.0,-29995000.0,-577001000.0,-270998000.0,-98319000.0,-66469000.0,-55447000.0,-72273000.0,-71234000.0,-200953000.0,-46300000.0,-134400000.0,-71000000.0,-59800000.0,-41400000.0,-32400000.0
,dividendsPaid,-313510000.0,-230218000.0,-206118000.0,-184897000.0,-158870000.0,-133239000.0,-87347000.0,-130943000.0,-90250000.0,-81181000.0,-78841000.0,-74865000.0,-76600000.0,-67381000.0,-67779000.0,-63214000.0,-58174000.0,-56826000.0,-57618000.0,-155502000.0,-161200000.0,-159600000.0,-157700000.0,-150900000.0,-138000000.0,-120500000.0
,otherFinancingActivites,-35265000.0,2237206000.0,-22451000.0,-4382000.0,12055000.0,5307000.0,3312000.0,8380000.0,5933000.0,1403000.0,0.0,133000.0,6568000.0,4653000.0,0.0,0.0,0.0,0.0,-605123000.0,746152000.0,0.0,-100000.0,0.0,100000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-505057000.0,4870703000.0,-42558000.0,-19694000.0,-131296000.0,-202330000.0,-217038000.0,25404000.0,-100707000.0,-156744000.0,-312192000.0,-94669000.0,-227996000.0,-395873000.0,157358000.0,-245370000.0,-300253000.0,-250052000.0,-209381000.0,808092000.0,-139300000.0,-274300000.0,-223000000.0,-196100000.0,-171200000.0,-158700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,7381000.0,-14567000.0,-4214000.0,-18245000.0,-21711000.0,-21659000.0,-4035000.0,1204000.0,-373000.0,-412000.0,3111000.0,-9203000.0,2251000.0,6222000.0,-3958000.0,1516000.0,2688000.0,1936000.0,-3820000.0,-8233000.0,-7500000.0,3800000.0,-15600000.0,-9900000.0,12800000.0,10100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-24577000.0,280476000.0,44054000.0,142004000.0,-296585000.0,73068000.0,81083000.0,236143000.0,-43053000.0,51197000.0,-98332000.0,26996000.0,36963000.0,-158037000.0,239949000.0,20515000.0,-2777000.0,-33663000.0,-80348000.0,66734000.0,-52900000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,623945000.0,648522000.0,368046000.0,323992000.0,181988000.0,478573000.0,405505000.0,324422000.0,88279000.0,131332000.0,80135000.0,178467000.0,151471000.0,114508000.0,272545000.0,32596000.0,12081000.0,14858000.0,48521000.0,128869000.0,62100000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,648522000.0,368046000.0,323992000.0,181988000.0,478573000.0,405505000.0,324422000.0,88279000.0,131332000.0,80135000.0,178467000.0,151471000.0,114508000.0,272545000.0,32596000.0,12081000.0,14858000.0,48521000.0,128869000.0,62135000.0,115000000.0,217000000.0,261400000.0,251400000.0,230600000.0,187200000.0
,operatingCashFlow,698965000.0,437575000.0,390756000.0,535406000.0,433578000.0,518390000.0,407562000.0,323796000.0,189190000.0,315136000.0,291637000.0,220613000.0,314062000.0,262901000.0,177160000.0,295847000.0,269596000.0,243344000.0,181505000.0,269110000.0,195800000.0,216400000.0,239100000.0,308000000.0,244300000.0,239500000.0
,capitalExpenditure,-242048000.0,-173420000.0,-128973000.0,-126412000.0,-101030000.0,-143182000.0,-134157000.0,-126140000.0,-127457000.0,-106301000.0,-66819000.0,-85395000.0,-65614000.0,-58282000.0,-93433000.0,-70607000.0,-65955000.0,-81815000.0,-52016000.0,-60696000.0,-101900000.0,-89700000.0,-58200000.0,-79400000.0,-94500000.0,-101100000.0
,freeCashFlow,456917000.0,264155000.0,261783000.0,408994000.0,332548000.0,375208000.0,273405000.0,197656000.0,61733000.0,208835000.0,224818000.0,135218000.0,248448000.0,204619000.0,83727000.0,225240000.0,203641000.0,161529000.0,129489000.0,208414000.0,93900000.0,126700000.0,180900000.0,228600000.0,149800000.0,138400000.0
