Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,114256000.0,5662000.0,4314000.0,10414000.0,4646000.0,16047000.0,10498000.0,11084000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,114256000.0,5662000.0,4314000.0,10414000.0,4646000.0,16047000.0,10498000.0,11084000.0
Receivables,101029000.0,139448000.0,52834000.0,41477000.0,82117000.0,31581000.0,8199000.0,4026000.0
Inventories,57089000.0,44272000.0,24338000.0,27971000.0,23684000.0,16265000.0,3541000.0,2374000.0
Total current assets,285613000.0,192214000.0,84200000.0,84366000.0,115219000.0,66015000.0,28246000.0,17778000.0
Property Plant & Equipment Net,1031188000.0,899158000.0,416950000.0,276455000.0,241325000.0,113342000.0,72844000.0,52708000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,47043000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1148225000.0,930926000.0,445110000.0,335263000.0,320901000.0,236129000.0,73939000.0,54451000.0
Total assets,1433838000.0,1123140000.0,529310000.0,419629000.0,436120000.0,302144000.0,102185000.0,72229000.0
Payables,71039000.0,46794000.0,18223000.0,11059000.0,24878000.0,8306000.0,1977000.0,4954000.0
Short-term debt,2194000.0,2957000.0,2962000.0,3258000.0,2000000.0,2571000.0,62500000.0,0.0
Total current liabilities,154510000.0,96480000.0,30162000.0,21982000.0,52585000.0,15252000.0,5447000.0,14998000.0
Long-term debt,443283000.0,194462000.0,193458000.0,251137000.0,198364000.0,138250000.0,0.0,46112000.0
Total debt,445477000.0,197419000.0,196420000.0,254395000.0,200364000.0,140821000.0,62500000.0,46112000.0
Deferred revenue,19940000.0,4399000.0,0.0,0.0,0.0,0.0,1715000.0,9178000.0
Tax Liabilities,10917000.0,5139000.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,461404000.0,220846000.0,198458000.0,251137000.0,198364000.0,138250000.0,0.0,46944000.0
Total liabilities,626591000.0,327505000.0,238953000.0,282809000.0,260158000.0,155175000.0,7002000.0,61942000.0
Other comprehensive income,815707000,795635000,290357000,136820000,175962000,143219000,95183000,0.0
Retained earnings (deficit),-4230000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total shareholders equity,807247000.0,795635000.0,290357000.0,136820000.0,175962000.0,146969000.0,95183000.0,10287000.0
Investments,0.0,0.0,0.0,0.0,0.0,47043000.0,0.0,0.0
Net Debt,331221000.0,191757000.0,192106000.0,243981000.0,195718000.0,124774000.0,52002000.0,35028000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294000.0
Other Liabilities,10677000.0,10179000.0,10333000.0,9690000.0,9209000.0,1673000.0,1555000.0,10044000.0
