Date,2018-09-30,2018-09,2017-09-30,2017-09,2016-09-30,2016-09,2015-09-30,2015-09,2014-09-30,2014-09,2013-09-30,2012-09-30,2011-09-30,2010-09-30
Cash and cash equivalents,0.0,58000000.0,8524000.0,9000000.0,5573000.0,6000000.0,6733000.0,7000000.0,1060000.0,9000000.0,0.0,1000.0,1353000.0,0.0
Short-term investments,0.0,,15327000.0,,18510000.0,,22933000.0,,3884000.0,,4278000.0,9206000.0,245959000.0,0.0
Cash and short-term investments,0.0,,23851000.0,,24083000.0,,29666000.0,,4944000.0,,4278000.0,9207000.0,1353000.0,0.0
Receivables,0.0,527000000.0,398149000.0,553000000.0,329989000.0,491000000.0,276358000.0,358000000.0,121419000.0,299000000.0,91405000.0,99514000.0,81778000.0,0.0
Inventories,0.0,209000000.0,20172000.0,264000000.0,18414000.0,226000000.0,21402000.0,233000000.0,23600000.0,357000000.0,24857000.0,23797000.0,27061000.0,0.0
Total current assets,0.0,6266000000.0,985889000.0,5640000000.0,843474000.0,5215000000.0,781383000.0,4513000000.0,369616000.0,4021000000.0,322478000.0,367004000.0,358616000.0,0.0
Property Plant & Equipment Net,0.0,4885000000.0,4630051000.0,4630000000.0,4127237000.0,4127000000.0,3672728000.0,3673000000.0,3022064000.0,3314000000.0,2724882000.0,2574396000.0,2448574000.0,0.0
Goodwill and Intangible Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Long-term investments,0.0,770000000.0,394201000.0,394000000.0,303491000.0,303000000.0,136884000.0,137000000.0,9455000.0,101000000.0,16051000.0,50973000.0,0.0,0.0
Tax assets,0.0,,31549000.0,,33397000.0,,32842000.0,,22916000.0,,27000000.0,14416000.0,15748000.0,0.0
Total non-current assets,0.0,3865000000.0,5640120000.0,3606000000.0,5215231000.0,3628000000.0,4512818000.0,3040000000.0,3595462000.0,2561000000.0,3151911000.0,3136261000.0,3020432000.0,0.0
Total assets,0.0,7248000000.0,6626009000.0,6626000000.0,6058705000.0,6059000000.0,5294201000.0,5294000000.0,3965078000.0,4856000000.0,3474389000.0,3503265000.0,3379048000.0,0.0
Payables,0.0,420000000.0,423824000.0,362000000.0,405351000.0,353000000.0,325146000.0,277000000.0,176467000.0,279000000.0,132814000.0,142193000.0,131055000.0,0.0
Short-term debt,0.0,770000000.0,250000000.0,810000000.0,0.0,331000000.0,25000000.0,357000000.0,20000000.0,474000000.0,67000000.0,18000.0,77104000.0,0.0
Total current liabilities,0.0,1558000000.0,1488988000.0,1489000000.0,1026926000.0,1027000000.0,982914000.0,983000000.0,538200000.0,1020000000.0,538029000.0,452554000.0,378824000.0,0.0
Long-term debt,0.0,1880000000.0,1430861000.0,1431000000.0,1444300000.0,1444000000.0,944201000.0,944000000.0,679300000.0,679000000.0,524100000.0,589200000.0,587213000.0,0.0
Total debt,0.0,1880000000.0,1680861000.0,1431000000.0,1444300000.0,1444000000.0,969201000.0,944000000.0,699300000.0,679000000.0,591100000.0,589218000.0,664317000.0,0.0
Deferred revenue,0.0,84000000.0,0.0,66000000.0,0.0,86000000.0,0.0,89000000.0,0.0,68000000.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,336000000.0,17657000.0,868000000.0,15672000.0,727000000.0,13867000.0,706000000.0,24610000.0,661000000.0,25380000.0,19108000.0,22829000.0,0.0
Deposit Liabilities,0.0,,65841000.0,,86384000.0,,88897000.0,,68318000.0,,67154000.0,89320000.0,78139000.0,0.0
Total non-current liabilities,0.0,3865000000.0,2406720000.0,3606000000.0,2289350000.0,3628000000.0,1758130000.0,3040000000.0,1357824000.0,2561000000.0,1187963000.0,1244115000.0,1167968000.0,0.0
Total liabilities,0.0,5423000000.0,5123319000.0,5095000000.0,4683144000.0,4655000000.0,4050954000.0,4023000000.0,2914912000.0,3582000000.0,2449806000.0,2477522000.0,2388913000.0,0.0
Other comprehensive income,0.0,-8000000.0,10149000,-6000000.0,0.0,-39000000.0,14934000,-14000000.0,480620000,-8000000.0,477968000,475634000,473099000,0.0
Retained earnings (deficit),0.0,864000000.0,915822000.0,916000000.0,1113446000.0,827000000.0,757093000.0,757000000.0,529480000.0,717000000.0,511183000.0,515831000.0,481219000.0,0.0
Total shareholders equity,0.0,1825000000.0,1502690000.0,1531000000.0,1375561000.0,1404000000.0,1243247000.0,1271000000.0,1050166000.0,1275000000.0,1024583000.0,1025743000.0,990135000.0,0.0
Investments,0.0,770000000.0,409528000.0,394000000.0,322001000.0,303000000.0,159817000.0,137000000.0,13339000.0,101000000.0,20329000.0,60179000.0,245959000.0,0.0
Net Debt,0.0,2592000000,1672337000.0,2232000000,1438727000.0,1769000000,962468000.0,1294000000,698240000.0,1144000000,591100000.0,589217000.0,662964000.0,0.0
Other Assets,0.0,155000000,0.0,92000000,0.0,147000000,0.0,184000000,0.0,124000000,0.0,0.0,0.0,0.0
Other Liabilities,0.0,826000000,1227611000.0,881000000,1366868000.0,1004000000,1309910000.0,989000000,1018888000.0,836000000,723814000.0,780853000.0,842121000.0,0.0
