Date,2005-12,2004-12,2003-12,2002-12,2001-12
Depreciation & Amortization,6000000.0,5000000.0,7000000.0,11000000.0,14000000.0
Stock-based compensation,,,,,
Operating Cash Flow,119000000.0,29000000.0,-14000000.0,-21000000.0,29000000.0
Capital Expenditure,-9000000.0,-4000000.0,-1000000.0,-2000000.0,-2000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,1000000,7000000,4000000,13000000,4000000
Investing Cash flow,-7000000.0,4000000.0,5000000.0,11000000.0,4000000.0
Issuance (repayment) of debt,-0000000.0,-0000000.0,-34000000.0,-36000000.0,-1000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,2000000.0,-4000000.0,-18000000.0,-36000000.0,-3000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,114000000.0,28000000.0,-27000000.0,-45000000.0,30000000.0
Free Cash Flow,111000000.0,25000000.0,-15000000.0,-23000000.0,27000000.0
Net Cash/Marketcap,,,,,
