Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,529885057.4713,531812725.09,350526315.7895,239956568.9468,257869249.3947
Stock-based compensation,19540229.8851,16806722.6891,44210526.3158,42345276.873,26634382.5666
Operating Cash Flow,2075862068.9655,1948379351.7407,1309473684.2105,1001085776.3301,986682808.7167
Capital Expenditure,-685057471.2644,-585834333.7335,-510526315.7895,-326818675.3529,-242130750.6053
Acquisitions and disposals,0.0,0.0,115789473.6842,0.0,0.0
Investment purchases and sales,0.0,0.0,-8421052.6316,31487513.5722,20581113.8015
Investing Cash flow,-685057471.2644,-585834333.7335,-403157894.7368,-295331161.7807,-250605326.8765
Issuance (repayment) of debt,-203448275.8621,-696278511.4046,2817894736.8421,120521172.6384,331719128.3293
Issuance (buybacks) of shares,-548275862.069,15606242.497,18947368.4211,-559174809.9891,-800242130.7506
Dividend payments,-589655172.4138,-587034813.9256,-214736842.1053,-251900108.5776,-223970944.3099
Financing Cash Flow,-1447126436.7816,-1382953181.2725,-658947368.4211,-743756786.1021,-819612590.799
Effect of forex changes on cash,-2298850.5747,-10804321.7287,-5263157.8947,7600434.3105,3631961.2591
Net cash flow / Change in cash,-56321839.0805,-20408163.2653,247368421.0526,-38002171.5527,-83535108.9588
Free Cash Flow,1390804597.7011,1362545018.0072,798947368.4211,674267100.9772,744552058.1114
Net Cash/Marketcap,,,,,
