Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,6382000.0,7476000.0,9067000.0,10549000.0,5978000.0,2746000.0,2987000.0,6283000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205000.0
Cash and short-term investments,6382000.0,7476000.0,9067000.0,10549000.0,5978000.0,2746000.0,2987000.0,7488000.0
Receivables,3084000.0,2381000.0,2414000.0,1966000.0,1712000.0,1198000.0,1009000.0,739000.0
Inventories,110095000.0,85259000.0,74295000.0,70446000.0,69202000.0,72067000.0,52941000.0,47053000.0
Total current assets,167340000.0,165166000.0,169072000.0,157754000.0,167570000.0,149938000.0,104261000.0,62814000.0
Property, Plant & Equipment Net,158356000.0,151405000.0,141037000.0,135115000.0,139294000.0,123289000.0,82080000.0,62065000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,3881000.0,0.0,0.0,0.0,0.0,0.0
Tax assets,10773000.0,17380000.0,23061000.0,21581000.0,31526000.0,37308000.0,32758000.0,0.0
Total non-current assets,100767000.0,64817000.0,66186000.0,90050000.0,126343000.0,123161000.0,184958000.0,22520000.0
Total assets,297630000.0,270725000.0,265273000.0,245007000.0,252190000.0,241642000.0,176074000.0,119005000.0
Payables,25853000.0,30771000.0,20321000.0,14584000.0,13759000.0,22867000.0,14968000.0,12038000.0
Short-term debt,0.0,8833000.0,6286000.0,4744000.0,3595000.0,3590000.0,3860000.0,753000.0
Total current liabilities,50516000.0,62034000.0,60188000.0,39756000.0,32152000.0,39985000.0,35879000.0,21338000.0
Long-term debt,53436000.0,18758000.0,22823000.0,51975000.0,89415000.0,92807000.0,70730000.0,4099000.0
Total debt,53436000.0,27591000.0,29109000.0,56719000.0,93010000.0,96397000.0,74590000.0,4852000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,179000.0,17000.0,120000.0,1101000.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,100767000.0,64817000.0,66186000.0,90050000.0,126343000.0,123161000.0,184958000.0,22520000.0
Total liabilities,151283000.0,126851000.0,126374000.0,129806000.0,158495000.0,163146000.0,220837000.0,43858000.0
Other comprehensive income,-56000.0,-1000.0,-46000.0,-11000.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-25857000.0,-36239000.0,-47058000.0,-64985000.0,-80681000.0,-91228000.0,-54201000.0,67230000.0
Total shareholders equity,146347000.0,143874000.0,138899000.0,115201000.0,93695000.0,78496000.0,-44763000.0,75147000.0
Investments,0.0,0.0,3881000.0,0.0,0.0,0.0,0.0,1205000.0
Net Debt,47054000.0,20115000.0,20042000.0,46170000.0,87032000.0,93651000.0,71603000.0,-2636000.0
Other Assets,10729000.0,10443000.0,10425000.0,4292000.0,7728000.0,15693000.0,14876000.0,911000.0
Other Liabilities,24663000.0,22430000.0,33581000.0,20428000.0,14798000.0,13528000.0,17051000.0,8547000.0
