Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,2252287.0,3027033.0,2886189.0,109586.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,2252287.0,3027033.0,2886189.0,109586.0
Receivables,52223.0,48648.0,70228.0,0.0
Inventories,0.0,2667.0,0.0,0.0
Total current assets,3625432.0,3234977.0,3706213.0,109586.0
Property Plant & Equipment Net,8129440.0,7671786.0,295.0,0.0
Goodwill and Intangible Assets,1255689.0,1583260.0,0.0,0.0
Long-term investments,385162.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,9770291.0,9434056.0,295.0,0.0
Total assets,13395723.0,12669033.0,3706508.0,109586.0
Payables,0.0,450029.0,97150.0,122958.0
Short-term debt,0.0,1500000.0,0.0,0.0
Total current liabilities,1141720.0,5360184.0,160317.0,122958.0
Long-term debt,1000000.0,0.0,0.0,0.0
Total debt,1000000.0,1500000.0,0.0,0.0
Deferred revenue,0.0,12769.0,0.0,0.0
Tax Liabilities,0.0,2997.0,32246.0,0.0
Deposit Liabilities,66700.0,3092288.0,0.0,0.0
Total non-current liabilities,1000000.0,0.0,0.0,0.0
Total liabilities,2141720.0,5360184.0,160317.0,122958.0
Other comprehensive income,-236860.0,-91994.0,-94568.0,0.0
Retained earnings (deficit),-11291776.0,-3517654.0,-53369.0,-102372.0
Total shareholders equity,12116203.0,7894243.0,3546191.0,-13372.0
Investments,385162.0,0.0,0.0,0.0
Net Debt,-1252287.0,-1527033.0,-2886189.0,-109586.0
Other Assets,1320922.0,156629.0,749796.0,0.0
Other Liabilities,1141720.0,3410155.0,63167.0,0.0
