date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,salesMaturitiesOfInvestments,59736000000.0,59564000000.0,73647000000.0,69570000000.0,68675000000.0,68660000000.0,81516000000.0,97633000000.0,81826000000.0,87945000000.0,113812000000.0,245101000000.0,168893000000.0,139666000000.0,217839000000.0,161932000000.0,158125000000.0,150346000000.0,143196000000.0,50162000000.0,50930000000.0,25995000000.0,26361615000.0,23140380000.0,17318699000.0,20191187000.0,13118100000.0,12890000000.0,7213200000.0,5652700000.0,5081900000.0
,otherInvestingActivites,1503000000.0,200000000.0,-2264000000.0,-635000000.0,-52000000.0,-2470000000.0,50000000.0,169000000.0,27401000000.0,-27447000000.0,62000000.0,-14967000000.0,-55000000.0,-18709000000.0,-10011000000.0,-23000000.0,-1178000000.0,-2441000000.0,-836000000.0,2474000000.0,2334000000.0,3321000000.0,2569801000.0,3341842000.0,2295562000.0,1247049000.0,-344600000.0,-30900000.0,-2851600000.0,-2812800000.0,-2707800000.0
,netCashUsedForInvestingActivites,-5475000000.0,-223000000.0,14671000000.0,4744000000.0,8462000000.0,14284000000.0,7099000000.0,18282000000.0,31854000000.0,-10943000000.0,8340000000.0,47484000000.0,-68007000000.0,-67040000000.0,-57321000000.0,-80488000000.0,-61119000000.0,-46598000000.0,-30646000000.0,-16577000000.0,-20758000000.0,-14368000000.0,-4855533000.0,-14455657000.0,-11218986000.0,-9139291000.0,-7999000000.0,-6136400000.0,-7601700000.0,-8327900000.0,-5256600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3202000000.0,-3672000000.0,-3698000000.0,-4082000000.0,-9805000000.0,-16160000000.0,-14197000000.0,-7276000000.0,-32432000000.0,-45009000000.0,-64268000000.0,-211326000000.0,-79738000000.0,-69927000000.0,-53229000000.0,-30421000000.0,-24590000000.0,-23080000000.0,-26366000000.0,-15202000000.0,-15403000000.0,-10326000000.0,-11037825000.0,-6058967000.0,-7966188000.0,-7278569000.0,-822100000.0,-1644400000.0,-536600000.0,-82400000.0,-18200000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5055000000.0,2199000000.0,5344000000.0,7355000000.0,206000000.0,163000000.0,82000000.0,158000000.0,74000000.0,168000000.0,239000000.0,144000000.0,220000000.0,40000000.0,36568000.0,23013000.0,20519000.0,14721000.0,13300000.0,13300000.0,11700000.0,6700000.0,7900000.0
,commonStockRepurchased,0.0,-1739000000.0,-6275000000.0,-11460000000.0,-10691000000.0,-4902000000.0,-597000000.0,-21636000000.0,-70000000.0,0.0,0.0,-1000000000.0,-6016000000.0,-20000000.0,-276000000.0,-1283000000.0,-578000000.0,-784000000.0,-2290000000.0,-947000000.0,-275000000.0,-81000000.0,-507707000.0,-493872000.0,-17646000.0,-178676000.0,-13100000.0,-82100000.0,-12700000.0,-14300000.0,-600000.0
,dividendsPaid,-1136000000.0,-1138000000.0,-1172000000.0,-1372000000.0,-1028000000.0,-712000000.0,-294000000.0,0.0,0.0,0.0,0.0,-1628000000.0,-1881000000.0,-1638000000.0,-1421000000.0,-730000000.0,-584000000.0,-467000000.0,-743000000.0,-335000000.0,-303000000.0,-225000000.0,-199631000.0,-174115000.0,-153572000.0,-136116000.0,-123900000.0,-116700000.0,-107000000.0,-95700000.0,-82900000.0
,otherFinancingActivites,6351000000.0,2609000000.0,2092000000.0,4127000000.0,3228000000.0,-4701000000.0,-1905000000.0,3636000000.0,-15072000000.0,4094000000.0,-7313000000.0,-100532000000.0,18037000000.0,57064000000.0,20951000000.0,31515000000.0,20445000000.0,22780000000.0,14120000000.0,4761000000.0,9068000000.0,2258000000.0,1023000000.0,241288000.0,3099661000.0,2047587000.0,1204000000.0,1389700000.0,3153800000.0,3445800000.0,1492400000.0
,netCashUsedProvidedByFinancingActivities,6379000000.0,794000000.0,-5697000000.0,-6833000000.0,-11429000000.0,-19788000000.0,-11758000000.0,-20564000000.0,-36926000000.0,-9261000000.0,-28997000000.0,-41919000000.0,33480000000.0,59790000000.0,32999000000.0,45313000000.0,24167000000.0,28377000000.0,23112000000.0,10765000000.0,10266000000.0,7548000000.0,1848722000.0,4851119000.0,4022739000.0,3669252000.0,1552400000.0,2158900000.0,3220900000.0,3781200000.0,1921700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,16000000.0,-11000000.0,-28000000.0,52000000.0,-39000000.0,-74000000.0,-92000000.0,16000000.0,29000000.0,39000000.0,533000000.0,38000000.0,50000000.0,114000000.0,-928000000.0,681000000.0,554000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212500000.0,-57100000.0,84800000.0,-99300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-71000000.0,621000000.0,494000000.0,239000000.0,-129000000.0,-483000000.0,1090000000.0,-323000000.0,29000000.0,39000000.0,393000000.0,6358000000.0,694000000.0,-307000000.0,-112000000.0,1087000000.0,-243000000.0,467000000.0,176000000.0,124000000.0,-171000000.0,216000000.0,28177000.0,-29631000.0,12134000.0,-81244000.0,0.0,-212500000.0,-57000000.0,84700000.0,-99200000.0
,cashAtEndOfPeriod,3287000000.0,3358000000.0,2362000000.0,1868000000.0,1629000000.0,1758000000.0,2241000000.0,1151000000.0,1474000000.0,1558000000.0,4400000000.0,8642000000.0,2284000000.0,1590000000.0,1897000000.0,2009000000.0,922000000.0,1165000000.0,698000000.0,256000000.0,132000000.0,303000000.0,86917000.0,58740000.0,88371000.0,76237000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,3358000000.0,2737000000.0,1868000000.0,1629000000.0,1758000000.0,2241000000.0,1151000000.0,1474000000.0,1558000000.0,4400000000.0,8642000000.0,2284000000.0,1590000000.0,1897000000.0,2009000000.0,922000000.0,1165000000.0,698000000.0,522000000.0,132000000.0,303000000.0,87000000.0,58740000.0,88371000.0,76237000.0,157481000.0,136600000.0,148500000.0,95100000.0,168200000.0,129700000.0
,operatingCashFlow,-928000000.0,61000000.0,-8585000000.0,2383000000.0,2877000000.0,5007000000.0,5865000000.0,3676000000.0,35000000.0,16910000000.0,18584000000.0,755000000.0,35171000000.0,6829000000.0,25138000000.0,35581000000.0,36155000000.0,18688000000.0,7710000000.0,5936000000.0,10321000000.0,7036000000.0,3034988000.0,9574907000.0,7208381000.0,5388795000.0,6467500000.0,4178100000.0,4491200000.0,4388900000.0,3472600000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-267000000.0,-504000000.0,-4817000000.0,-5642000000.0,-6009000000.0,-8211000000.0,-5912000000.0,-6640000000.0,-6226000000.0,-5115000000.0,-4465000000.0,-3967000000.0,-3784000000.0,-3952330000.0,-3835565000.0,-3619919000.0,-3196550000.0,-2800200000.0,-1996500000.0,-1370200000.0,-612900000.0,-346600000.0
,freeCashFlow,-928000000.0,61000000.0,-8585000000.0,2383000000.0,2877000000.0,5007000000.0,5865000000.0,3676000000.0,35000000.0,16643000000.0,18080000000.0,-4062000000.0,29529000000.0,820000000.0,16927000000.0,29669000000.0,29515000000.0,12462000000.0,2595000000.0,1471000000.0,6354000000.0,3252000000.0,-917342000.0,5739342000.0,3588462000.0,2192245000.0,3667300000.0,2181600000.0,3121000000.0,3776000000.0,3126000000.0
