date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-796488000.0,-1497702000.0,268629000.0,320372000.0,324914000.0,336320000.0,317281000.0,280517000.0,240907000.0,217997000.0,202691000.0,175804000.0,169201000.0,142722000.0,124465000.0,89037000.0,98279000.0,84328000.0,68776000.0,30428000.0,10986000.0,25000000.0,29100000.0,20900000.0,13100000.0,6700000.0,5400000.0
,depreciationAndAmortization,28441000.0,78860000.0,111281000.0,102879000.0,89264000.0,64228000.0,45990000.0,39966000.0,30816000.0,25292000.0,21950000.0,16716000.0,13210000.0,10563000.0,9470000.0,9915000.0,9353000.0,8405000.0,6135000.0,21439000.0,13810000.0,12100000.0,8700000.0,4500000.0,1800000.0,400000.0,200000.0
,deferredIncomeTax,36292000.0,-177000000.0,-24149000.0,-60073000.0,18149000.0,14494000.0,2559000.0,15920000.0,21344000.0,8063000.0,24375000.0,7447000.0,-13649000.0,-7016000.0,-1736000.0,1551000.0,5811000.0,-9700000.0,1497000.0,-14725000.0,-1340000.0,5700000.0,5100000.0,6500000.0,4400000.0,1500000.0,500000.0
,stockBasedCompensation,39042000.0,35351000.0,38703000.0,29573000.0,34000000.0,32129000.0,31719000.0,31288000.0,28437000.0,27092000.0,25693000.0,24320000.0,20776000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,915324000.0,32473000.0,61406000.0,-42369000.0,39181000.0,48219000.0,-31268000.0,-8659000.0,7734000.0,107810000.0,29201000.0,-21815000.0,-131463000.0,18955000.0,82448000.0,-23344000.0,-3332000.0,-55043000.0,45174000.0,32273000.0,18408000.0,-31200000.0,-39000000.0,-27300000.0,27700000.0,39700000.0,-800000.0
,accountsReceivables,37937000.0,7854000.0,-36598000.0,7803000.0,-34000000.0,-55391000.0,-57018000.0,-37331000.0,-17678000.0,-48993000.0,-16951000.0,-2049000.0,-16929000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,47908000.0,104161000.0,15390000.0,24551000.0,11617000.0,-7874000.0,66039000.0,49239000.0,16953000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1105013000.0,189689000.0,157216000.0,95810000.0,138179000.0,98998000.0,50779000.0,82047000.0,90706000.0,82972000.0,-24838000.0,-54039000.0,-32224000.0,99239000.0,80284000.0,-2164000.0,21180000.0,24512000.0,79555000.0,34381000.0,2108000.0,-16300000.0,14900000.0,53900000.0,81200000.0,53500000.0,13800000.0
,otherNonCashItems,793873000.0,6061000.0,-6331000.0,1731000.0,5588000.0,13000.0,-417000.0,3656000.0,995000.0,219080000.0,967000.0,0.0,0.0,15980000.0,20106000.0,0.0,0.0,0.0,0.0,-2000.0,0.0,100000.0,0.0,100000.0,0.0,-200000.0,100000.0
,netCashProvidedByOperatingActivites,204620000.0,346637000.0,289925000.0,511378000.0,443778000.0,368701000.0,422641000.0,405398000.0,325692000.0,271019000.0,240558000.0,241374000.0,181391000.0,188522000.0,177272000.0,162418000.0,123753000.0,118034000.0,97842000.0,90336000.0,36149000.0,24000000.0,33800000.0,29000000.0,14800000.0,5900000.0,5400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-28788000.0,-31881000.0,-48868000.0,-49309000.0,-39264000.0,-27073000.0,-18061000.0,-15654000.0,-14495000.0,-31332000.0,-12113000.0,-14947000.0,-15680000.0,-8509000.0,-12874000.0,-7885000.0,-7057000.0,-15274000.0,-7993000.0,-30822000.0,-13379000.0,-55000000.0,-92200000.0,-62400000.0,-4700000.0,-1900000.0,-600000.0
,acquisitionsNet,-1000000.0,-47000000.0,-65000000.0,-531000000.0,-762000000.0,-819000000.0,-479000000.0,-238000000.0,-441000000.0,-155000000.0,-339000000.0,-151000000.0,-206000000.0,-119000000.0,-92000000.0,-92000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-61845000.0,-35101000.0,-15884000.0,-27723000.0,-60976000.0,-33980000.0,-26884000.0,-20802000.0,-33120000.0,-42526000.0,-26478000.0,-19601000.0,-26227000.0,-201756000.0,-78673000.0,-19130000.0,-12461000.0,0.0,0.0,0.0,0.0,0.0,-9900000.0,-14000000.0,-57400000.0,-34400000.0,0.0
,salesMaturitiesOfInvestments,33432000.0,51105000.0,13710000.0,25410000.0,41325000.0,31956000.0,20735000.0,11011000.0,28073000.0,38170000.0,15575000.0,22735000.0,24733000.0,238574000.0,21335000.0,14100000.0,2500000.0,0.0,0.0,0.0,0.0,0.0,37000000.0,44200000.0,27900000.0,6900000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,6705000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25735000.0,0.0,0.0,-17200000.0,-100000.0,0.0,-42500000.0,-5100000.0,0.0
,netCashUsedForInvestingActivites,815511000.0,102455000.0,-142769000.0,-576613000.0,-821217000.0,-848000000.0,-503604000.0,-263490000.0,-460548000.0,-190573000.0,-361612000.0,-163134000.0,-222898000.0,-90792000.0,-155948000.0,-104852000.0,-80771000.0,-90517000.0,-33728000.0,-30822000.0,-8241000.0,-72200000.0,-65200000.0,-32200000.0,-76700000.0,-34500000.0,-600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
