date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1203400000.0,1155000000.0,1205000000.0,650500000.0,822900000.0,763500000.0,709100000.0,635672000.0,555317000.0,524191000.0,496405000.0,317834000.0,419151000.0,353194000.0,255691000.0,206339000.0,163311000.0,103990000.0,80344000.0,83710000.0,107904000.0,35600000.0,36500000.0,26700000.0,67600000.0,62900000.0,38300000.0,24700000.0,8600000.0,-6500000.0
,depreciationAndAmortization,308100000.0,312100000.0,299700000.0,226800000.0,217000000.0,171600000.0,168100000.0,136482000.0,121779000.0,119439000.0,102846000.0,98524000.0,91302000.0,82348000.0,73124000.0,51642000.0,40257000.0,38480000.0,36238000.0,48891000.0,45079000.0,42800000.0,38000000.0,34300000.0,29500000.0,28400000.0,28800000.0,28600000.0,26000000.0,29900000.0
,deferredIncomeTax,30800000.0,15200000.0,-12000000.0,186300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2541000.0,1800000.0,1344000.0,11168000.0,-625000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,70500000.0,63000000.0,55600000.0,49700000.0,47600000.0,44200000.0,41400000.0,36070000.0,31412000.0,28679000.0,25385000.0,20240000.0,16316000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1108000000.0,-41800000.0,-956300000.0,1120600000.0,-885600000.0,383100000.0,910811000.0,-270712000.0,279579000.0,201682000.0,419904000.0,216204000.0,-2295000.0,216381000.0,113062000.0,122441000.0,17736000.0,80457000.0,-13607000.0,-3274000.0,-19169000.0,25800000.0,26000000.0,600000.0,15600000.0,25700000.0,-1600000.0,-54400000.0,9200000.0,-14400000.0
,accountsReceivables,-146300000.0,117300000.0,-237900000.0,-146500000.0,-165900000.0,-22300000.0,-111500000.0,-37046000.0,-123870000.0,-9664000.0,-157657000.0,96588000.0,1419000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-102000000.0,-3400000.0,-173300000.0,-100400000.0,-14200000.0,-5200000.0,-51600000.0,-7997000.0,-45934000.0,-88486000.0,-65179000.0,76332000.0,-47570000.0,-22724000.0,-81878000.0,-20636000.0,-14511000.0,4647000.0,12897000.0,-2793000.0,-4402000.0,-9800000.0,-9200000.0,-17700000.0,-10800000.0,-1800000.0,13500000.0,8700000.0,-8600000.0,-5900000.0
,accountsPayables,204300000.0,-60200000.0,48800000.0,140500000.0,47800000.0,-17500000.0,66800000.0,6908000.0,99416000.0,-27547000.0,76932000.0,-31709000.0,2699000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3186500000.0,2078500000.0,2120300000.0,3076600000.0,1956000000.0,2841600000.0,2458500000.0,1547689000.0,1818401000.0,1538822000.0,1337140000.0,917236000.0,701032000.0,703327000.0,486946000.0,373884000.0,251443000.0,233707000.0,153250000.0,166857000.0,170131000.0,189300000.0,163500000.0,137500000.0,136900000.0,121300000.0,95600000.0,97200000.0,151600000.0,142400000.0
,otherNonCashItems,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7425000.0,-67308000.0,-19085000.0,0.0,12444000.0,19025000.0,0.0,0.0,197000.0,0.0,0.0,0.0,0.0,-1700000.0,-800000.0,-200000.0,-400000.0,2000000.0,2000000.0,1300000.0,1400000.0
,netCashProvidedByOperatingActivites,1592000000.0,1502300000.0,1112700000.0,1144200000.0,1077600000.0,1030500000.0,880900000.0,769050000.0,674679000.0,565207000.0,424893000.0,582297000.0,481523000.0,387899000.0,289597000.0,229624000.0,208251000.0,159404000.0,131563000.0,118850000.0,154153000.0,64100000.0,53200000.0,86300000.0,68200000.0,79200000.0,88900000.0,56500000.0,23500000.0,10400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,12000000.0,0.0,0.0,0.0,-190800000.0,-172100000.0,-209100000.0,-158448000.0,-129099000.0,-100222000.0,-109458000.0,-63058000.0,-108280000.0,-103772000.0,-82421000.0,-57121000.0,-44341000.0,-30196000.0,-18816000.0,-38555000.0,-53105000.0,-23500000.0,-59000000.0,-28100000.0,-20300000.0,-20400000.0,-10900000.0,-6000000.0,-6700000.0,-10000000.0
,acquisitionsNet,-50000000.0,-937000000.0,-159000000.0,-266000000.0,-1305000000.0,-200000000.0,-518000000.0,-485000000.0,-252000000.0,-303000000.0,-180000000.0,-280000000.0,-136000000.0,-138000000.0,-22000000.0,-512000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-141600000.0,-65400000.0,-44500000.0,-40200000.0,-232400000.0,-134700000.0,-721000000.0,-741062000.0,-379605000.0,-181880000.0,-198228000.0,-33342000.0,-2938000.0,-1360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,123200000.0,61600000.0,67200000.0,148000000.0,108500000.0,470600000.0,660800000.0,687391000.0,261800000.0,146373000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138012000.0,-59834000.0,0.0,0.0,0.0,0.0,0.0,-51101000.0,0.0,0.0,0.0,-12200000.0,0.0,0.0,-29500000.0,-1000000.0,-2600000.0,-1800000.0,-15100000.0,-1400000.0
