date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,netCashUsedForInvestingActivites,-333500000.0,-1228800000.0,-441800000.0,-380200000.0,-1612700000.0,-27300000.0,-781900000.0,-693314000.0,-493599000.0,-430884000.0,-348225000.0,-373190000.0,-246085000.0,-279078000.0,-98973000.0,-569428000.0,-86002000.0,-81297000.0,-52612000.0,-99073000.0,-120821000.0,-35700000.0,-59000000.0,-20700000.0,-49800000.0,-21400000.0,-13500000.0,-7800000.0,-21800000.0,-11400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2358300000.0,-1340500000.0,-15200000.0,-375000000.0,0.0,-217700000.0,-3904000000.0,-620374000.0,-988800000.0,-301900000.0,-748017000.0,-641159000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34550000.0,21882000.0,36450000.0,30335000.0,35919000.0,5777000.0,0.0,1915000.0,181800000.0,0.0,341000000.0,0.0,0.0,66900000.0,0.0,0.0,153700000.0
,commonStockRepurchased,-641300000.0,-601700000.0,-935200000.0,-618000000.0,-325800000.0,-248900000.0,-539400000.0,-324655000.0,-380023000.0,-672191000.0,0.0,0.0,-293625000.0,-93594000.0,-72658000.0,-8704000.0,-45643000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1048500000.0,-52700000.0,0.0,0.0,0.0,-69800000.0,0.0
,dividendsPaid,-297600000.0,-279500000.0,-253700000.0,-205000000.0,-172700000.0,-159300000.0,-101900000.0,-96771000.0,-70122000.0,-10282000.0,-10413000.0,-10279000.0,-10617000.0,-10710000.0,-10724000.0,-8034000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-114800000.0,-71600000.0,-23800000.0,-29600000.0,34600000.0,10100000.0,17600000.0,13847000.0,12124000.0,-26061000.0,-16871000.0,-7243000.0,21307000.0,23691000.0,8899000.0,-2543000.0,0.0,10600000.0,-11000000.0,-10800000.0,25000000.0,-100000.0,0.0,-59300000.0,0.0,0.0,5000000.0,44500000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-516600000.0,-648400000.0,-1070100000.0,-140100000.0,-133500000.0,-180100000.0,14100000.0,108589000.0,-13084000.0,-151148000.0,64721000.0,-34322000.0,-193940000.0,-4441000.0,-155158000.0,348301000.0,-115610000.0,-75233000.0,-86267000.0,-16387000.0,-21645000.0,-18600000.0,4200000.0,-64800000.0,-26400000.0,-50400000.0,-73700000.0,-51000000.0,-3800000.0,600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,68900000.0,-13200000.0,-40600000.0,60600000.0,-34000000.0,-54800000.0,-31000000.0,11663000.0,7768000.0,6023000.0,-114000.0,-5159000.0,-10152000.0,5126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,810800000.0,-388100000.0,-439800000.0,684500000.0,-702600000.0,768300000.0,82100000.0,195988000.0,175764000.0,-10802000.0,141275000.0,169626000.0,31346000.0,109506000.0,35466000.0,8497000.0,6639000.0,2874000.0,-7316000.0,3390000.0,11687000.0,9800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1702000000.0,891200000.0,1279300000.0,1719100000.0,1034600000.0,1737200000.0,968900000.0,886838000.0,690850000.0,515086000.0,525888000.0,384613000.0,214987000.0,183641000.0,74135000.0,38669000.0,30172000.0,23533000.0,20659000.0,27975000.0,24585000.0,12900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,891200000.0,1279300000.0,1719100000.0,1034600000.0,1737200000.0,968900000.0,886800000.0,690850000.0,515086000.0,525888000.0,384613000.0,214987000.0,183641000.0,74135000.0,38669000.0,30172000.0,23533000.0,20659000.0,27975000.0,24585000.0,12898000.0,3100000.0,4700000.0,4000000.0,12000000.0,4600000.0,2900000.0,5200000.0,7200000.0,7700000.0
,operatingCashFlow,1592000000.0,1502300000.0,1112700000.0,1144200000.0,1077600000.0,1030500000.0,880900000.0,769050000.0,674679000.0,565207000.0,424893000.0,582297000.0,481523000.0,387899000.0,289597000.0,229624000.0,208251000.0,159404000.0,131563000.0,118850000.0,154153000.0,64100000.0,53200000.0,86300000.0,68200000.0,79200000.0,88900000.0,56500000.0,23500000.0,10400000.0
,capitalExpenditure,-276800000.0,-295000000.0,-310600000.0,-226600000.0,-190800000.0,-172100000.0,-209100000.0,-158448000.0,-129099000.0,-100222000.0,-109458000.0,-63058000.0,-108280000.0,-103772000.0,-82421000.0,-57121000.0,-44341000.0,-30196000.0,-18816000.0,-38555000.0,-53105000.0,-23500000.0,-59000000.0,-28100000.0,-20300000.0,-20400000.0,-10900000.0,-6000000.0,-6700000.0,-10000000.0
,freeCashFlow,1315200000.0,1207300000.0,802100000.0,917600000.0,886800000.0,858400000.0,671800000.0,610602000.0,545580000.0,464985000.0,315435000.0,519239000.0,373243000.0,284127000.0,207176000.0,172503000.0,163910000.0,129208000.0,112747000.0,80295000.0,101048000.0,40600000.0,-5800000.0,58200000.0,47900000.0,58800000.0,78000000.0,50500000.0,16800000.0,400000.0
