date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5401000.0,-20044000.0,54343000.0,-45291000.0,-39381000.0,2858000.0,4123000.0,40155000.0,-5564000.0,-1604000.0,-5927000.0,-28279000.0,-47685000.0,117018000.0,-10424000.0,-13085000.0,-20738000.0,-16974000.0,-16530000.0,-21746000.0,-22172000.0,-4400000.0,-1700000.0
,depreciationAndAmortization,1931000.0,2197000.0,855000.0,968000.0,910000.0,1016000.0,567000.0,663000.0,2208000.0,2522000.0,2332000.0,1563000.0,1989000.0,1913000.0,1741000.0,1988000.0,2472000.0,3521000.0,4695000.0,6966000.0,5999000.0,1600000.0,400000.0
,deferredIncomeTax,-2483000.0,431000.0,109000.0,-32000.0,24274000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7382000.0,-7382000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4756000.0,5464000.0,8686000.0,6102000.0,6111000.0,5470000.0,5295000.0,4644000.0,3146000.0,3555000.0,3409000.0,4524000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-9554000.0,-25343000.0,91500000.0,-44028000.0,19259000.0,-4276000.0,-6224000.0,25609000.0,-10880000.0,-7251000.0,-4234000.0,-23971000.0,-58099000.0,109418000.0,4772000.0,5797000.0,1056000.0,13134000.0,-2990000.0,-15677000.0,-3901000.0,1400000.0,-700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-504000.0,0.0,2213000.0,3355000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141000.0,282000.0,-17000.0,713000.0,1395000.0,360000.0,-965000.0,79000.0,-814000.0,293000.0,29000.0,-163000.0,-256000.0,-524000.0,-200000.0,-200000.0
,accountsPayables,-660000.0,-2815000.0,-3035000.0,696000.0,5322000.0,-19000.0,-10000.0,341000.0,-18000.0,-24000.0,-902000.0,-1441000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-10294000.0,95137000.0,120480000.0,28980000.0,73008000.0,53749000.0,58025000.0,64249000.0,38640000.0,49520000.0,56771000.0,61005000.0,84976000.0,143075000.0,33657000.0,28885000.0,23088000.0,22032000.0,8898000.0,11888000.0,27565000.0,0.0,0.0
,otherNonCashItems,127000.0,-3000.0,0.0,0.0,-649000.0,5470000.0,5295000.0,4644000.0,3146000.0,-1604000.0,-40000.0,-746000.0,4128000.0,-10256000.0,3568000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0
,netCashProvidedByOperatingActivites,22000.0,-34099000.0,69924000.0,-43829000.0,22042000.0,10045000.0,291000.0,21152000.0,-4249000.0,2377000.0,-1799000.0,-18318000.0,-30349000.0,84515000.0,5337000.0,2210000.0,-15550000.0,-12580000.0,888000.0,-12927000.0,-17249000.0,700000.0,-1800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-47000.0,-150000.0,-74000.0,-125000.0,-343000.0,-4430000.0,-779000.0,-234000.0,-1000000.0,-169000.0,-345000.0,-1569000.0,-5479000.0,-3551000.0,-2744000.0,-967000.0,-623000.0,-441000.0,-442000.0,-612000.0,-2839000.0,-500000.0,-100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-8930000.0,-17693000.0,-23807000.0,-32813000.0,-44910000.0,-42953000.0,-94931000.0,-43944000.0,-48905000.0,-48854000.0,-97980000.0,-59242000.0,-96719000.0,0.0,0.0,0.0,0.0,-5000.0,-3564000.0,-21873000.0,-4800000.0,-2900000.0
,salesMaturitiesOfInvestments,3000000.0,20000000.0,26004000.0,35000000.0,40000000.0,48000000.0,57000000.0,77000000.0,54000000.0,49000000.0,44964000.0,75000000.0,89978000.0,45110000.0,0.0,0.0,0.0,0.0,2550000.0,3381000.0,24274000.0,400000.0,3800000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,250000.0,100000.0,192000.0,237000.0,0.0,0.0,0.0,-1025000.0,-1918000.0,-1573000.0,0.0,0.0,-6500000.0,-500000.0,-600000.0
,netCashUsedForInvestingActivites,2953000.0,10920000.0,8237000.0,11068000.0,6844000.0,-1340000.0,13268000.0,-18165000.0,5812000.0,-3310000.0,-6204000.0,-26901000.0,25257000.0,-55160000.0,-2744000.0,-1987000.0,-2541000.0,-2014000.0,2103000.0,-795000.0,-8988000.0,-5400000.0,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,165000.0,218000.0,328000.0,307000.0,367000.0,381000.0,198000.0,122000.0,145000.0,0.0,134000.0,1583000.0,13055000.0,1251000.0,2250000.0,1757000.0,893000.0,319000.0,763000.0,779000.0,48600000.0,5500000.0
,commonStockRepurchased,-30642000.0,-2741000.0,0.0,-328000.0,-729000.0,0.0,-15000000.0,0.0,-5721000.0,-6450000.0,-9000.0,0.0,-18389000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1800000.0
