date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-281000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,518000.0,2388000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,13505000.0,36000.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-29931000.0,-1331000.0,8205000.0,518000.0,1966000.0,1928000.0,-13315000.0,6591000.0,-4553000.0,-4012000.0,418000.0,278000.0,-16606000.0,25160000.0,1282000.0,2184000.0,21444000.0,26791000.0,-4673000.0,660000.0,683000.0,48600000.0,3700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26000.0,-34000.0,-34000.0,226000.0,447000.0,824000.0,18000.0,-31000.0,-5000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-26956000.0,-24510000.0,86366000.0,-32243000.0,31852000.0,10633000.0,244000.0,9578000.0,-2740000.0,-4945000.0,-7585000.0,-44941000.0,-21724000.0,54481000.0,3841000.0,2633000.0,3800000.0,13021000.0,-1664000.0,-13093000.0,-25559000.0,43900000.0,2100000.0
,cashAtEndOfPeriod,59522000.0,86478000.0,110988000.0,24622000.0,56865000.0,25013000.0,14380000.0,14136000.0,4558000.0,7298000.0,12243000.0,19828000.0,64769000.0,86493000.0,32012000.0,28171000.0,25538000.0,21738000.0,8717000.0,10381000.0,23474000.0,46500000.0,2600000.0
,cashAtBeginningOfPeriod,86478000.0,110988000.0,24622000.0,56865000.0,25013000.0,14380000.0,14136000.0,4558000.0,7298000.0,12243000.0,19828000.0,64769000.0,86493000.0,32012000.0,28171000.0,25538000.0,21738000.0,8717000.0,10381000.0,23474000.0,49033000.0,2600000.0,500000.0
,operatingCashFlow,22000.0,-34099000.0,69924000.0,-43829000.0,22042000.0,10045000.0,291000.0,21152000.0,-4249000.0,2377000.0,-1799000.0,-18318000.0,-30349000.0,84515000.0,5337000.0,2210000.0,-15550000.0,-12580000.0,888000.0,-12927000.0,-17249000.0,700000.0,-1800000.0
,capitalExpenditure,-47000.0,-150000.0,-74000.0,-125000.0,-343000.0,-4430000.0,-779000.0,-234000.0,-4244000.0,-3505000.0,-2666000.0,-4158000.0,-5479000.0,-3551000.0,-2744000.0,-967000.0,-623000.0,-441000.0,-442000.0,-612000.0,-2839000.0,-500000.0,-100000.0
,freeCashFlow,-25000.0,-34249000.0,69850000.0,-43954000.0,21699000.0,5615000.0,-488000.0,20918000.0,-8493000.0,-1128000.0,-4465000.0,-22476000.0,-35828000.0,80964000.0,2593000.0,1243000.0,-16173000.0,-13021000.0,446000.0,-13539000.0,-20088000.0,200000.0,-1900000.0
