date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,49338000.0,1258244000.0,862555000.0,425353000.0,-564503000.0,-156734000.0,960257000.0,730572000.0,868363000.0,1367372000.0,1270305000.0,1251050000.0,1240535000.0,1134849000.0,1132602000.0,923758000.0,933049000.0,950467000.0,623072000.0,750507000.0,710915000.0,595000000.0,785600000.0,300900000.0,420000000.0,484600000.0,341800000.0
,depreciationAndAmortization,64012000.0,2182313000.0,2040555000.0,2078578000.0,2123291000.0,2117236000.0,2127892000.0,2012076000.0,1771649000.0,1745455000.0,1705331000.0,1281838000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,3938000.0,193950000.0,-256848000.0,529053000.0,-836257000.0,-820350000.0,596935000.0,311789000.0,-26479000.0,-280029000.0,718987000.0,864684000.0,333948000.0,476241000.0,738643000.0,626813000.0,275458000.0,1189531000.0,-256664000.0,87752000.0,124457000.0,-204600000.0,-64500000.0,-253000000.0,76900000.0,-31000000.0,-123500000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,5497297000.0,-88991000.0,-734604000.0,-2235048000.0,-493282000.0,436712000.0,671623000.0,292314000.0,904801000.0,-2890830000.0,222670000.0,-54331000.0,693002000.0,-158811000.0,-68076000.0,152645000.0,138714000.0,603627000.0,556630000.0,-1043100000.0,-544836000.0,-640800000.0,1336300000.0,-110700000.0,264800000.0,34600000.0,254800000.0
,accountsReceivables,-12003000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-58000.0,-28173000.0,45839000.0,-3043000.0,38210000.0,-12376000.0,3524000.0,4873000.0,-11604000.0,5393000.0,-10665000.0,19291000.0,-7561000.0,-10445000.0,13097000.0,-83125000.0,-16749000.0,-14015000.0,1030000.0,-3419000.0,-20447000.0,-1400000.0,28400000.0,20300000.0,-17200000.0,-29000000.0,17000000.0
,accountsPayables,5582000.0,-71898000.0,97312000.0,101802000.0,174421000.0,-135211000.0,-12996000.0,94436000.0,-6779000.0,-131970000.0,216635000.0,-14251000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2922826000.0,-2574471000.0,-2485480000.0,-1750876000.0,484172000.0,977454000.0,540742000.0,-130881000.0,-423195000.0,-1327996000.0,1562834000.0,1340164000.0,1394495000.0,701493000.0,860304000.0,928380000.0,775735000.0,637021000.0,33394000.0,-523236000.0,519864000.0,1064700000.0,1705500000.0,369200000.0,479900000.0,215100000.0,180500000.0
,otherNonCashItems,0.0,-639149000.0,34424000.0,-549977000.0,-421676000.0,134344000.0,-647952000.0,314505000.0,-21710000.0,0.0,-103793000.0,-4368000.0,525656000.0,234824000.0,-46506000.0,-417818000.0,-133470000.0,110395000.0,195255000.0,294708000.0,155762000.0,975900000.0,1153000000.0,1402900000.0,644800000.0,712300000.0,682300000.0
,netCashProvidedByOperatingActivites,64024000.0,2816627000.0,2385247000.0,2623500000.0,2998699000.0,3291184000.0,3889561000.0,3189219000.0,2940285000.0,3128817000.0,3926081000.0,2933158000.0,3324328000.0,2559770000.0,3419415000.0,1459854000.0,2929319000.0,2005820000.0,2181703000.0,2215548000.0,1967847000.0,1307400000.0,1679100000.0,1724600000.0,1457500000.0,1396700000.0,1537800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4941000000.0,-4631505000.0,-4271217000.0,-4001618000.0,-4044257000.0,-2994464000.0,-2656739000.0,-2822718000.0,-3688966000.0,-3327657000.0,-2381997000.0,-2456719000.0,-2479078000.0,-2322973000.0,-2000463000.0,-1620161000.0,-1410610000.0,-1568943000.0,-1530301000.0,-1380417000.0,-1493717000.0,-1195800000.0,-1246300000.0,-936400000.0,-695800000.0,-825900000.0,-856100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-71000000.0,0.0,0.0,0.0,7000000.0,228000000.0,-32000000.0,-41000000.0,13000000.0,77000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-4178551000.0,-6540176000.0,-3260674000.0,-2484627000.0,-2550958000.0,-1989446000.0,-2230054000.0,-2181314000.0,-1565065000.0,-3098991000.0,-2667172000.0,0.0,0.0,0.0,-1591025000.0,0.0,0.0,0.0,-150000000.0,0.0,-321400000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,4121351000.0,6484791000.0,3163825000.0,2417975000.0,2492747000.0,1919098000.0,2031552000.0,2074055000.0,1360346000.0,2641264000.0,2664677000.0,0.0,0.0,0.0,1788880000.0,50000000.0,0.0,150000000.0,0.0,321351000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,178463000.0,220615000.0,257418000.0,260861000.0,-43513000.0,-237501000.0,271705000.0,156428000.0,78992000.0,29436000.0,-13491000.0,-438840000.0,42386000.0,-111035000.0,-570302000.0,145105000.0,-240174000.0,-223250000.0,-1478585000.0,-703165000.0,662800000.0,-1020000000.0,48300000.0,-32400000.0,-163200000.0,-38000000.0
