date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,debtRepayment,-2820000000.0,-3571000000.0,-4825000000.0,-2098000000.0,-502000000.0,-1419000000.0,-1046000000.0,-697000000.0,-3930000000.0,-230000000.0,-2846000000.0,-1667000000.0,-735000000.0,0.0,0.0,0.0,-6919667818.48,-114256440.0,-308726964.0,-224569865.0,-301513206.0,-170594232.0,-42301112.0,-95582025.0,-1735835374.0
,commonStockIssued,822000000.0,1335000000.0,1452000000.0,1627000000.0,2222000000.0,3321000000.0,5484000000.0,3690000000.0,5102000000.0,5013000000.0,12353000000.0,6835000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-807000000.0,-1088000000.0,-1686000000.0,-1674000000.0,-2004000000.0,-3273000000.0,-3770000000.0,-3614000000.0,-4831000000.0,-4825000000.0,-7828000000.0,-6431000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-1065000000.0,-2147000000.0,-2107000000.0,-1698000000.0,-1599000000.0,-1025000000.0,-826000000.0,-1275000000.0,-1269000000.0,-1031000000.0,-1218000000.0,-1567000000.0,-2813000000.0,-2427979800.0,-1914484872.91,-1594010842.95,-1349330322.72,-412175844.0,-330908760.0,-283303522.0,-261581814.0,-239174418.0,-242245563.0,-275905170.0,-282332869.0
,otherFinancingActivites,-624000000.0,-612000000.0,-377000000.0,-293000000.0,-230000000.0,0.0,-313000000.0,-518000000.0,-357000000.0,-196000000.0,687000000.0,2756000000.0,-258000000.0,-216049050.0,-240603701.81,-347581319.25,-4160022429.76,566848368.0,289726983.0,-161818858.0,-652394715.0,-1042728702.0,39881345.0,16054470.0,-131715493.0
,netCashUsedProvidedByFinancingActivities,-2069000000.0,-2702000000.0,-5092000000.0,-98000000.0,-1113000000.0,127000000.0,3157000000.0,-1326000000.0,-3492000000.0,-1269000000.0,1148000000.0,-74000000.0,-2271000000.0,2607000000.0,887480000.0,-555397249.72,19597043852.72,3469047210.0,14947166871.0,11514689264.0,1094213730.0,8611176054.0,8649501952.0,7751412585.0,-2149883736.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-4658000000.0,-258000000.0,-2498000000.0,-4266000000.0,-3463000000.0,-6781000000.0,725000000.0,-1784000000.0,471000000.0,-960000000.0,1063000000.0,-161000000.0,-791000000.0,-1233000000.0,-785267000.0,929265316.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,32585000000.0,-11077000000.0,8589000000.0,594000000.0,1489000000.0,12036000000.0,-3457000000.0,-589000000.0,6490000000.0,10960000000.0,3636000000.0,1689000000.0,-7919000000.0,685870.0,179267938.620001,2192370807.02,-24384750.0799999,0.0,629999370.0,0.0,77991.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,76888000000.0,43090000000.0,54138000000.0,45549000000.0,44955000000.0,43466000000.0,31430000000.0,34887000000.0,37417000000.0,30927000000.0,19967000000.0,16331000000.0,14642000000.0,22596673020.0,12496384928.29,12307776204.89,2835222180.08,3925305576.0,1901998098.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,44303000000.0,54167000000.0,45549000000.0,44955000000.0,43466000000.0,31430000000.0,34887000000.0,35476000000.0,30927000000.0,19967000000.0,16331000000.0,14642000000.0,22561000000.0,12515755760.0,12317116989.67,10115405397.87,2859606930.16,3925305576.0,1271998728.0,1190983581.0,1071752322.0,889096038.0,1173766237.0,21366265185.0,19763898518.0
,operatingCashFlow,39349000000.0,-8214000000.0,8664000000.0,2055000000.0,6623000000.0,23101000000.0,-6188000000.0,-500000000.0,10596000000.0,19811000000.0,8503000000.0,2567000000.0,-1992000000.0,17168697840.0,2817818802.4,6006247412.14,1057036425.6,1728682884.0,2344088565.0,1492043790.0,1489160154.0,508683948.0,1252274233.0,1443329955.0,5023717062.0
,capitalExpenditure,-1123000000.0,-1380000000.0,-1495000000.0,-1341000000.0,-1957000000.0,-2742000000.0,-1886000000.0,-1778000000.0,-2487000000.0,-1925000000.0,-1504000000.0,-1311000000.0,-1601000000.0,-1240052960.0,-845517636.35,-2230644223.63,-424745816.48,-1336374018.0,-764908326.0,-389602603.0,-259554048.0,-172714428.0,-254165156.0,-202004955.0,-148450757.0
,freeCashFlow,38226000000.0,-9594000000.0,7169000000.0,714000000.0,4666000000.0,20359000000.0,-8074000000.0,-2278000000.0,8109000000.0,17886000000.0,6999000000.0,1256000000.0,-3593000000.0,15928644880.0,1972301166.05,3775603188.51,632290609.12,392308866.0,1579180239.0,1102441187.0,1229606106.0,335969520.0,998109077.0,1241325000.0,4875266305.0
