Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,140544000.0,72280000.0,33591000.0
Short-term investments,278417000.0,149040000.0,61665000.0
Cash and short-term investments,418961000.0,221320000.0,95256000.0
Receivables,35690000.0,12787000.0,3495000.0
Inventories,9136000.0,7287000.0,2769000.0
Total current assets,468991000.0,242935000.0,103091000.0
Property Plant & Equipment Net,31003000.0,16036000.0,12634000.0
Goodwill and Intangible Assets,7800000.0,8739000.0,0.0
Long-term investments,77563000.0,73254000.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,118412000.0,100003000.0,13474000.0
Total assets,587403000.0,342938000.0,116565000.0
Payables,10642000.0,4998000.0,3157000.0
Short-term debt,97000.0,199000.0,131000.0
Total current liabilities,46944000.0,19627000.0,14278000.0
Long-term debt,119000.0,460000.0,16908000.0
Total debt,216000.0,659000.0,17039000.0
Deferred revenue,16138000.0,3113000.0,1898000.0
Tax Liabilities,1470000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,8288000.0,14705000.0,22591000.0
Total liabilities,104251000.0,34332000.0,36869000.0
Other comprehensive income,764033000,-532000.0,-86000.0
Retained earnings (deficit),-280799000.0,-195736000.0,-107625000.0
Total shareholders equity,483152000.0,308606000.0,79696000.0
Investments,355980000.0,222294000.0,61665000.0
Net Debt,-140328000.0,-220661000.0,-78217000.0
Other Assets,0.0,1541000.0,1571000.0
Other Liabilities,49019000.0,14430000.0,10990000.0
