date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3367000000.0,2707000000.0,1683000000.0,2448000000.0,614000000.0,1276000000.0,1147000000.0,1231000000.0,1222000000.0,1419000000.0,1099390000.0,1039675000.0,647154000.0,833684000.0,487423000.0,308483000.0,280012000.0,228934000.0,142755000.0,117171000.0,90000000.0,-382000000.0,129000000.0,173000000.0,12000000.0,190000000.0,176000000.0
,depreciationAndAmortization,616000000.0,575000000.0,534000000.0,485000000.0,465000000.0,447000000.0,449000000.0,426000000.0,338000000.0,303000000.0,262910000.0,250274000.0,220350000.0,184812000.0,148598000.0,128858000.0,117792000.0,126779000.0,120730000.0,171023000.0,147000000.0,124000000.0,128000000.0,108000000.0,98000000.0,70000000.0,50000000.0
,deferredIncomeTax,195000000.0,162000000.0,194000000.0,132000000.0,-71000000.0,-2000000.0,-64000000.0,42000000.0,-80000000.0,22000000.0,-198978000.0,-26792000.0,-22005000.0,-32736000.0,70062000.0,-38362000.0,53608000.0,32251000.0,49561000.0,56104000.0,19000000.0,5000000.0,26000000.0,40000000.0,-25000000.0,13000000.0,58000000.0
,stockBasedCompensation,181000000.0,163000000.0,137000000.0,157000000.0,115000000.0,109000000.0,98000000.0,92000000.0,82000000.0,67000000.0,62947000.0,65870000.0,55369000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2143000000.0,-1193000000.0,1689000000.0,-1647000000.0,-381000000.0,-543000000.0,-1176000000.0,-298000000.0,-535000000.0,-476000000.0,-811000000.0,-51000000.0,514000000.0,-1357000000.0,-1923000000.0,-952000000.0,-116000000.0,-160000000.0,-74000000.0,-2580000000.0,3632000000.0,-397000000.0,-207000000.0,-1392000000.0,-295000000.0,-442000000.0,-7000000.0
,accountsReceivables,-85000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166434000.0,-327801000.0,-225276000.0,-47067000.0,2474000.0,-185535000.0,-14652000.0,-10000000.0,93000000.0,77000000.0,-149000000.0,-112000000.0,-31000000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2139000000.0,1142000000.0,252000000.0,105000000.0,-413000000.0,501000000.0,582000000.0,109000000.0,-41000000.0,0.0,0.0,0.0,0.0,-7976000.0,1321969000.0,452285000.0,-46236000.0,19907000.0,150809000.0,-165480000.0,-202000000.0,-72000000.0,-301000000.0,111000000.0,296000000.0,-92000000.0,-7000000.0
,otherWorkingCapital,0.0,-12070000000.0,-10877000000.0,-12566000000.0,-10919000000.0,-10538000000.0,-9995000000.0,-8819000000.0,-8521000000.0,-7986000000.0,-7510000000.0,-6699000000.0,-6648000000.0,-7162000000.0,-5805000000.0,-3882000000.0,-2930000000.0,-2814000000.0,-2654000000.0,-2580000000.0,0.0,-3632000000.0,-3235000000.0,-3028000000.0,-1636000000.0,-1341000000.0,-899000000.0
,otherNonCashItems,49000000.0,90000000.0,143000000.0,175000000.0,201000000.0,131000000.0,74000000.0,130000000.0,105000000.0,81000000.0,57559000.0,18424000.0,23505000.0,91712000.0,-1305665000.0,-370361000.0,60151000.0,-5571000.0,-124328000.0,146449000.0,2000000.0,472000000.0,17000000.0,6000000.0,72000000.0,0.0,21000000.0
,netCashProvidedByOperatingActivites,5639000000.0,5284000000.0,2173000000.0,4051000000.0,1936000000.0,868000000.0,1618000000.0,1716000000.0,1923000000.0,2079000000.0,2241794000.0,1421582000.0,982310000.0,1224262000.0,1686712000.0,625627000.0,347809000.0,413140000.0,321408000.0,148958000.0,40000000.0,217000000.0,76000000.0,289000000.0,341000000.0,150000000.0,298000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-964000000.0,-736000000.0,-612000000.0,-526000000.0,-527000000.0,-523000000.0,-528000000.0,-441000000.0,-410000000.0,-346000000.0,-222302000.0,-185450000.0,-261572000.0,-239244000.0,-193151000.0,-165846000.0,-114096000.0,-101268000.0,-112136000.0,-114971000.0,-135000000.0,-89000000.0,-104000000.0,-73000000.0,-72000000.0,-54000000.0,-39000000.0
,acquisitionsNet,-709000000.0,0.0,-1449000000.0,-31000000.0,-7000000.0,1023000000.0,54000000.0,-153000000.0,-1235000000.0,-226000000.0,-833000000.0,-12000000.0,-423000000.0,-493000000.0,-28000000.0,-403000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-9125000000.0,-6361000000.0,-4687000000.0,-6265000000.0,-6566000000.0,-6739000000.0,-2883000000.0,-3261000000.0,-3221000000.0,-3678000000.0,-4589332000.0,-7197007000.0,-5681103000.0,-3488631000.0,-4269221000.0,-3717916000.0,-4106210000.0,-4572577000.0,-2569078000.0,-1874482000.0,-1205000000.0,-781000000.0,-1037000000.0,-608000000.0,-440000000.0,-402000000.0,-523000000.0
,salesMaturitiesOfInvestments,7733000000.0,5819000000.0,4466000000.0,3879000000.0,5738000000.0,6558000000.0,3294000000.0,2669000000.0,2901000000.0,2882000000.0,3833029000.0,5534123000.0,5867260000.0,3058522000.0,3407125000.0,3484603000.0,3698893000.0,4289500000.0,2551208000.0,1898535000.0,1125000000.0,863000000.0,1174000000.0,648000000.0,356000000.0,731000000.0,337000000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312272000.0,448766000.0,-709059000.0,-580380000.0,30230000.0,8651000.0,0.0,0.0,0.0,0.0,-15000000.0,-38000000.0,23000000.0,-17000000.0,-33000000.0,-28000000.0
