date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,debtRepayment,0.0,-949000000.0,-386000000.0,-564000000.0,-522000000.0,-283000000.0,-606000000.0,-513000000.0,-361000000.0,-315000000.0,-411000000.0,-572000000.0,-131000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,8000000.0,17000000.0,34000000.0,26000000.0,38000000.0,38000000.0,95000000.0,43000000.0,14000000.0,72000000.0,21000000.0,21000000.0,68000000.0,54000000.0,102000000.0,64000000.0,65000000.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0
,commonStockRepurchased,121000000.0,-148000000.0,-1153000000.0,-750000000.0,-525000000.0,-250000000.0,-25000000.0,-350000000.0,0.0,0.0,0.0,0.0,-247000000.0,-368000000.0,0.0,-34000000.0,-251000000.0,-98000000.0,-46000000.0,-43000000.0,-427000000.0,-167000000.0,-40000000.0,0.0,0.0,-35000000.0
,dividendsPaid,-311000000.0,-305000000.0,-306000000.0,-312000000.0,-294000000.0,-269000000.0,-224000000.0,-187000000.0,-155000000.0,-148000000.0,-132000000.0,-128000000.0,-128000000.0,-134000000.0,-130000000.0,-116000000.0,-116000000.0,-94000000.0,-92000000.0,-113000000.0,-70000000.0,-103000000.0,-102000000.0,-102000000.0,-101000000.0,-100000000.0
,otherFinancingActivites,0.0,-7000000.0,-48000000.0,-19000000.0,-30000000.0,-9000000.0,-24000000.0,-2000000.0,-3000000.0,-17000000.0,-26000000.0,-49000000.0,-20000000.0,-5000000.0,13000000.0,12000000.0,3000000.0,-10000000.0,4000000.0,72000000.0,27000000.0,59000000.0,-83000000.0,47000000.0,-2000000.0,22000000.0
,netCashUsedProvidedByFinancingActivities,-253000000.0,-1424000000.0,-518000000.0,-553000000.0,-278000000.0,-707000000.0,705000000.0,-434000000.0,-148000000.0,-166000000.0,-495000000.0,144000000.0,141000000.0,-696000000.0,29000000.0,-167000000.0,-358000000.0,-345000000.0,-323000000.0,-653000000.0,76000000.0,-596000000.0,-648000000.0,-1132000000.0,80000000.0,635000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-28000000.0,-28000000.0,-67000000.0,55000000.0,-24000000.0,-91000000.0,-82000000.0,-34000000.0,5000000.0,-27000000.0,11000000.0,39000000.0,-90000000.0,33000000.0,18000000.0,-3000000.0,-3000000.0,10000000.0,-4000000.0,0.0,-10000000.0,-143000000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,414000000.0,245000000.0,111000000.0,313000000.0,-254000000.0,-354000000.0,212000000.0,59000000.0,-259000000.0,-12000000.0,1234000000.0,-55000000.0,-61000000.0,-262000000.0,281000000.0,-6000000.0,57000000.0,-124000000.0,202000000.0,-147000000.0,-375000000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,0.0,1952000000.0,1538000000.0,1196000000.0,1085000000.0,772000000.0,1026000000.0,1380000000.0,1168000000.0,1109000000.0,1368000000.0,1380000000.0,146000000.0,201000000.0,262000000.0,524000000.0,243000000.0,249000000.0,192000000.0,316000000.0,114000000.0,261000000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,0.0,1538000000.0,1293000000.0,1085000000.0,772000000.0,1026000000.0,1380000000.0,1168000000.0,1109000000.0,1368000000.0,1380000000.0,146000000.0,201000000.0,262000000.0,524000000.0,243000000.0,249000000.0,192000000.0,316000000.0,114000000.0,261000000.0,636000000.0,578000000.0,129000000.0,149000000.0,72000000.0
,operatingCashFlow,0.0,1230000000.0,1229000000.0,1264000000.0,1203000000.0,1225000000.0,1479000000.0,1262000000.0,696000000.0,530000000.0,1078000000.0,1550000000.0,327000000.0,933000000.0,888000000.0,881000000.0,794000000.0,744000000.0,812000000.0,1024000000.0,445000000.0,801000000.0,763000000.0,593000000.0,545000000.0,377000000.0
,capitalExpenditure,0.0,-532000000.0,-590000000.0,-684000000.0,-660000000.0,-689000000.0,-720000000.0,-578000000.0,-476000000.0,-608000000.0,-620000000.0,-541000000.0,-547000000.0,-536000000.0,-576000000.0,-494000000.0,-511000000.0,-423000000.0,-430000000.0,-378000000.0,-375000000.0,-437000000.0,-644000000.0,-378000000.0,-336000000.0,-483000000.0
,freeCashFlow,0.0,698000000.0,639000000.0,580000000.0,543000000.0,536000000.0,759000000.0,684000000.0,220000000.0,-78000000.0,458000000.0,1009000000.0,-220000000.0,397000000.0,312000000.0,387000000.0,283000000.0,321000000.0,382000000.0,646000000.0,70000000.0,364000000.0,119000000.0,215000000.0,209000000.0,-106000000.0
