Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,319381609.1954,234515006.0024,189820000.0,129912052.1173,60734866.8281,26726272.3521,19175461.7414
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,319381609.1954,234515006.0024,189820000.0,129912052.1173,60734866.8281,26726272.3521,19175461.7414
Receivables,2047126.4368,1918367.3469,975789.4737,1522258.4148,1818401.937,2345254.4704,8009234.8285
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,336674712.6437,245659063.6255,193640000.0,136432138.9794,64360774.8184,29159559.8349,27303430.0792
Property, Plant & Equipment Net,4971264.3678,3069627.8511,2473684.2105,2557003.2573,2268765.1332,2715268.2256,1562005.277
Goodwill and Intangible Assets,4017241.3793,4195678.2713,3678947.3684,3794788.2736,4231234.8668,4807427.7854,4610817.942
Long-term investments,20966666.6667,351740.6963,282105.2632,293159.6091,169491.5254,44016.5062,39577.8364
Tax assets,975862.069,933973.5894,778947.3684,851248.6428,1056900.7264,0.0,0.0
Total non-current assets,29955172.4138,7617046.8187,6434736.8421,6644951.1401,6669491.5254,7566712.5172,6212401.0554
Total assets,366629885.0575,253276110.4442,200074736.8421,143077090.1194,71030266.3438,36726272.3521,33515831.1346
Payables,36789655.1724,28533013.2053,13766315.7895,9091205.2117,6000000.0,3466299.8624,3340369.3931
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,279683.3773
Total current liabilities,44733333.3333,28533013.2053,14166315.7895,12426710.0977,15570217.9177,28059147.1802,31463060.686
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,279683.3773
Deferred revenue,0.0,0.0,98947.3684,3335504.886,9570217.9177,24030261.348,27815303.4301
Tax Liabilities,10344.8276,0.0,301052.6316,0.0,0.0,562585.9697,27704.4855
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total liabilities,44733333.3333,28533013.2053,14166315.7895,12426710.0977,15570217.9177,28059147.1802,31463060.686
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),315391954.023,218780312.1248,181325263.1579,120821932.6819,47892251.816,2935350.7565,-2567282.3219
Total shareholders equity,321896551.7241,224743097.2389,185908421.0526,130650380.0217,55460048.4262,8667125.1719,2052770.4485
Investments,20966666.6667,351740.6963,282105.2632,293159.6091,169491.5254,44016.5062,39577.8364
Net Debt,-319381609.1954,,,,,,
Other Assets,14474264.3678,,,,,,
Other Liabilities,7943678.1609,0.0,400000.0,3335504.886,9570217.9177,24592847.3178,27843007.9156
