Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,6140520.9841,1926692.8658,474298.0562
Stock-based compensation,15422720.6946,6154625.1511,4654571.6343
Operating Cash Flow,175799421.1288,345235338.5732,133101223.9021
Capital Expenditure,-4719102.7496,-9426844.0145,-7534773.2181
Acquisitions and disposals,513024.602,0.0,0.0
Investment purchases and sales,3270043.4153,-435240779.9274,-40996688.2649
Investing Cash flow,-936034.7323,-444667623.942,-48531461.4831
Issuance (repayment) of debt,-28943560.0579,30229746.0701,0.0
Issuance (buybacks) of shares,43801736.6136,0.0,52116774.658
Dividend payments,0.0,-4871221.2817,0.0
Financing Cash Flow,-99404196.8162,333362001.2092,66035133.1893
Effect of forex changes on cash,-390738.0608,0.0,0.0
Net cash flow / Change in cash,75068451.5195,233929715.8404,150604895.6084
Free Cash Flow,171080318.3792,335808494.5586,125566450.6839
Net Cash/Marketcap,,,
