Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,620754848.0463,115604897.2189,55752051.8359,107806501.3095
Short-term investments,136807235.89,73819679.5647,102601007.9194,7702973.3477
Cash and short-term investments,757562083.9363,189424576.7836,158353059.7553,115509474.6572
Receivables,46945296.6715,63875755.7437,16654571.6343,2563395.4707
Inventories,0.0,0.0,0.0,0.0
Total current assets,947901157.7424,325438331.318,201699928.0058,131344014.7897
Property Plant & Equipment Net,57148769.8987,28176844.0145,7346868.2505,5273455.5538
Goodwill and Intangible Assets,341667583.2127,72137091.8984,48011375.09,16871822.5235
Long-term investments,141821562.9522,96123337.364,54288120.9503,24748729.0094
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,570193777.1346,199580562.2733,110281353.4917,46894007.0867
Total assets,1518094934.877,525018893.5913,311981281.4975,178238021.8764
Payables,189232706.2229,90161275.6953,45624046.0763,18912648.2822
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,477400000.0,211305018.1378,90439164.8668,47481435.8342
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,1540594.6695
Deferred revenue,142567727.9305,86585247.8839,31446508.2793,2551841.0106
Tax Liabilities,5572358.9001,3777509.0689,1581281.4975,1043136.6507
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,0.0
Total liabilities,477400000.0,211305018.1378,90439164.8668,47481435.8342
Other comprehensive income,47189146.165,4541565.9008,15225629.9496,7347712.2169
Retained earnings (deficit),-411387843.7048,-335969467.9565,-256010079.1937,-101045293.4833
Total shareholders equity,1005903907.3806,-293154776.2999,-190548596.1123,-83832075.181
Investments,278628798.8423,169943016.9287,156889128.8697,32451702.3571
Net Debt,-870132556.0343,,,
Other Assets,147492619.3922,,,
Other Liabilities,288167293.7771,121143742.4425,44815118.7905,28568787.552
