Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,69119000.0,109467000.0,43294000.0,40650000.0,58982000.0,34281000.0,25362000.0
Short-term investments,400000.0,400000.0,400000.0,400000.0,,,
Cash and short-term investments,69519000.0,109867000.0,43694000.0,41050000.0,,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,92013000.0,128414000.0,63263000.0,63080000.0,,,
Property, Plant & Equipment Net,28878000.0,26681000.0,24435000.0,23042000.0,17429000.0,23512000.0,32969000.0
Goodwill and Intangible Assets,27480000.0,28172000.0,3044000.0,1301000.0,0.0,0.0,0.0
Long-term investments,77000000.0,104000000.0,38000000.0,41000000.0,,,
Tax assets,7551000.0,8831000.0,18985000.0,18830000.0,2089000.0,4210000.0,4210000.0
Total non-current assets,,,,,,,
Total assets,1636441000.0,1581449000.0,1292877000.0,1031416000.0,903648000.0,784893000.0,769939000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,168500000.0,205500000.0,273500000.0,130000000.0,,,
Total current liabilities,1391871000.0,1368612000.0,1103767000.0,846830000.0,,,
Long-term debt,69000000.0,41000000.0,42000000.0,170000000.0,,,
Total debt,237232000.0,246556000.0,315658000.0,170131000.0,74433000.0,54433000.0,39433000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,1221240000.0,1162177000.0,830013000.0,716617000.0,703117000.0,684226000.0,675098000.0
Total non-current liabilities,,,,,,,
Total liabilities,1473569000.0,1430136000.0,1159809000.0,899947000.0,796329000.0,752375000.0,727645000.0
Other comprehensive income,-3424000.0,-23000.0,-5456000.0,-1736000.0,-2269000.0,-7476000.0,1885000.0
Retained earnings (deficit),92624000.0,78718000.0,76139000.0,69763000.0,45937000.0,39994000.0,40409000.0
Total shareholders equity,162872000.0,151313000.0,133068000.0,131469000.0,107319000.0,32518000.0,42294000.0
Investments,1453448000.0,1362932000.0,1160058000.0,916533000.0,794220000.0,693442000.0,682031000.0
Net Debt,167981000.0,,,,,,
Other Assets,22494000.0,,,,,,
Other Liabilities,1223371000.0,1163112000.0,830267000.0,716830000.0,,,
