date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,413333000.0,238065000.0,296130000.0,274457000.0,224884000.0,193013000.0,215704000.0,136269000.0,132688000.0,101774000.0,77789000.0,61016000.0,49013000.0,29631000.0
,depreciationAndAmortization,151002000.0,114004000.0,79030000.0,55389000.0,48515000.0,47386000.0,43808000.0,39193000.0,26358000.0,17019000.0,12350000.0,10602000.0,7803000.0,7052000.0
,deferredIncomeTax,-8566000.0,-17273000.0,-14821000.0,-518000.0,-1936000.0,-5548000.0,-2193000.0,-3630000.0,-3255000.0,-1154000.0,-1871000.0,-1143000.0,-195000.0,-416000.0
,stockBasedCompensation,62057000.0,71336000.0,57443000.0,20287000.0,16810000.0,15689000.0,20079000.0,27242000.0,24125000.0,15045000.0,16183000.0,16750000.0,0.0,0.0
,changeInWorkingCapital,191499000.0,310821000.0,366098000.0,263727000.0,225547000.0,118779000.0,83838000.0,81573000.0,69201000.0,80941000.0,37349000.0,10063000.0,11176000.0,18174000.0
,accountsReceivables,-1422000.0,-509000.0,767000.0,-75000.0,-187000.0,-2096000.0,443000.0,213000.0,-2164000.0,314000.0,-410000.0,-661000.0,0.0,0.0
,inventory,-3278000.0,6032000.0,-5855000.0,-5376000.0,-5649000.0,-1750000.0,-481000.0,-1664000.0,-1753000.0,91000.0,-1982000.0,-4309000.0,-3432000.0,-1648000.0
,accountsPayables,82000.0,-2747000.0,13728000.0,3592000.0,4830000.0,9248000.0,272000.0,-701000.0,-740000.0,-2068000.0,1746000.0,2141000.0,0.0,0.0
,otherWorkingCapital,-122549000.0,325132000.0,321268000.0,227359000.0,179220000.0,115156000.0,60672000.0,53395000.0,66933000.0,72768000.0,30677000.0,12551000.0,0.0,141000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406000.0,0.0,60875000.0,9108000.0,4969000.0
,netCashProvidedByOperatingActivites,804455000.0,805648000.0,781127000.0,618137000.0,517894000.0,374145000.0,361345000.0,283628000.0,249304000.0,215819000.0,141890000.0,97182000.0,76708000.0,59540000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-309548000.0,-269140000.0,-214255000.0,-105736000.0,-64401000.0,-55318000.0,-31703000.0,-61468000.0,-71690000.0,-49138000.0,-19558000.0,-15998000.0,-11360000.0,-8131000.0
,acquisitionsNet,14000000.0,-46000000.0,-1000000.0,-1000000.0,3000000.0,-15000000.0,0.0,-10000000.0,0.0,-3000000.0,-1000000.0,0.0,-2000000.0,0.0
,purchasesOfInvestments,-3305537000.0,-3828782000.0,-1434755000.0,-1275969000.0,-1076226000.0,-980507000.0,-2017629000.0,-167994000.0,-658622000.0,-139903000.0,0.0,0.0,-46943000.0,0.0
,salesMaturitiesOfInvestments,2326706000.0,3575339000.0,1238411000.0,709216000.0,829853000.0,813999000.0,1720830000.0,2459000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-6416000.0,-15473000.0,427000.0,-1674000.0,-3289000.0,-1079000.0,-745000.0,2059000.0,586873000.0,-9779000.0,-78151000.0,-6041000.0,-73000.0,-2983000.0
,netCashUsedForInvestingActivites,-1256370000.0,-574712000.0,-406716000.0,-672264000.0,-309737000.0,-173417000.0,-344377000.0,-237888000.0,-143701000.0,-198152000.0,-97925000.0,-22262000.0,-59775000.0,-10971000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,233347000.0,0.0,0.0,0.0,0.0,0.0,0.0,945000.0,6432000.0,12446000.0,5322000.0,8274000.0,150682000.0
,commonStockRepurchased,0.0,-55962000.0,0.0,0.0,0.0,-59420000.0,-21487000.0,-28511000.0,0.0,0.0,-29996000.0,-35455000.0,-27263000.0,0.0
,dividendsPaid,0.0,0.0,-71153000.0,0.0,-62668000.0,0.0,-54476000.0,-46990000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-41491000.0,-7193000.0,-3729000.0,8807000.0,65995000.0,3791000.0,0.0,0.0,0.0,0.0,0.0,0.0,-272000.0,218000.0
,netCashUsedProvidedByFinancingActivities,-17862000.0,266649000.0,-74881000.0,9349000.0,5503000.0,-44297000.0,-54114000.0,-70849000.0,945000.0,6432000.0,-17550000.0,-30125000.0,-19261000.0,126691000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-29026000.0,-66123000.0,42771000.0,-23413000.0,-35749000.0,3274000.0,-8427000.0,14014000.0,4453000.0,12057000.0,-83000.0,1537000.0,6372000.0,-5104000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-498803000.0,431462000.0,342301000.0,-68191000.0,177911000.0,159705000.0,-45573000.0,-11095000.0,111001000.0,36156000.0,26332000.0,46332000.0,4044000.0,170156000.0
,cashAtEndOfPeriod,919424000.0,1418227000.0,983319000.0,641018000.0,709209000.0,531298000.0,371593000.0,417166000.0,428261000.0,317260000.0,281104000.0,254772000.0,208440000.0,204378000.0
