Date,1999-03,1998-03,1997-03,1996-03,1995-03
Revenue,1030000000.0,704000000.0,653000000.0,557000000.0,383000000.0
Revenue Growth,,,,,
Cost of Revenue,388000000.0,221000000.0,198000000.0,159000000.0,286000000.0
Gross Profit,642000000.0,483000000.0,456000000.0,398000000.0,97000000.0
R&D Expenses,,,,,
SG&A Expense,569000000.0,426000000.0,403000000.0,351000000.0,61000000.0
Operating Expenses,590000000.0,440000000.0,416000000.0,361000000.0,68000000.0
Operating Income,52000000.0,43000000.0,40000000.0,37000000.0,29000000.0
Interest Expense,,,,,
Earnings before Tax,7000000.0,34000000.0,31000000.0,37000000.0,32000000.0
Income Tax Expense,4000000.0,14000000.0,13000000.0,15000000.0,13000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-0000000.0,19000000.0,18000000.0,22000000.0,18000000.0
Preferred Dividends,,,,,
Net Income Com,-0000000.0,19000000.0,18000000.0,22000000.0,18000000.0
EPS,-0.02,1.08,0.91,0.99,0.79
EPS Diluted,-0.02,1.07,0.91,0.98,0.79
Weighted Average Shs Out,20000000.0,18000000.0,20000000.0,22000000.0,23000000.0
Weighted Average Shs Out (Dil),20000000.0,18000000.0,20000000.0,23000000.0,23000000.0
Dividend per Share,,,,,
Gross Margin,0.62330097087379,0.68607954545455,0.69831546707504,0.71454219030521,0.2532637075718
EBITDA Margin,0.070873786407767,0.080965909090909,0.079632465543645,0.084380610412926,0.091383812010444
EBIT Margin,0.0038834951456311,0.046875,0.047473200612557,0.066427289048474,0.080939947780679
Profit Margin,-0,0.026988636363636,0.027565084226646,0.039497307001795,0.046997389033943
Free Cash Flow margin,,,,,
EBITDA,73000000.0,57000000.0,52000000.0,47000000.0,35000000.0
EBIT,4000000,33000000,31000000,37000000,31000000
Consolidated Income,-0000000.0,19000000.0,18000000.0,22000000.0,18000000.0
Earnings Before Tax Margin,0.0067961165048544,0.048295454545455,0.047473200612557,0.066427289048474,0.08355091383812
Net Profit Margin,-0,0.026988636363636,0.027565084226646,0.039497307001795,0.046997389033943
