Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,14000000.0,15000000.0,16000000.0,16000000.0,14000000.0
Stock-based compensation,9000000.0,8000000.0,7000000.0,6000000.0,5000000.0
Operating Cash Flow,182000000.0,-12000000.0,224000000.0,233000000.0,200000000.0
Capital Expenditure,-9000000.0,-18000000.0,-17000000.0,-19000000.0,-20000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-1000000,512000000,123000000,-182000000,-200000000
Investing Cash flow,-10000000.0,495000000.0,106000000.0,-201000000.0,-220000000.0
Issuance (repayment) of debt,-141000000.0,-210000000.0,-9000000.0,-7000000.0,-54000000.0
Issuance (buybacks) of shares,-16000000.0,-10000000.0,000000.0,000000.0,000000.0
Dividend payments,,,,,
Financing Cash Flow,-157000000.0,-902000000.0,-8000000.0,-6000000.0,96000000.0
Effect of forex changes on cash,3000000.0,-4000000.0,-18000000.0,-7000000.0,9000000.0
Net cash flow / Change in cash,18000000.0,-422000000.0,303000000.0,19000000.0,84000000.0
Free Cash Flow,173000000.0,-29000000.0,207000000.0,214000000.0,179000000.0
Net Cash/Marketcap,,,,,
