date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-04-01_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY,1999-01-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,13510000000.0,14881000000.0,6670000000.0,9862000000.0,13643000000.0,14694000000.0,16363000000.0,16022000000.0,16999000000.0,15699000000.0,16389000000.0,14335000000.0,13400000000.0,13400000000.0,12731000000.0,11284000000.0,11231000000.0,10267000000.0,9054000000.0,8039000000.0,6671000000.0,6295000000.0,5575000000.0,4430000000.0,3526000000.0,3056000000.0,2740000000.0
,depreciationAndAmortization,11152000000.0,10987000000.0,10678000000.0,10529000000.0,10080000000.0,9454000000.0,9173000000.0,8870000000.0,8501000000.0,8130000000.0,7641000000.0,7157000000.0,6739000000.0,6739000000.0,6317000000.0,5459000000.0,4717000000.0,4405000000.0,3852000000.0,3432000000.0,3290000000.0,2868000000.0,2375000000.0,1872000000.0,1634000000.0,1463000000.0,1304000000.0
,deferredIncomeTax,1911000000.0,320000000.0,-499000000.0,-304000000.0,761000000.0,-672000000.0,-503000000.0,-279000000.0,-133000000.0,1050000000.0,651000000.0,-504000000.0,581000000.0,581000000.0,-8000000.0,89000000.0,-129000000.0,263000000.0,177000000.0,520000000.0,185000000.0,342000000.0,-138000000.0,-640000000.0,20000000.0,-180000000.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,7972000000.0,-404000000.0,3277000000.0,-9618000000.0,-4859000000.0,-2386000000.0,6166000000.0,3718000000.0,-4553000000.0,-734000000.0,639000000.0,-789000000.0,0.0,4428000000.0,-5703000000.0,-164000000.0,-605000000.0,-1400000000.0,-863000000.0,-3098000000.0,3358000000.0,-947000000.0,-5817000000.0,-522000000.0,-2144000000.0,1159000000.0,-1434000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-796000000.0,-733000000.0,-297000000.0,-101000000.0,-101000000.0,-564000000.0,-214000000.0,-456000000.0,-304000000.0,373000000.0,-101000000.0,-210000000.0,-422000000.0,-255000000.0,-148000000.0,-78000000.0,-58000000.0,-61000000.0
,inventory,-2395000000.0,-300000000.0,-1311000000.0,-140000000.0,1021000000.0,-703000000.0,-1229000000.0,-1667000000.0,-2759000000.0,-3727000000.0,-3086000000.0,2265000000.0,-220000000.0,-220000000.0,-775000000.0,-1274000000.0,-1733000000.0,-2635000000.0,-1973000000.0,-2236000000.0,-1235000000.0,-1795000000.0,-2088000000.0,-379000000.0,-365000000.0,99000000.0,-1850000000.0
,accountsPayables,6966000000.0,-274000000.0,1831000000.0,4086000000.0,3942000000.0,2008000000.0,2678000000.0,531000000.0,1061000000.0,2687000000.0,2557000000.0,1052000000.0,-410000000.0,-410000000.0,865000000.0,2344000000.0,2390000000.0,1694000000.0,2658000000.0,1447000000.0,368000000.0,2061000000.0,1849000000.0,1108000000.0,1048000000.0,1208000000.0,448000000.0
,otherWorkingCapital,0.0,-15984000000.0,-15580000000.0,-18857000000.0,-9239000000.0,-4380000000.0,-1994000000.0,-8160000000.0,-11878000000.0,-7325000000.0,-6591000000.0,-7230000000.0,-6441000000.0,-6441000000.0,-10869000000.0,-5166000000.0,-5002000000.0,-4397000000.0,-2997000000.0,-2134000000.0,964000000.0,-2394000000.0,-1447000000.0,4370000000.0,4892000000.0,7036000000.0,5877000000.0
,otherNonCashItems,1521000000.0,945000000.0,1734000000.0,1210000000.0,206000000.0,1410000000.0,785000000.0,938000000.0,527000000.0,398000000.0,1087000000.0,301000000.0,0.0,1268000000.0,601000000.0,1039000000.0,620000000.0,378000000.0,198000000.0,325000000.0,66000000.0,244000000.0,59000000.0,78000000.0,9000000.0,-88000000.0,-227000000.0
,netCashProvidedByOperatingActivites,36074000000.0,25255000000.0,27753000000.0,28337000000.0,31530000000.0,27389000000.0,28564000000.0,23257000000.0,25591000000.0,24255000000.0,23643000000.0,26249000000.0,23147000000.0,23147000000.0,20354000000.0,20164000000.0,17633000000.0,15044000000.0,15996000000.0,12532000000.0,10260000000.0,9604000000.0,8194000000.0,7580000000.0,7123000000.0,5930000000.0,2383000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-10264000000.0,-10705000000.0,-10344000000.0,-10051000000.0,-10619000000.0,-11477000000.0,-12174000000.0,-13115000000.0,-12898000000.0,-13510000000.0,-12699000000.0,-12184000000.0,-11499000000.0,-11499000000.0,-14937000000.0,-15666000000.0,-14563000000.0,-12893000000.0,-10308000000.0,-9355000000.0,-8383000000.0,-8042000000.0,-6183000000.0,-3734000000.0,-2636000000.0,-2643000000.0,-3566000000.0
,acquisitionsNet,0.0,-56000000.0,-14656000000.0,-375000000.0,-2463000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44000000.0,-30000000.0,-59000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-1901000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,102000000.0,479000000.0,-431000000.0,-58000000.0,-122000000.0,-79000000.0,-192000000.0,105000000.0,71000000.0,-131000000.0,219000000.0,-438000000.0,0.0,781000000.0,-95000000.0,223000000.0,-68000000.0,-96000000.0,78000000.0,-60000000.0,103000000.0,-45000000.0,-244000000.0,171000000.0,80000000.0,111000000.0,291000000.0
