date,,2021-02-28_FY,2020-02-29_FY,2019-02-28_FY,2018-02-28_FY,2017-02-28_FY,2016-02-29_FY,2015-02-28_FY,2014-02-28_FY,2013-02-28_FY,2012-02-29_FY,2011-02-28_FY,2010-02-28_FY,2009-02-28_FY,2008-02-29_FY,2007-02-28_FY,2006-02-28_FY,2005-02-28_FY,2004-02-29_FY,2003-02-28_FY,2002-02-28_FY,2001-02-28_FY,2000-02-29_FY,1999-02-28_FY,1998-02-28_FY,1997-02-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1104000000.0,-152000000.0,93000000.0,405000000.0,-1206000000.0,-208000000.0,-304000000.0,-5873000000.0,-646000000.0,1164000000.0,3411000000.0,2457144000.0,1892616000.0,1297942917.04928,631477578.709044,381448855.297271,213387000.0,51829000.0,-148989619.92048,-28472199.863979,-6211000.0,10498000.0,6306756.38051,399114.671164,0.0
,depreciationAndAmortization,198000000.0,212000000.0,149000000.0,177000000.0,239000000.0,616000000.0,694000000.0,1270000000.0,1918000000.0,1523000000.0,927000000.0,615621000.0,327896000.0,177924735.231099,126336109.188774,85731598.189568,66760000.0,54529000.0,31174749.646203,17735764.246361,9123000.0,4683000.0,2702895.591647,1496681.422147,438404.20868
,deferredIncomeTax,-3000000.0,0.0,-25000000.0,-7000000.0,33000000.0,-105000000.0,62000000.0,-149000000.0,87000000.0,-5000000.0,92000000.0,51363000.0,-36623000.0,-67455831.037649,101560814.216754,77809663.839698,-143651000.0,0.0,29270053.911989,-16916959.611653,5011000.0,3650000.0,0.0,0.0,-73067.368113
,stockBasedCompensation,44000000.0,63000000.0,67000000.0,49000000.0,60000000.0,60000000.0,50000000.0,68000000.0,86000000.0,97000000.0,72000000.0,58038000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-56000000.0,-648000000.0,-1361000000.0,999000000.0,-887000000.0,-832000000.0,15000000.0,-864000000.0,-14000000.0,-191000000.0,477121000.0,654644000.0,717002426.79319,636747793.84845,396196026.007738,62854753.3506221,-233096000.0,867004185.592022,-398092350.676972,-118644834.91505,521191000.0,183874299.635399,-4589895.89734399,71748432.152636,-13371328.364752
,accountsReceivables,29000000.0,18000000.0,-9000000.0,49000000.0,157000000.0,200000000.0,469000000.0,1381000000.0,709000000.0,898000000.0,-1352000000.0,-480610000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,23000000.0,117000000.0,-21000000.0,123000000.0,359000000.0,426000000.0,-409000000.0,42000000.0,60789000.0,-286133000.0,-140802159.983675,-121219874.407279,-41964785.340774,-49653000.0,-11561000.0,6207525.43972,30559701.50185,-31192000.0,-17040000.0,-9309973.483593,299336.003373,-8475814.701154
,accountsPayables,-11000000.0,-17000000.0,-15000000.0,-82000000.0,-167000000.0,14000000.0,-240000000.0,-590000000.0,296000000.0,-90000000.0,216000000.0,167281000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-79000000.0,75000000.0,723000000.0,2084000000.0,1085000000.0,1972000000.0,2804000000.0,2789000000.0,3653000000.0,3667000000.0,3858000000.0,3380879000.0,2726235000.0,2009232573.20681,1372484779.35836,976288753.350622,913434000.0,1146530000.0,279525814.407978,677618165.08495,796263000.0,275072000.0,91197700.364601,95787596.261945,24039164.109309
,otherNonCashItems,366000000.0,-108000000.0,-172000000.0,172000000.0,24000000.0,-414000000.0,117000000.0,518000000.0,38000000.0,1152000000.0,3414000000.0,13417000.0,31203000.0,38794828.078767,19060150.369516,0.87885,0.0,0.0,0.0,0.0,0.0,0.0,100107.391448,99778.667791,73067.368113
,netCashProvidedByOperatingActivites,82000000.0,26000000.0,100000000.0,704000000.0,-224000000.0,257000000.0,813000000.0,-159000000.0,2303000000.0,2912000000.0,4009000000.0,3034874000.0,1451845000.0,1581726078.97153,735559015.763168,149843854.638133,277982000.0,63835000.0,2792485.342678,17700772.451316,5146000.0,-15747000.0,1701823.002983,199557.335582,-12932924.156072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8000000.0,-12000000.0,-17000000.0,-15000000.0,-17000000.0,-32000000.0,-87000000.0,-283000000.0,-413000000.0,-902000000.0,-1039000000.0,-1009416000.0,-1521434000.0,-728329164.370983,-314297004.570892,-202100664.41095,-109363000.0,-21815000.0,-39705342.678078,-73899350.467027,-68146000.0,-24419000.0,-8709330.460723,-5886946.318156,-6064591.553412
,acquisitionsNet,0.0,1000000.0,-1402000000.0,0.0,-5000000.0,-698000000.0,-119000000.0,-7000000.0,-60000000.0,-226000000.0,-494000000.0,-143000000.0,-48000000.0,-6000000.0,-116000000.0,-4000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1044000000.0,-1181000000.0,-2897000000.0,-3526000000.0,-1796000000.0,-3090000000.0,-3751000000.0,-1928000000.0,-1768000000.0,-605000000.0,-1287000000.0,-1339933000.0,-1424398000.0,-2013899227.62983,-263187646.631637,-301875101.287516,-842170000.0,-211060000.0,-232136631.848507,-925663925.02605,-388672000.0,-259968000.0,-76582042.426251,0.0,0.0
,salesMaturitiesOfInvestments,1047000000.0,1036000000.0,3972000000.0,2938000000.0,2499000000.0,3447000000.0,2857000000.0,2209000000.0,1006000000.0,926000000.0,1679000000.0,1443997000.0,1170734000.0,1590875811.65187,329134785.766158,574977657.863515,94407000.0,67817000.0,346291244.019139,834707647.767191,393683000.0,98848000.0,28930993.702353,0.0,0.0
,otherInvestingActivites,-24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.020304,0.0,0.0,-17061000.0,-31774000.0,-31024615.540131,-7104303.389926,-20812000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-65000000.0,-188000000.0,-375000000.0,-630000000.0,724000000.0,-439000000.0,-1173000000.0,-1040000000.0,-2240000000.0,-3024000000.0,-1698000000.0,-1470127000.0,-1823523000.0,-1157572112.02939,-364522494.76697,67213141.450982,-878075000.0,-196832000.0,21415062.335737,-181666613.006882,-83947000.0,-185539000.0,-56360379.18462,-5886946.318156,-6064591.553412
