Date,2002-12,2001-12,2000-12,1999-12,1998-12
Depreciation & Amortization,16000000.0,21000000.0,24000000.0,25000000.0,25000000.0
Stock-based compensation,,,,,
Operating Cash Flow,70000000.0,-0000000.0,-3000000.0,7000000.0,-4000000.0
Capital Expenditure,-7000000.0,-10000000.0,-15000000.0,-10000000.0,-18000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,0,0,10000000,17000000
Investing Cash flow,-9000000.0,-13000000.0,-26000000.0,-1000000.0,-47000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-33000000.0,-2000000.0,21000000.0,-1000000.0,38000000.0
Effect of forex changes on cash,3000000.0,1000000.0,-4000000.0,-2000000.0,2000000.0
Net cash flow / Change in cash,32000000.0,-15000000.0,-12000000.0,2000000.0,-11000000.0
Free Cash Flow,64000000.0,-11000000.0,-18000000.0,-3000000.0,-22000000.0
Net Cash/Marketcap,,,,,
