Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,11341000.0,68498000.0,76838000.0,81093000.0,11557000.0,33163000.0,18878000.0
Short-term investments,6940000.0,762000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,18281000.0,69260000.0,76838000.0,81093000.0,11557000.0,33163000.0,18878000.0
Receivables,22165000.0,32455000.0,36988000.0,33656000.0,69161000.0,102483000.0,35618000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,8353000.0
Total current assets,45978000.0,106688000.0,123889000.0,145802000.0,273125000.0,192597000.0,89472000.0
Property Plant & Equipment Net,553469000.0,574462000.0,631595000.0,523869000.0,2123116000.0,2094894000.0,1567408000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,791000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1923000.0,0.0,0.0,0.0,44862000.0,11837000.0,6027000.0
Total non-current assets,6048000.0,581440000.0,637050000.0,533365000.0,2202668000.0,2149510000.0,1594538000.0
Total assets,605495000.0,688128000.0,760939000.0,679167000.0,2475793000.0,2342107000.0,1684010000.0
Payables,6511000.0,11547000.0,2521000.0,1904000.0,22783000.0,21493000.0,29196000.0
Short-term debt,0.0,0.0,0.0,1890944000.0,0.0,0.0,0.0
Total current liabilities,32032000.0,57822000.0,56252000.0,1984560000.0,251476000.0,253754000.0,135427000.0
Long-term debt,23059000.0,128059000.0,128059000.0,1890944000.0,1735150000.0,1701150000.0,694000000.0
Total debt,23059000.0,128059000.0,128059000.0,3781888000.0,1735150000.0,1701150000.0,694000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,1813000.0,2758000.0,2537000.0,1272000.0,4226000.0,4400000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,31786000.0,144719000.0,142873000.0,20673000.0,1758455000.0,1748354000.0,905002000.0
Total liabilities,63818000.0,202541000.0,199125000.0,2005233000.0,2009931000.0,2002108000.0,1040429000.0
Other comprehensive income,566785000,560481000,551634000,885166000,879305000,870386000,830006000
Retained earnings (deficit),-25363000.0,-75147000.0,9930000.0,-2211342000.0,-414147000.0,-531076000.0,-187091000.0
Total shareholders equity,541677000.0,485587000.0,561814000.0,-1326066000.0,465862000.0,339999000.0,643581000.0
Investments,7731000.0,762000.0,0.0,0.0,0.0,0.0,0.0
Net Debt,11718000.0,59561000.0,51221000.0,3700795000.0,1723593000.0,1667987000.0,675122000.0
Other Assets,553469000.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
