Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,638115.0,5599572.0,4114641.0,198739.0,2573401.0,4905486.0,11136870.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,638115.0,5599572.0,4114641.0,198739.0,2573401.0,4905486.0,11136870.0
Receivables,0.0,0.0,3000000.0,0.0,0.0,256015.0,212184.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,1193971.0,5884577.0,8338650.0,4190554.0,2777413.0,5329809.0,11544961.0
Property Plant & Equipment Net,4956.0,27846.0,42366.0,62021.0,119449.0,152603.0,122082.0
Goodwill and Intangible Assets,12526507.0,12526507.0,12526507.0,12526507.0,13220014.0,13983200.0,13704214.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,13237123.0,13279066.0,12635215.0,12717834.0,13538733.0,14135803.0,13826296.0
Total assets,14431094.0,19163643.0,20973865.0,16908388.0,16316146.0,19465612.0,25371257.0
Payables,934147.0,786779.0,1006903.0,1788521.0,852760.0,942156.0,119669.0
Short-term debt,0.0,0.0,0.0,4047749.0,395000.0,681124.0,682993.0
Total current liabilities,1599788.0,1943666.0,1865996.0,7342414.0,2698923.0,3590012.0,1399662.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,4047749.0,395000.0,681124.0,682993.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2918518.0,2918518.0,2938394.0,2957309.0,3136480.0,3257910.0,3192909.0
Total liabilities,4518306.0,4862184.0,4804390.0,10299723.0,5835403.0,6847922.0,4592571.0
Other comprehensive income,253734.0,253734.0,253734.0,253734.0,575676.0,900254.0,915598.0
Retained earnings (deficit),-153233595.0,-145933137.0,-142338005.0,-88131899.0,-75624428.0,-58306999.0,-49727753.0
Total shareholders equity,9912788.0,14301459.0,16169475.0,6608665.0,10480743.0,12617690.0,20778686.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-638115.0,-5599572.0,-4114641.0,3849010.0,-2178401.0,-4224362.0,-10453877.0
Other Assets,555856.0,285005.0,1224009.0,3991815.0,204012.0,168308.0,195907.0
Other Liabilities,665641.0,1156887.0,859093.0,1506144.0,1451163.0,1966732.0,597000.0
