Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,56970000.0,32694000.0,0.0,0.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,56970000.0,32694000.0,0.0,0.0
Receivables,10094000.0,9669000.0,16351000.0,16195000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,72360000.0,45388000.0,16351000.0,16195000.0
Property, Plant & Equipment Net,68580000.0,69488000.0,71235000.0,69852000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,549039000.0,487999000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,620843000.0,560270000.0,71235000.0,69852000.0
Total assets,693203000.0,605658000.0,87586000.0,86047000.0
Payables,3160000.0,2539000.0,1194000.0,1137000.0
Short-term debt,0.0,15000000.0,0.0,0.0
Total current liabilities,11127000.0,22020000.0,5261000.0,4753000.0
Long-term debt,468000000.0,0.0,0.0,0.0
Total debt,468000000.0,15000000.0,0.0,0.0
Deferred revenue,1067000.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,5859000.0,5179000.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,471224000.0,2783000.0,8383000.0,7036000.0
Total liabilities,482351000.0,24803000.0,13644000.0,11789000.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0
Total shareholders equity,69878000.0,238525000.0,0.0,74258000.0
Investments,549039000.0,487999000.0,0.0,0.0
Net Debt,411030000.0,-17694000.0,0.0,0.0
Other Assets,5296000.0,3025000.0,0.0,0.0
Other Liabilities,7967000.0,4481000.0,4067000.0,3616000.0
