Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,981000000.0,1006000000.0,1030000000.0,977000000.0,874000000.0
Revenue Growth,,,,,
Cost of Revenue,417000000.0,435000000.0,422000000.0,400000000.0,364000000.0
Gross Profit,564000000.0,571000000.0,608000000.0,577000000.0,510000000.0
R&D Expenses,,,,,
SG&A Expense,297000000.0,246000000.0,251000000.0,262000000.0,190000000.0
Operating Expenses,443000000.0,493000000.0,480000000.0,440000000.0,354000000.0
Operating Income,121000000.0,78000000.0,128000000.0,137000000.0,156000000.0
Interest Expense,83000000.0,82000000.0,87000000.0,121000000.0,143000000.0
Earnings before Tax,41000000.0,-1000000.0,49000000.0,17000000.0,9000000.0
Income Tax Expense,-112000000.0,0000000.0,22000000.0,350000000.0,4000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,152000000.0,-1000000.0,26000000.0,-337000000.0,4000000.0
Preferred Dividends,,,,,
Net Income Com,152000000.0,-1000000.0,26000000.0,-337000000.0,4000000.0
EPS,1.31,-0.01,0.21,-2.67,124
EPS Diluted,1.30,-0.01,0.20,-2.67,124
Weighted Average Shs Out,116000000.0,118000000.0,128000000.0,126000000.0,
Weighted Average Shs Out (Dil),117000000.0,118000000.0,129000000.0,126000000.0,
Dividend per Share,,,,,
Gross Margin,0.57492354740061,0.5675944333996,0.59029126213592,0.59058341862845,0.58352402745995
EBITDA Margin,0.27726809378186,0.22763419483101,0.30194174757282,0.31934493346981,0.36842105263158
EBIT Margin,0.12538226299694,0.08051689860835,0.13106796116505,0.13715455475947,0.17276887871854
Profit Margin,0.15494393476045,-0.00099403578528827,0.025242718446602,-0.34493346980553,0.0045766590389016
Free Cash Flow margin,,,,,
EBITDA,272000000.0,229000000.0,311000000.0,312000000.0,322000000.0
EBIT,123000000,81000000,135000000,134000000,151000000
Consolidated Income,152000000.0,-1000000.0,26000000.0,-337000000.0,4000000.0
Earnings Before Tax Margin,0.041794087665647,-0.00099403578528827,0.047572815533981,0.017400204708291,0.010297482837529
Net Profit Margin,0.15494393476045,-0.00099403578528827,0.025242718446602,-0.34493346980553,0.0045766590389016
