date,,2019-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2010-12-31_FY,2007-12-31_FY,2006-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1789067000.0,10272000.0,-934747000.0,1615951000.0,-105218000.0,533994000.0,-480574000.0,2516191000.0,3032157440.0,1597242500.0,2270914200.0,1540680780.0
,depreciationAndAmortization,97627000.0,44570000.0,43681000.0,0.0,36354000.0,0.0,0.0,806169000.0,706850560.0,437162500.0,369189560.0,343335230.0
,deferredIncomeTax,-2723232000.0,60294000.0,34726000.0,-106242000.0,-674021000.0,-1119223000.0,-822724000.0,257326000.0,-151340800.0,208985000.0,5312080.0,-253894960.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3196640000.0,-131597000.0,1018796000.0,3196637000.0,-562903000.0,431977000.0,589053000.0,-2858351000.0,-51633920.0,-1386125000.0,-1872508200.0,103866120.0
,accountsReceivables,-27933000.0,-286000000.0,-392425000.0,425927000.0,-54482000.0,-287823000.0,-237873000.0,143250000.0,0.0,0.0,0.0,0.0
,inventory,-218242000.0,-442109000.0,947834000.0,-726800000.0,-917193000.0,259301000.0,200893000.0,-794331000.0,172706560.0,-695195000.0,-1309427720.0,-69244080.0
,accountsPayables,701258000.0,667032000.0,482009000.0,301118000.0,581951000.0,-841157000.0,663198000.0,11964000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2309590000.0,-104472000.0,-58931000.0,2962000.0,146339000.0,-46316000.0,99911000.0,-1950404000.0,-461144320.0,-481945000.0,0.0,0.0
,otherNonCashItems,1741178000.0,2291821000.0,2819331000.0,-588954000.0,2854760000.0,2233500000.0,2249123000.0,1744929000.0,-352535040.0,1710265000.0,0.0,0.0
,netCashProvidedByOperatingActivites,4871879000.0,571851000.0,275918000.0,5069163000.0,1188385000.0,2198079000.0,3487500000.0,2482535000.0,2250526720.0,1959767500.0,860556960.0,1641661730.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2215883000.0,-1060103000.0,-1631813000.0,-1617635000.0,-1849223000.0,-2490204000.0,-3144166000.0,-3661127000.0,-1125263360.0,-1505545000.0,-472775120.0,-605885700.0
,acquisitionsNet,-5000000.0,0.0,0.0,0.0,0.0,-68000000.0,-155000000.0,0.0,0.0,-28000000.0,0.0,0.0
,purchasesOfInvestments,-210062000.0,0.0,-912878000.0,-2727036000.0,-12493000.0,-35455000.0,-166915000.0,-1370016000.0,0.0,-752772500.0,0.0,0.0
,salesMaturitiesOfInvestments,289213000.0,55132000.0,3208000.0,174428000.0,76607000.0,426328000.0,57740000.0,0.0,778069760.0,398777500.0,0.0,0.0
,otherInvestingActivites,-78290000.0,-44253000.0,235374000.0,382128000.0,127366000.0,-146475000.0,0.0,395346000.0,-975703040.0,130082500.0,-2656040.0,-11540680.0
,netCashUsedForInvestingActivites,-2236367000.0,-1049224000.0,-2305168000.0,-2864993000.0,-1657743000.0,-2245806000.0,-3539653000.0,-4635797000.0,-1942503680.0,-1789167500.0,-889773400.0,-715522160.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-11775093000.0,-1528023000.0,-956952000.0,-3829740000.0,-1460478000.0,-1923703000.0,-3327284000.0,-2706982000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,1898606000.0,0.0,3721945000.0,128811000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-9390000.0,-909204000.0,0.0,0.0,0.0,-56975360.0,-36252500.0,-406374120.0,0.0
,dividendsPaid,-1920309000.0,0.0,-53000.0,-549835000.0,-424939000.0,-1660503000.0,-1199734000.0,-1560795000.0,-626728960.0,-1776372500.0,-642761680.0,-802077260.0
,otherFinancingActivites,-162089000.0,-238000.0,-26844000.0,373491000.0,-1241461000.0,5424000.0,56194000.0,128811000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-3788864000.0,-993755000.0,-883012000.0,-3090768000.0,-896015000.0,-1881419000.0,-748879000.0,4650582000.0,-217218560.0,-560847500.0,-1009295200.0,1428159150.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-5697000.0,11538000.0,-77628000.0,61629000.0,55722000.0,32997000.0,-171486000.0,-228833000.0,361437440.0,-211117500.0,292164400.0,227928430.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1159049000.0,-1459590000.0,-2989890000.0,-824969000.0,-1309651000.0,-1896149000.0,-972518000.0,2268487000.0,452241920.0,-601365000.0,-746347240.0,2582227150.0
,cashAtEndOfPeriod,1088955000.0,3411572000.0,4871162000.0,7861052000.0,8686021000.0,9995672000.0,14444875000.0,10239278000.0,2159722240.0,2045067500.0,2576358800.0,3609347670.0
,cashAtBeginningOfPeriod,2248004000.0,4871162000.0,7861052000.0,8686021000.0,9995672000.0,11891821000.0,15417393000.0,7970791000.0,1707480320.0,2646432500.0,3322706040.0,1027120520.0
,operatingCashFlow,4871879000.0,571851000.0,275918000.0,5069163000.0,1188385000.0,2198079000.0,3487500000.0,2482535000.0,2250526720.0,1959767500.0,860556960.0,1641661730.0
