Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,2617775.0,3007664.0,3323711.0,3650747.0,1084451.0,281648.0,112943.0,108592.0,88030.0
Stock-based compensation,799741.0,900363.0,264331.0,446107.0,565188.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-4935963.0,-6205483.0,-6664064.0,-6164168.0,-8789996.0,-415485.0,2617701.0,2851921.0,1655603.0
Capital Expenditure,-7937.0,-153628.0,-5292.0,-75177.0,-37850.0,-32221.0,-20513.0,-15724.0,-9389.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,-3110646.0,-135945.0,0.0,0.0,0.0
Investment purchases and sales,0.0,-4559.0,500000.0,4622000.0,-5285533.0,242206.0,150796.0,325155.0,138320.0
Investing Cash flow,72139.0,-343301.0,657740.0,4114988.0,-8614343.0,-469701.0,-230108.0,262061.0,28654.0
Issuance (repayment) of debt,500000.0,0.0,-300000.0,-1352176.0,-7165.0,0.0,-176000.0,-192000.0,-192000.0
Issuance (buybacks) of shares,2921867.0,3063518.0,14057722.0,5023459.0,-25862.0,19463310.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,-200000.0,-2900000.0,-1553292.0,-1722000.0
Financing Cash Flow,3421867.0,3585596.0,10004604.0,2600406.0,187311.0,18753387.0,-3773730.0,-1772192.0,-1914000.0
Effect of forex changes on cash,-42523.0,33805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-1484481.0,-2929383.0,3998280.0,551226.0,-17217028.0,17868201.0,-1386137.0,1341790.0,-229743.0
Free Cash Flow,-4943900.0,-6359111.0,-6669356.0,-6239345.0,-8827846.0,-447706.0,2597188.0,2836197.0,1646214.0
Net Cash/Marketcap,0.1939,0.1676,0.1633,0.2905,0.0793,0.6433,-0.0088,-0.0088,-0.0088
