Date,2019-10-31,2018-10-31,2017-10-31,2016-10-31,2015-10-31,2010-10-31
Cash and cash equivalents,11721683.0,7512422.0,6851539.0,5615461.0,6324584.0,215204.0
Short-term investments,2477502.0,3240595.0,3014795.0,0.0,0.0,14875.0
Cash and short-term investments,11721683.0,7512422.0,6851539.0,5615461.0,6324584.0,230079.0
Receivables,4431971.0,3326623.0,1418114.0,6680897.0,3543169.0,1863842.0
Inventories,5350514.0,3823243.0,3652249.0,2598925.0,3781311.0,1780114.0
Total current assets,24099606.0,18122307.0,15257511.0,15149121.0,14081159.0,5686972.0
Property Plant & Equipment Net,5986812.0,5246183.0,5213281.0,3840500.0,3935520.0,114469.0
Goodwill and Intangible Assets,3612891.0,3613952.0,3589281.0,3749525.0,3849662.0,3921847.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,631684.0,1754169.0,4172200.0,96374.0,0.0,0.0
Total non-current assets,10231387.0,10614304.0,8802562.0,7686399.0,7799072.0,4036316.0
Total assets,34330993.0,28736611.0,24060073.0,22835520.0,21880231.0,9723288.0
Payables,1273490.0,988148.0,981994.0,1396475.0,1032673.0,2036340.0
Short-term debt,487140.0,964695.0,2212951.0,846994.0,2050930.0,14423516.0
Total current liabilities,2987199.0,3241211.0,4117108.0,3502077.0,4285096.0,22599587.0
Long-term debt,572434.0,1059544.0,6066402.0,9178930.0,13302120.0,160350.0
Total debt,1059574.0,2024239.0,8279353.0,10025924.0,15353050.0,14583866.0
Deferred revenue,830148.0,602914.0,402955.0,464541.0,495566.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,-11255.0,0.0,0.0,0.0
Total non-current liabilities,716021.0,1108450.0,6115545.0,9178930.0,13338083.0,160350.0
Total liabilities,3703220.0,4349661.0,10232653.0,12681007.0,17623179.0,22759937.0
Other comprehensive income,59521665,58599378,52839652,-2337437.0,373516.0,47167911
Retained earnings (deficit),-26769207.0,-31994406.0,-36982937.0,-40322600.0,-45253148.0,-59285833.0
Total shareholders equity,30627773.0,24386950.0,13827420.0,10154513.0,4257052.0,-13036649.0
Investments,2477502.0,3240595.0,3014795.0,0.0,0.0,14875.0
Net Debt,-10662109.0,-5488183.0,1427814.0,4410463.0,9028466.0,14368662.0
Other Assets,0.0,0.0,0.0,253838.0,432095.0,0.0
Other Liabilities,0.0,0.0,0.0,1258608.0,1201493.0,0.0
