Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,3158000.0,9636000.0,3364000.0,0.0
Short-term investments,12874000.0,14552000.0,390000.0,0.0
Cash and short-term investments,16032000.0,24188000.0,3754000.0,0.0
Receivables,471000.0,482000.0,104000.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,16503000.0,24670000.0,3858000.0,0.0
Property, Plant & Equipment Net,787000.0,289000.0,67000.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,7568000.0,3076000.0,1332000.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,8355000.0,3365000.0,1399000.0,0.0
Total assets,24858000.0,28035000.0,5257000.0,0.0
Payables,1291000.0,1147000.0,457000.0,0.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,1291000.0,1147000.0,457000.0,0.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,2071000.0,131000.0,0.0
Total liabilities,1291000.0,3218000.0,588000.0,0.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-33954000.0,-19297000.0,-3355000.0,-1442000.0
Total shareholders equity,23567000.0,24817000.0,4669000.0,0.0
Investments,20442000.0,17628000.0,1722000.0,0.0
Net Debt,-16032000.0,,,
Other Assets,0.0,,,
Other Liabilities,0.0,0.0,0.0,0.0
