date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,netCashUsedForInvestingActivites,-3392000000.0,-5760000000.0,-7191000000.0,-20048000000.0,-7280000000.0,-6408000000.0,-5742000000.0,-5168000000.0,-4183000000.0,-4256000000.0,-4319000000.0,-4126000000.0,-3709000000.0,-2834000000.0,-2629000000.0,-2252000000.0,-2194000000.0,-2961000000.0,-2736000000.0,-2306000000.0,-4214000000.0,-2636000000.0,-4765000000.0,-1293000000.0,-2377000000.0,-1857000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-6197000000.0,-8207000000.0,-3990000000.0,-3623000000.0,-3859000000.0,-1492000000.0,-2830000000.0,-3199000000.0,-3170000000.0,-2966000000.0,-1540000000.0,-1469000000.0,-2566000000.0,-967000000.0,-1285000000.0,-1386000000.0,-3375000000.0,-2338000000.0,-1185000000.0,-690000000.0,-1847000000.0,-2439000000.0,-970000000.0,-2448000000.0,0.0,0.0
,commonStockIssued,844000000.0,1090000000.0,793000000.0,3758000000.0,256000000.0,806000000.0,695000000.0,397000000.0,723000000.0,772000000.0,1286000000.0,474000000.0,538000000.0,137000000.0,213000000.0,124000000.0,470000000.0,451000000.0,395000000.0,910000000.0,24000000.0,234000000.0,360000000.0,171000000.0,277000000.0,379000000.0
,commonStockRepurchased,0.0,-33000000.0,-658000000.0,0.0,-527000000.0,-5000000.0,-20000000.0,-430000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-352000000.0,-28000000.0,0.0,-70000000.0,0.0,-415000000.0,-948000000.0,-364000000.0,-660000000.0,-179000000.0,-1000000.0,-1000000.0
,dividendsPaid,-2570000000.0,-2425000000.0,-2300000000.0,-2104000000.0,-2018000000.0,-1934000000.0,-1828000000.0,-1758000000.0,-1666000000.0,-1561000000.0,-1434000000.0,-1280000000.0,-1205000000.0,-1140000000.0,-1098000000.0,-1045000000.0,-1004000000.0,-958000000.0,-922000000.0,-873000000.0,-921000000.0,-933000000.0,-889000000.0,-846000000.0,-811000000.0,-766000000.0
,otherFinancingActivites,-217000000.0,2134000000.0,-261000000.0,98000000.0,-9000000.0,100000000.0,9000000.0,169000000.0,-458000000.0,-33000000.0,-25000000.0,-467000000.0,-245000000.0,385000000.0,847000000.0,-79000000.0,-544000000.0,50000000.0,-3000000.0,-54000000.0,0.0,488000000.0,126000000.0,-110000000.0,-237000000.0,-35000000.0
,netCashUsedProvidedByFinancingActivities,-1930000000.0,-1813000000.0,951000000.0,15725000000.0,1700000000.0,644000000.0,-324000000.0,-417000000.0,-852000000.0,22000000.0,1329000000.0,944000000.0,348000000.0,-21000000.0,-67000000.0,-378000000.0,-834000000.0,49000000.0,507000000.0,-379000000.0,1085000000.0,159000000.0,2296000000.0,-1435000000.0,695000000.0,-293000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,459000000.0,-628000000.0,155000000.0,571000000.0,694000000.0,51000000.0,31000000.0,-687000000.0,868000000.0,-243000000.0,273000000.0,216000000.0,34000000.0,-35000000.0,-166000000.0,62000000.0,38000000.0,-81000000.0,155000000.0,45000000.0,-406000000.0,271000000.0,156000000.0,-327000000.0,633000000.0,-39000000.0
,cashAtEndOfPeriod,1978000000.0,1519000000.0,2130000000.0,1975000000.0,1404000000.0,710000000.0,659000000.0,628000000.0,1315000000.0,447000000.0,690000000.0,417000000.0,201000000.0,167000000.0,202000000.0,373000000.0,311000000.0,273000000.0,354000000.0,199000000.0,466000000.0,872000000.0,601000000.0,445000000.0,772000000.0,139000000.0
,cashAtBeginningOfPeriod,1519000000.0,2147000000.0,1975000000.0,1404000000.0,710000000.0,659000000.0,628000000.0,1315000000.0,447000000.0,690000000.0,417000000.0,201000000.0,167000000.0,202000000.0,368000000.0,311000000.0,273000000.0,354000000.0,199000000.0,154000000.0,872000000.0,601000000.0,445000000.0,772000000.0,139000000.0,178000000.0
,operatingCashFlow,5781000000.0,6945000000.0,6395000000.0,4894000000.0,6274000000.0,5815000000.0,6097000000.0,4898000000.0,5903000000.0,3991000000.0,3263000000.0,3398000000.0,3395000000.0,2820000000.0,2530000000.0,2692000000.0,3066000000.0,2831000000.0,2384000000.0,2818000000.0,2723000000.0,2748000000.0,2625000000.0,2401000000.0,2315000000.0,2111000000.0
,capitalExpenditure,-7555000000.0,-8001000000.0,-7423000000.0,-7310000000.0,-7393000000.0,-5977000000.0,-5463000000.0,-4809000000.0,-4525000000.0,-4086000000.0,-4670000000.0,-3961000000.0,-3545000000.0,-2994000000.0,-2370000000.0,-2110000000.0,-2002000000.0,-2717000000.0,-2617000000.0,-2225000000.0,-2560000000.0,-2005000000.0,-1859000000.0,-1229000000.0,-1401000000.0,-1536000000.0
,freeCashFlow,-1774000000.0,-1056000000.0,-1028000000.0,-2416000000.0,-1119000000.0,-162000000.0,634000000.0,89000000.0,1378000000.0,-95000000.0,-1407000000.0,-563000000.0,-150000000.0,-174000000.0,160000000.0,582000000.0,1064000000.0,114000000.0,-233000000.0,593000000.0,163000000.0,743000000.0,766000000.0,1172000000.0,914000000.0,575000000.0
