date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-09-30_FY,1994-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,140468000.0,57315000.0,6379000.0,69316000.0,64957000.0,-124302000.0,-126393000.0,-224997000.0,54826000.0,80128000.0,346239000.0,-13193000.0,-8618734.593262,-34458791.275371,14054255.319149,-5054632.340279,-1262647.445389,-3036707.357511,-1396557.857093,-2120826.266662,-1137151.717239,-898025.311911,-7603619.938909,-2165867.924528,-2043039.258611,-1100000.0,300000.0
,depreciationAndAmortization,0.0,460000.0,194000.0,202000.0,262000.0,309000.0,365000.0,0.0,0.0,0.0,0.0,2268000.0,250616.269515,320919.923256,121932.910089,64083.864302,47910.393132,22847.536572,14995.140728,0.0,15002.334111,68924.899712,65392.214207,0.0,0.0,0.0,0.0
,deferredIncomeTax,40853000.0,30372000.0,8121000.0,3121000.0,16028000.0,10646000.0,30578000.0,15433000.0,-25218000.0,-4950000.0,17650000.0,0.0,2806902.21857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2082000.0,4005000.0,2157000.0,2219000.0,2133000.0,2792000.0,2167000.0,1001000.0,4128000.0,4754000.0,8868000.0,6319000.0,8382087.099425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,63059000.0,-61046000.0,-30934000.0,-4886000.0,9186000.0,7679000.0,23366000.0,14421000.0,-36833000.0,-1653000.0,-16197000.0,-35003000.0,12190632.703369,-257739.068969,-2352703.328758,243319.269847,281475.535295,-23840.773614,-999.803088,-22998.404503,-182024.008003,137850.489875,390341.847014,69930.81761,438008.610625,800000.0,-700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19831000.0,-16478000.0,-3584000.0,-402629.416598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,79103000.0,-10872000.0,-40144000.0,-10973000.0,16291000.0,-19706000.0,3376000.0,1555000.0,-5811000.0,-50073000.0,-20245000.0,-22501000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,19663000.0,18753000.0,-10117000.0,5680000.0,6432000.0,-1773000.0,15787000.0,29045000.0,11728000.0,21447000.0,3985000.0,303204.601479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-4832000.0,-3493000.0,-5309000.0,-7028000.0,1470000.0,12307000.0,7202000.0,0.0,0.0,0.0,-201000.0,0.0,0.0,-1.009795,-1138371.654084,-206270.879972,0.0,0.0,-0.635199,-0.628149,0.666889,0.69045,0.0,-0.698812,438008.610625,0.0,0.0
,otherNonCashItems,18362000.0,20766000.0,15256000.0,-5910000.0,22507000.0,23154000.0,20587000.0,16912000.0,10492000.0,-7418000.0,17208000.0,3322000.0,21429745.275267,30705029.788953,11097884.351407,3473557.775099,0.83185,0.0,0.0,-1000.012563,-0.666889,999.081701,-130785.078313,-70929.419986,-1000.437828,500000.0,0.0
,netCashProvidedByOperatingActivites,348615000.0,134198000.0,59769000.0,144725000.0,170684000.0,74109000.0,68833000.0,19472000.0,5410000.0,5679000.0,-11110000.0,-39943000.0,14792933.442892,-4575116.631324,-3283190.631434,-2541334.596177,-2034208.993961,-2546979.803666,-1429547.547815,-1033915.627081,-1331177.725909,-759175.740335,-259557.4186,-559449.336129,-511009.92411,300000.0,-300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-169340000.0,-135768000.0,-67747000.0,-28897000.0,-42272000.0,-37280000.0,-286904000.0,-55212000.0,-61998000.0,-65434000.0,-52912000.0,-152194000.0,-150506162.695152,-89169643.542361,-36879678.277282,-19059008.09368,-11234065.915784,-7627031.778958,-5083390.818835,-2901762.584957,-1749233.077693,-2140675.812833,-4029173.978033,-11880303.983229,-5619107.559837,-1400000.0,-300000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,17000000.0,0.0,0.0,0.0,71000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-29550000.0,-3435000.0,-23057000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3683560.537211,-323821.207962,-2116777.16549,-2291729.748615,-803629.787858,-334894.017061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,97098000.0,3308000.0,63445000.0,68641000.0,4969000.0,438000.0,39249000.0,0.0,4853000.0,0.0,11015000.0,24133000.0,34547247.329499,820352.418459,44964222.717914,2649476.493887,3592306.220573,0.0,480848.117588,0.0,0.0,0.0,0.0,69930.81761,0.0,0.0,0.0
,otherInvestingActivites,8472000.0,-1715000.0,-90301000.0,-23347000.0,6616000.0,-28065000.0,-70169000.0,-42731000.0,17969000.0,-32414000.0,-69908000.0,-23763000.0,-22693508.627773,-65747493.688781,-1641095.573095,0.0,-13090605.919444,-63574.882207,46985.028362,-10998.881896,13001.667222,1381500.072497,520120.231364,419587.700908,0.0,0.0,0.0
,netCashUsedForInvestingActivites,180790000.0,-130328000.0,-115930000.0,-15494000.0,-43264000.0,-44342000.0,-298700000.0,-76585000.0,31864000.0,70980000.0,92686000.0,-151824000.0,-120180772.391126,-157780345.349894,6130621.997255,-18526308.765283,-22980177.017652,-8494236.449023,-7784535.447275,-4530629.153633,-2343312.437479,-552400.350749,-3509053.746669,-11390785.46471,-5619107.559837,-1300000.0,-300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
