date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY
,otherInvestingActivites,27397000.0,60288000.0,109098000.0,57077000.0,34895000.0,69287000.0,154882000.0,308525000.0,149801000.0,142984000.0,0.0,0.0,0.0,0.0,35844000.0,-36005000.0,-103940000.0,0.0,-8725000.0,0.0,0.0,1600000.0,46900000.0,-109300000.0,-30900000.0,-19600000.0,6400000.0,-16700000.0,0.0,23500000.0,-48500000.0
,netCashUsedForInvestingActivites,-165457000.0,-355856000.0,-367088000.0,-502003000.0,-382123000.0,-227449000.0,-1716909000.0,-815468000.0,-1179628000.0,-1859479000.0,-1673305000.0,-1162777000.0,-1440286000.0,-1462506000.0,-1768469000.0,-958240000.0,-549077000.0,-408333000.0,-629513000.0,-1124830000.0,-577527000.0,-87300000.0,-276300000.0,-326100000.0,-160400000.0,-87400000.0,-70800000.0,-26200000.0,-42300000.0,-38500000.0,-69900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2629043000.0,-1320360000.0,-2393278000.0,-760045000.0,-1281823000.0,-1302597000.0,-230932000.0,-1718602000.0,-956258000.0,-2097918000.0,-418458000.0,-1115376000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,301404000.0,168252000.0,967000.0,1296000.0,30263000.0,5383000.0,0.0,11605000.0,8201000.0,11249000.0,56630000.0,61620000.0,446844000.0,194464000.0,71248000.0,26341000.0,12850000.0,8219000.0,112979000.0,5700000.0,0.0,58800000.0,11000000.0,200000.0,5500000.0,35800000.0,7200000.0,400000.0,45900000.0
,commonStockRepurchased,-1731000.0,0.0,0.0,-18071000.0,-1687000.0,-99598000.0,-320912000.0,0.0,-5785000.0,-2626000.0,-1935000.0,-1515000.0,-281101000.0,-102451000.0,-1402840000.0,-99483000.0,0.0,0.0,-2486000.0,-247963000.0,0.0,0.0,-700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-22538000.0,-49583000.0,-87098000.0,-68503000.0,-50924000.0,-69363000.0,-59145000.0,-47168000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-47189000.0,-11069000.0,121294000.0,14347000.0,-16252000.0,-5324000.0,-11550000.0,2204000.0,-3696000.0,-5394000.0,-5636000.0,37000.0,8842000.0,-38068000.0,-22390000.0,-2744000.0,9974000.0,-9600000.0,-4229000.0,-12187000.0,-5176000.0,-1100000.0,-1000000.0,-100000.0,900000.0,-900000.0,0.0,-200000.0,1100000.0,0.0,-1500000.0
,netCashUsedProvidedByFinancingActivities,-148001000.0,-331573000.0,155629000.0,512180000.0,-138216000.0,-849941000.0,69848000.0,-729586000.0,-254127000.0,163245000.0,280254000.0,19373000.0,-89239000.0,-78899000.0,418275000.0,102626000.0,-221189000.0,171484000.0,470364000.0,432406000.0,473310000.0,22900000.0,5700000.0,68600000.0,160100000.0,3100000.0,-6800000.0,46100000.0,32000000.0,2200000.0,77400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-3061000.0,-6171000.0,-5263000.0,-29000.0,-2003000.0,-25785000.0,-23616000.0,-8176000.0,-2603000.0,-3380000.0,-46000.0,12160000.0,-5701000.0,1964000.0,-516000.0,6406000.0,12040000.0,6704000.0,2312000.0,-1350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,33242000.0,-9042000.0,109051000.0,72904000.0,9563000.0,-246619000.0,111234000.0,-135007000.0,126347000.0,-243127000.0,-286113000.0,485728000.0,-89219000.0,-169243000.0,135548000.0,180292000.0,-195028000.0,165686000.0,215608000.0,1131000.0,116732000.0,63900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,475280000.0,442038000.0,451080000.0,336997000.0,264093000.0,254530000.0,501149000.0,389915000.0,524922000.0,398575000.0,641702000.0,927815000.0,442087000.0,531306000.0,700549000.0,565001000.0,384709000.0,579737000.0,414051000.0,198443000.0,197312000.0,80600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,442038000.0,451080000.0,342029000.0,264093000.0,254530000.0,501149000.0,389915000.0,524922000.0,398575000.0,641702000.0,927815000.0,442087000.0,531306000.0,700549000.0,565001000.0,384709000.0,579737000.0,414051000.0,198443000.0,197312000.0,80580000.0,16700000.0,5600000.0,96400000.0,12000000.0,22600000.0,63100000.0,14800000.0,15000000.0,20800000.0,6400000.0
,operatingCashFlow,349761000.0,684558000.0,325773000.0,62756000.0,531905000.0,856556000.0,1781911000.0,1418223000.0,1562705000.0,1456487000.0,1106984000.0,1616972000.0,1446007000.0,1370198000.0,1486258000.0,1029500000.0,563198000.0,395831000.0,372445000.0,694905000.0,220949000.0,128300000.0,281700000.0,165000000.0,84100000.0,73800000.0,36900000.0,28400000.0,10000000.0,30500000.0,6900000.0
,capitalExpenditure,-195523000.0,-427741000.0,-458938000.0,-574467000.0,-395455000.0,-867106000.0,-1821315000.0,-1178205000.0,-1518628000.0,-2042617000.0,-930277000.0,-1093435000.0,-1490162000.0,-2014469000.0,-1927407000.0,-907316000.0,-544429000.0,-353406000.0,-316763000.0,-701156000.0,-300637000.0,-82100000.0,-304700000.0,-267900000.0,-146400000.0,-109300000.0,-37400000.0,-29200000.0,-49800000.0,-70800000.0,-23900000.0
,freeCashFlow,154238000.0,256817000.0,-133165000.0,-511711000.0,136450000.0,-10550000.0,-39404000.0,240018000.0,44077000.0,-586130000.0,176707000.0,523537000.0,-44155000.0,-644271000.0,-441149000.0,122184000.0,18769000.0,42425000.0,55682000.0,-6251000.0,-79688000.0,46200000.0,-23000000.0,-102900000.0,-62300000.0,-35500000.0,-500000.0,-800000.0,-39800000.0,-40300000.0,-17000000.0
