Date,2018-06,2017-06,2016-06,2015-06,2014-06
Cash and cash equivalents,115000000.0,79000000.0,27000000.0,95000000.0,46000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,,,,,
Inventories,867000000.0,806000000.0,877000000.0,646000000.0,545000000.0
Total current assets,269000000.0,268000000.0,274000000.0,261000000.0,168000000.0
Property, Plant & Equipment Net,,,,,
Goodwill and Intangible Assets,70000000,68000000,68000000,64000000,65000000
Long-term investments,,,,,
Tax assets,22000000.0,17000000.0,18000000.0,13000000.0,9000000.0
Total non-current assets,269000000.0,273000000.0,202000000.0,135000000.0,5000000.0
Total assets,1962000000.0,1872000000.0,1839000000.0,1520000000.0,1260000000.0
Payables,700000000.0,654000000.0,793000000.0,583000000.0,519000000.0
Short-term debt,133000000.0,144000000.0,136000000.0,161000000.0,195000000.0
Total current liabilities,975000000.0,935000000.0,1053000000.0,865000000.0,791000000.0
Long-term debt,261000000.0,266000000.0,196000000.0,130000000.0,000000.0
Total debt,261000000.0,266000000.0,196000000.0,130000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,8000000.0,7000000.0,6000000.0,5000000.0,5000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,269000000.0,273000000.0,202000000.0,135000000.0,5000000.0
Total liabilities,1244000000.0,1208000000.0,1255000000.0,1000000000.0,796000000.0
Other comprehensive income,367000000.0,327000000.0,264000000.0,211000000.0,178000000.0
Retained earnings (deficit),190000000.0,175000000.0,158000000.0,147000000.0,125000000.0
Total shareholders equity,719000000.0,664000000.0,584000000.0,520000000.0,464000000.0
Investments,,,,,
Net Debt,279000000,331000000,305000000,196000000,149000000
Other Assets,712000000,719000000,662000000,518000000,500000000
Other Liabilities,90000000,84000000,96000000,82000000,47000000
