Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,2949000.0,6364000.0,3958000.0,3993000.0,3507000.0,5910000.0,18085226.0,0.0,27207896.0,23837479.0,20303594.0
Short-term investments,8021000.0,7086000.0,3401000.0,3481000.0,4263000.0,6196000.0,785990.0,1024879.0,5703916.0,5072724.0,4511497.0
Cash and short-term investments,10970000.0,13450000.0,7359000.0,7474000.0,7770000.0,12106000.0,18871216.0,1024879.0,32911812.0,28910203.0,24815091.0
Receivables,501000.0,1216000.0,520000.0,787000.0,0.0,0.0,18264.0,0.0,3295279.0,3096055.0,2672184.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,13039000.0,17122000.0,17465000.0,18174000.0,21394000.0,26816000.0,25186180.0,1024879.0,37275445.0,33115711.0,7264861.0
Property Plant & Equipment Net,1746000.0,1970000.0,2212000.0,2466000.0,2736000.0,3024000.0,3124056.0,0.0,3547303.0,3906712.0,3773121.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,41000.0,86000.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,7166000.0,7086000.0,3401000.0,3481000.0,4263000.0,6196000.0,9053111.0,0.0,4660928.0,3028034.0,2536665.0
Tax assets,0.0,0.0,0.0,0.0,0.0,298000.0,677539.0,0.0,727076.0,1133370.0,2652131.0
Total non-current assets,10697000.0,11810000.0,5843000.0,5706000.0,6640000.0,8006000.0,13509234.0,-1024879.0,8691158.0,7867987.0,0.0
Total assets,23736000.0,28932000.0,25520000.0,26346000.0,30770000.0,37846000.0,38695414.0,0.0,45966603.0,40983698.0,37153846.0
Payables,166000.0,198000.0,118000.0,148000.0,119000.0,219000.0,71289.0,0.0,55181.0,174690.0,137428.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,1424000.0,1773000.0,1166000.0,1300000.0,1627000.0,2143000.0,1846173.0,0.0,4909156.0,4791826.0,2525852.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,47000.0,178000.0,58000.0,61000.0,117000.0,131000.0,68400.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,133000.0,1099000.0,0.0,0.0,0.0,51000.0,195871.0,0.0,0.0,0.0,0.0
Total liabilities,2024000.0,3390000.0,1650000.0,1818000.0,2201000.0,2776000.0,1846173.0,0.0,4909156.0,4791826.0,2525852.0
Other comprehensive income,13810000,13824000,13938000,14040000,14282000,14441000,14577456,0.0,1042462.0,555352.0,352334.0
Retained earnings (deficit),7761000.0,9513000.0,9321000.0,10290000.0,14423000.0,19376000.0,21272941.0,0.0,25582294.0,21444991.0,20698564.0
Total shareholders equity,21712000.0,25542000.0,23870000.0,24528000.0,28569000.0,35070000.0,36849241.0,0.0,41057447.0,36191872.0,34627994.0
Investments,15187000.0,14172000.0,6802000.0,6962000.0,8526000.0,12392000.0,9839101.0,1024879.0,10364844.0,8100758.0,7048162.0
Net Debt,-2949000.0,-6364000.0,-3958000.0,-3993000.0,-3507000.0,-5910000.0,-18085226.0,0.0,-32911812.0,-28910203.0,-24815091.0
Other Assets,0.0,0.0,2212000.0,2466000.0,2736000.0,3024000.0,0.0,0.0,1068354.0,1109453.0,2401710.0
Other Liabilities,467000.0,518000.0,484000.0,518000.0,574000.0,582000.0,-195871.0,0.0,4853975.0,4617136.0,2388424.0
