Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,18417513.0,185151.0,5898.0,189231.0,1627062.0,7837339.0,13416.0,406859.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,300750.0,178694.0
Cash and short-term investments,18417513.0,185151.0,5898.0,189231.0,1627062.0,7837339.0,314166.0,585553.0
Receivables,168169.0,227918.0,128315.0,551214.0,284708.0,216003.0,0.0,0.0
Inventories,1235334.0,247466.0,394825.0,744150.0,1175798.0,1441792.0,0.0,0.0
Total current assets,20829131.0,768887.0,613669.0,1914393.0,3150237.0,9786809.0,671478.0,742811.0
Property Plant & Equipment Net,383567.0,376920.0,755682.0,1500893.0,2307117.0,7485212.0,1096351.0,0.0
Goodwill and Intangible Assets,95852.0,106167.0,116482.0,126797.0,137112.0,5864909.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,821330.0,1918126.0,1297212.0,1759733.0,3013932.0,13683283.0,232727.0,580755.0
Total assets,21650461.0,2687013.0,1910881.0,3674126.0,6164169.0,23470092.0,2042821.0,1323566.0
Payables,1420178.0,4228073.0,3500267.0,2160433.0,1568969.0,5328419.0,547874.0,365113.0
Short-term debt,287966.0,597966.0,342781.0,351954.0,401297.0,439739.0,12105.0,3750.0
Total current liabilities,5242621.0,35531017.0,21798540.0,16351827.0,20727066.0,23079181.0,712226.0,368903.0
Long-term debt,299733.0,3200096.0,0.0,4815.0,18803.0,129202.0,44836.0,0.0
Total debt,587699.0,3798062.0,342781.0,356769.0,420100.0,568941.0,56941.0,3750.0
Deferred revenue,357048.0,383771.0,600700.0,924123.0,959962.0,212094.0,19996.0,0.0
Tax Liabilities,556211.0,551190.0,511902.0,5969.0,113531.0,415506.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,842011.0,2721979.0,-672805.0,-658305.0,-539127.0,807594.0,79583.0,0.0
Total liabilities,5556232.0,39606396.0,18891721.0,13279692.0,16620509.0,23893339.0,812254.0,368903.0
Other comprehensive income,149851092,101158771,41513965,43449968,36705035,33426391,0.0,0.0
Retained earnings (deficit),-159856481.0,-156435278.0,-81071782.0,-73372655.0,-64738131.0,-45909542.0,18940427.0,954663.0
Total shareholders equity,16094229.0,-36919383.0,-16980840.0,-9605566.0,-10456340.0,-423247.0,1230567.0,954663.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,300750.0,178694.0
Net Debt,-17829814.0,3612911.0,336883.0,167538.0,-1206962.0,-7268398.0,43525.0,-403109.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,1138616.0,0.0
Other Liabilities,0.0,1353400.0,-2234014.0,-2413830.0,-3567430.0,6564.0,20445.0,0.0
